농장명,주사육업종,축종,소재지(지번),소재지(도로명),규모(제곱미터),사육두수,데이터기준일자
내꿈한우,한우,한우,"충청남도 부여군 장암면 지토리 7-1외5(7-4,7-5,9-1,9-6,9-7) ",,14460,450,2026-01-30
죽림농장,한우,한우,충청남도 부여군 장암면 지토리 9번지 7호  ,,1620,96,2026-01-30
양지농장,한우,,충청남도 부여군 세도면 수고리 964번지  ,,80.24,0,2026-01-30
성신농장,한우,한우,충청남도 부여군 세도면 수고리 965번지  ,,28,8,2026-01-30
자연농장,한우,"한우, 사슴",충청남도 부여군 세도면 수고리 925-4,충청남도 부여군 세도면 해촌로 97-12,24,20,2026-01-30
미소농장,한우,한우,충청남도 부여군 규암면 수목리 469번지 1호  ,,1214.4,130,2026-01-30
참실농장,한우,,충청남도 부여군 남면 내곡리 397번지 2호 외 1필지(398) ,,561.93,0,2026-01-30
서윤농장,한우,한우,충청남도 부여군 은산면 경둔리 317번지 1호  ,,90,7,2026-01-30
화수리 농장,한우,한우,충청남도 부여군 세도면 화수리 198,충청남도 부여군 세도면 세도로 281-36,91,8,2026-01-30
미진농장,한우,한우,충청남도 부여군 초촌면 응평리 28번지 8호  ,,508,24,2026-01-30
선화농장,한우,한우,충청남도 부여군 충화면 팔충리 214,충청남도 부여군 충화면 덕림로 205,97.5,7,2026-01-30
신성농장,염소,염소,충청남도 부여군 규암면 신성리 60번지 3호  ,,644.4,140,2026-01-30
염소아저씨,염소,염소,충청남도 부여군 초촌면 신암리 390번지 1호  ,,104,49,2026-01-30
현수농장,한우,한우,충청남도 부여군 임천면 구교리 122,충청남도 부여군 임천면 성흥로283번길 29-48,33.54,1,2026-01-30
홍일목장,한우,"한우, 육우",충청남도 부여군 홍산면 교원리 262번지  ,충청남도 부여군 홍산면 삽티로 101-26,1150.98,80,2026-01-30
희망농장,염소,염소,충청남도 부여군 은산면 회곡리 22-5,충청남도 부여군 은산면 충의로성재길 18-3,160,150,2026-01-30
나리농장,육계,육계,충청남도 부여군 은산면 대양리 437번지 1호  ,,48,100,2026-01-30
은성농장,염소,염소,충청남도 부여군 초촌면 세탑리 342번지 2호  ,,297,70,2026-01-30
행복한농장,한우,한우,충청남도 부여군 옥산면 학산리 29번지 5호  ,,988.4,17,2026-01-30
서경농장,한우,한우,충청남도 부여군 규암면 오수리 259번지 1호  ,,325,13,2026-01-30
참나눔염소목장,염소,염소,충청남도 부여군 홍산면 무정리 252번지  ,,1268,500,2026-01-30
신영농장,한우,"한우, 염소",충청남도 부여군 충화면 천당리 458번지  ,,78,7,2026-01-30
솔흑염소농장,염소,염소,충청남도 부여군 초촌면 진호리 216번지 20호  ,,140,25,2026-01-30
호암축산,한우,한우,충청남도 부여군 남면 송암리 1020번지 19호  ,,792,102,2026-01-30
희숭농장,한우,한우,충청남도 부여군 초촌면 응평리 392번지  ,,128,22,2026-01-30
영실농장,육계,육계,충청남도 부여군 임천면 옥곡리 50번지  ,,6374.91,140000,2026-01-30
수산리농장,한우,한우,충청남도 부여군 외산면 수신리 46번지 7호  ,,60,5,2026-01-30
소암농장,염소,염소,충청남도 부여군 홍산면 정동리 산 52번지 1호  ,,175,30,2026-01-30
구룡산양농장,염소,염소,충청남도 부여군 구룡면 금사리 179번지 1호  ,,66,6,2026-01-30
365농장,한우,한우,충청남도 부여군 초촌면 신암리 796번지 1호  ,,2328.25,63,2026-01-30
영호네농장,염소,염소,충청남도 부여군 충화면 팔충리 326번지  ,,120,48,2026-01-30
현수농장,한우,한우,충청남도 부여군 부여읍 상금리 71번지  ,,250,15,2026-01-30
황금농장,한우,한우,충청남도 부여군 세도면 반조원리 380번지 5호  ,,40,2,2026-01-30
역구산농장,염소,염소,충청남도 부여군 양화면 족교리 258번지  ,,133,15,2026-01-30
정동농장,한우,한우,충청남도 부여군 홍산면 정동리 643번지  ,,97.5,5,2026-01-30
영민농장,육우,한우,충청남도 부여군 임천면 가신리 527번지  ,,297,18,2026-01-30
현철농장,한우,한우,충청남도 부여군 세도면 귀덕리 310번지  ,,375,5,2026-01-30
승진농장,한우,한우,충청남도 부여군 홍산면 조현리 319번지 7호  ,,45,3,2026-01-30
우리농장,한우,한우,충청남도 부여군 세도면 반조원리 193번지  ,,63,4,2026-01-30
백제농장,한우,한우,충청남도 부여군 남면 신홍리 113번지 5호  ,,1018,51,2026-01-30
성지농장,한우,한우,충청남도 부여군 장암면 하황리 산 5번지 1호  ,,1113,77,2026-01-30
딸부잣집,한우,한우,충청남도 부여군 옥산면 수암리 176번지 3호  ,,81,5,2026-01-30
한우농장,한우,한우,충청남도 부여군 규암면 나복리 782번지  ,,351,22,2026-01-30
만화농장,한우,한우,충청남도 부여군 내산면 지티리 383번지  ,,900,100,2026-01-30
순영농장,한우,한우,충청남도 부여군 규암면 수목리 384번지 1호  ,,300,5,2026-01-30
왕지농장,염소,"돼지, 염소",충청남도 부여군 부여읍 신정리 83번지 1호  ,,50,107,2026-01-30
복덕농장,한우,한우,충청남도 부여군 외산면 복덕리 256번지 8호  ,,770,8,2026-01-30
동산농원,한우,한우,충청남도 부여군 은산면 나령리 산 36번지 2호  ,,385.6,21,2026-01-30
한아름농장,한우,한우,충청남도 부여군 초촌면 세탑리 92번지 45호  ,충청남도 부여군 초촌면 금백로 965-89,500,30,2026-01-30
헤브론목장,젖소,젖소,"충청남도 부여군 장암면 장하리 635번지 외7필지(698-1,2,5,6,7,8,9) ",,1664.56,70,2026-01-30
입포농장,한우,한우,충청남도 부여군 양화면 입포리 230번지 3호  ,,960.46,65,2026-01-30
성수농장,한우,한우,충청남도 부여군 장암면 합곡리 169번지 3호  ,충청남도 부여군 장암면 부두로 445,446,16,2026-01-30
가중농장,한우,한우,충청남도 부여군 은산면 가중리 130번지 2호  ,,506.88,48,2026-01-30
회동농장,한우,한우,충청남도 부여군 남면 회동리 251번지  ,,66,4,2026-01-30
옥산2농장,한우,한우,충청남도 부여군 옥산면 내대리 268번지 9호  ,충청남도 부여군 옥산면 옥산동로 165-68,1916,24,2026-01-30
신배정농장,한우,한우,충청남도 부여군 외산면 전장리 286번지  ,,611.48,14,2026-01-30
하준농장,한우,한우,충청남도 부여군 은산면 가중리 478번지 16호  ,,1189,50,2026-01-30
칠갑산목장,한우,한우,충청남도 부여군 은산면 회곡리 215번지  ,충청남도 부여군 은산면 회곡저실로 55,550.5,80,2026-01-30
한우리농장,한우,한우,충청남도 부여군 남면 마정리 1146번지 8호  ,충청남도 부여군 남면 남성로681번길 103-49,9750,486,2026-01-30
병근농장,염소,염소,충청남도 부여군 규암면 오수리 399번지 6호  ,충청남도 부여군 규암면 오함로84번길 43-7,80,47,2026-01-30
정자농장,사슴,사슴,충청남도 부여군 양화면 시음리 285번지  ,충청남도 부여군 양화면 양화서로 172,37.5,3,2026-01-30
청우농장,한우,한우,충청남도 부여군 남면 신홍리 99번지 1호  ,,250,12,2026-01-30
장암육계,육계,육계,충청남도 부여군 장암면 지토리 740번지 2호  ,충청남도 부여군 장암면 위덕로 240,3472.95,55000,2026-01-30
초원농장,염소,염소,충청남도 부여군 은산면 홍산리 5번지  ,,95,30,2026-01-30
현대농장,한우,한우,충청남도 부여군 초촌면 소사리 353번지  ,충청남도 부여군 초촌면 선사로 441,72.27,11,2026-01-30
성화목장,한우,,충청남도 부여군 부여읍 신정리 493번지 6호  ,충청남도 부여군 부여읍 대울로 240,1215,0,2026-01-30
승일목장,한우,한우,충청남도 부여군 구룡면 구봉리 676번지 9호 외 1필지 ,,1935,70,2026-01-30
우리농장,한우,한우,충청남도 부여군 부여읍 자왕리 98번지 3호 98-8 ,,500,50,2026-01-30
수지농장,한우,한우,충청남도 부여군 임천면 발산리 341번지 5호  ,,1404,30,2026-01-30
나령농장,한우,한우,충청남도 부여군 은산면 오번리 453번지 7호  ,,2494.92,49,2026-01-30
명자농장,한우,한우,충청남도 부여군 세도면 반조원리 89번지 2호  ,,40,2,2026-01-30
안서농장,한우,한우,충청남도 부여군 옥산면 안서리 130번지  ,,328.9,6,2026-01-30
신성골이야기,염소,염소,충청남도 부여군 규암면 신성리 60번지 5호  ,,202.8,120,2026-01-30
서동골농장,종계/산란계,,충청남도 부여군 충화면 가화리 51번지 8호  ,,198.8,0,2026-01-30
두영농장,한우,한우,충청남도 부여군 규암면 진변리 213번지 3호  ,,4032,400,2026-01-30
신정농장,한우,한우,충청남도 부여군 부여읍 신정리 575번지  ,,875,13,2026-01-30
부원농장,돼지,돼지,충청남도 부여군 세도면 동사리 210번지 4호  ,,566,980,2026-01-30
정호농장,한우,한우,충청남도 부여군 부여읍 신정리 493번지 9호  ,,648,47,2026-01-30
대원농장,한우,한우,충청남도 부여군 옥산면 내대리 375번지  ,,375,4,2026-01-30
태성축산,한우,한우,충청남도 부여군 장암면 석동리 377번지 7호  ,,1528,30,2026-01-30
한우농장,한우,한우,충청남도 부여군 규암면 나복리 408번지 1호  ,,500,25,2026-01-30
한우리농장,한우,한우,충청남도 부여군 부여읍 자왕리 98번지 2호  ,,304,10,2026-01-30
대경농장,염소,염소,충청남도 부여군 은산면 경둔리 458번지 1호  ,,84,20,2026-01-30
서경농장,한우,한우,충청남도 부여군 부여읍 자왕리 238번지 1호  ,,350,19,2026-01-30
현미농장,한우,한우,충청남도 부여군 충화면 현미리 산 73번지  ,,70,6,2026-01-30
한마음농장,염소,염소,충청남도 부여군 외산면 갈산리 297번지  ,,110,30,2026-01-30
행복한 초향농장,염소,"한우, 염소",충청남도 부여군 초촌면 신암리 520번지  ,,50,12,2026-01-30
믿음농장,한우,한우,충청남도 부여군 규암면 부여두리 48번지 5호  ,충청남도 부여군 규암면 부두로289번길 142-40,1925,113,2026-01-30
우은농장,한우,한우,충청남도 부여군 규암면 부여두리 37번지 12호  ,충청남도 부여군 규암면 부두로289번길 142-39,1925,109,2026-01-30
학바위목장2,한우,한우,충청남도 부여군 장암면 정암리 656번지 3호  ,,1770,70,2026-01-30
가산농장,한우,,충청남도 부여군 임천면 탑산리 873번지  ,,2350,0,2026-01-30
청암농장,한우,"한우, 염소",충청남도 부여군 부여읍 신정리 494번지 1호  ,충청남도 부여군 부여읍 대울로 260-30,1570,48,2026-01-30
성토목장,염소,염소,충청남도 부여군 부여읍 용정리 산 35번지 13호  ,,366.96,35,2026-01-30
원찬농장2,한우,한우,충청남도 부여군 세도면 수고리 1000번지  ,충청남도 부여군 세도면 해촌로63번길 84,512,51,2026-01-30
희망농장,한우,한우,충청남도 부여군 은산면 신대리 609번지  ,,374.75,22,2026-01-30
대박농장,염소,염소,충청남도 부여군 규암면 오수리 497번지 2호  ,,198,90,2026-01-30
수현농장,한우,한우,충청남도 부여군 은산면 장벌리 59번지  ,,300,32,2026-01-30
얼룩목장,염소,염소,충청남도 부여군 석성면 석성리 1125번지 4호  ,,1146.5,120,2026-01-30
새말농장,한우,한우,충청남도 부여군 부여읍 신정리 573번지 3호  ,충청남도 부여군 부여읍 대울로 31-52,1282.5,12,2026-01-30
양지농원,산양,산양,충청남도 부여군 은산면 회곡리 169번지 7호  ,,184,45,2026-01-30
지토농장,돼지,돼지,"충청남도 부여군 장암면 지토리 797번지 1호 외 6필지(797-2, 4, 8, 9, 10)(849) ",,2665.21,500,2026-01-30
서윤농장,한우,한우,충청남도 부여군 규암면 노화리 29번지 5호  ,충청남도 부여군 규암면 합송서로 186-83,1372,72,2026-01-30
건국농원,산양,산양,충청남도 부여군 은산면 회곡리 233번지 5호  ,,198,150,2026-01-30
종락농장,한우,한우,충청남도 부여군 홍산면 정동리 산 10번지 1호  ,,48,6,2026-01-30
조은한우농장,한우,한우,충청남도 부여군 남면 마정리 1149번지 5호  ,,1885.9,65,2026-01-30
보배농장,한우,한우,충청남도 부여군 내산면 저동리 162번지 5호  ,,1728,91,2026-01-30
수목농장,염소,염소,충청남도 부여군 규암면 수목리 514번지 9호  ,충청남도 부여군 규암면 충의로 161,109.2,15,2026-01-30
영한농장,한우,한우,충청남도 부여군 은산면 합수리 524번지 6호  ,,1410,9,2026-01-30
궁태농장,한우,한우,충청남도 부여군 석성면 비당리 450번지 1호  ,,96,14,2026-01-30
천당한우농장,한우,한우,충청남도 부여군 충화면 천당리 810번지 12호  ,,1551,56,2026-01-30
미소농장,한우,한우,충청남도 부여군 규암면 노화리 6번지 1호  ,,2016,200,2026-01-30
다정농장,한우,,충청남도 부여군 규암면 수목리 483번지  ,,418,0,2026-01-30
맥우방농장,한우,한우,충청남도 부여군 규암면 나복리 877번지 6호  ,,2520,360,2026-01-30
안양골농원,염소,염소,충청남도 부여군 은산면 경둔리 422번지 3호  ,,495,152,2026-01-30
우리농장,염소,염소,충청남도 부여군 장암면 상황리 327번지  ,,230,80,2026-01-30
용종농장,한우,한우,충청남도 부여군 규암면 합송리 84번지 1호  ,,1950,30,2026-01-30
이득구농장,한우,한우,충청남도 부여군 충화면 오덕리 351번지  ,,222.75,26,2026-01-30
하나농장,한우,한우,충청남도 부여군 충화면 만지리 877번지 7호  ,,1267.5,38,2026-01-30
농업회사법인 호원한우(주),한우,한우,충청남도 부여군 세도면 청포리 295번지 6호  ,,1767,150,2026-01-30
농업회사법인 호원한우(주),한우,한우,충청남도 부여군 세도면 청포리 335번지 1호  ,,1995,170,2026-01-30
영광농장,한우,한우,충청남도 부여군 부여읍 저석리 836번지 3호  ,,2132,150,2026-01-30
송림농장,염소,염소,충청남도 부여군 부여읍 송곡리 산 25번지 3호  ,,132,20,2026-01-30
남산농장,한우,한우,충청남도 부여군 장암면 하황리 857번지 4호  ,,2125,50,2026-01-30
창훈농장,염소,염소,충청남도 부여군 홍산면 홍양리 산 25번지  ,충청남도 부여군 홍산면 비홍로42번길 53-6,183,90,2026-01-30
상원농원,한우,한우,충청남도 부여군 규암면 내리 628번지 9호  ,,1170,80,2026-01-30
소망농장,한우,한우,충청남도 부여군 규암면 부여두리 37번지 14호  ,충청남도 부여군 규암면 부두로289번길 142-43,1925,100,2026-01-30
청송농장,한우,,충청남도 부여군 세도면 청포리 579번지  ,충청남도 부여군 세도면 토정로 144,2960,0,2026-01-30
동균목장,한우,,충청남도 부여군 남면 회동리 868번지 13호  ,,1400,0,2026-01-30
광호농장,염소,염소,충청남도 부여군 장암면 지토리 43번지  ,,165,28,2026-01-30
요셉농장,한우,한우,충청남도 부여군 규암면 나복리 862번지 9호  ,,2080,50,2026-01-30
창일농장,한우,한우,충청남도 부여군 구룡면 죽절리 200번지 1호  ,,762.3,32,2026-01-30
명인농장,육계,육계,충청남도 부여군 외산면 화성리 266번지 1호  ,,40,80,2026-01-30
우량농장,한우,한우,충청남도 부여군 옥산면 안서리 129번지  ,충청남도 부여군 옥산면 옥산동로 34-37,684,11,2026-01-30
우리농장,한우,한우,충청남도 부여군 초촌면 추양리 98번지 14호  ,충청남도 부여군 초촌면 응추로104번길 13-22,1820,14,2026-01-30
동양목장,한우,한우,충청남도 부여군 홍산면 홍양리 344번지  ,,353.6,25,2026-01-30
대희농장,한우,한우,충청남도 부여군 남면 신홍리 110번지 4호  ,,1144,26,2026-01-30
삼남매농장,한우,한우,충청남도 부여군 석성면 봉정리 637번지  ,,960,18,2026-01-30
선이네농장,염소,염소,충청남도 부여군 장암면 상황리 335번지 1호  ,,165,40,2026-01-30
초원농장,한우,한우,충청남도 부여군 외산면 갈산리 325번지 48호  ,,174.22,5,2026-01-30
변화목장,한우,한우,충청남도 부여군 규암면 나복리 860번지 4호  ,,2210,140,2026-01-30
원순농장,한우,한우,충청남도 부여군 충화면 천당리 810번지 13호  ,,96,12,2026-01-30
정동목장,한우,한우,충청남도 부여군 홍산면 상천리 225번지  ,,930,18,2026-01-30
이만식농장,한우,한우,충청남도 부여군 규암면 합송리 533번지 1호  ,,569.69,15,2026-01-30
정칠수농장,한우,한우,충청남도 부여군 석성면 현내리 142번지  ,,42,4,2026-01-30
오봉농원,염소,염소,충청남도 부여군 임천면 만사리 산 32번지 19호  ,충청남도 부여군 임천면 만가로 132-59,180,120,2026-01-30
록원농장,염소,염소,충청남도 부여군 옥산면 신안리 111번지 1호  ,,100,50,2026-01-30
김현중농장,한우,한우,충청남도 부여군 남면 송학리 166번지 3호  ,,198,7,2026-01-30
대원농장,염소,염소,충청남도 부여군 규암면 오수리 382번지 6호  ,충청남도 부여군 규암면 왕흥로139번길 66,210,74,2026-01-30
행복드림,젖소,젖소,충청남도 부여군 홍산면 홍양리 329번지  ,충청남도 부여군 홍산면 비홍로 39-40,374.4,5,2026-01-30
보영목장,젖소,젖소,충청남도 부여군 홍산면 홍양리 321번지  ,,3201,100,2026-01-30
김화겸농장,한우,한우,충청남도 부여군 구룡면 논티리 207번지 5호  ,,45,4,2026-01-30
원용목장,한우,"한우, 육우",충청남도 부여군 부여읍 염창리 229번지  ,충청남도 부여군 부여읍 염창로 49,627,30,2026-01-30
정목진농장,한우,한우,충청남도 부여군 충화면 현미리 743번지 16호  ,,767.6,6,2026-01-30
두집메농장,한우,한우,충청남도 부여군 외산면 수신리 104번지 105-4번지 ,,399.6,8,2026-01-30
소근소근,한우,한우,충청남도 부여군 남면 마정리 1160번지 7호  ,충청남도 부여군 남면 남성로681번길 175-99,2998.8,145,2026-01-30
승천농장,한우,,충청남도 부여군 은산면 금공리 442번지 4호  ,,232.65,0,2026-01-30
라미팜,염소,염소,충청남도 부여군 장암면 지토리 737번지  ,,210,20,2026-01-30
부부농장,한우,한우,충청남도 부여군 석성면 봉정리 291번지 2호  ,,1070,22,2026-01-30
신성농장,한우,한우,충청남도 부여군 규암면 신성리 440번지  ,,400,12,2026-01-30
초원농장(2),한우,,충청남도 부여군 구룡면 동방리 674번지  ,,250,0,2026-01-30
준 스카이,한우,한우,충청남도 부여군 남면 신홍리 426번지 4호  ,,948.89,94,2026-01-30
송정농장,한우,한우,충청남도 부여군 초촌면 송정리 534번지 5호  ,,1950,150,2026-01-30
축복농장,젖소,젖소,충청남도 부여군 남면 마정리 1153번지 5호  ,충청남도 부여군 남면 남성로681번길 125-88,3746.71,63,2026-01-30
임경순농장,한우,한우,충청남도 부여군 외산면 문신리 648번지 2호  ,,96,8,2026-01-30
이안목장,젖소,젖소,충청남도 부여군 남면 마정리 1141번지 6호  ,충청남도 부여군 남면 남성로681번길 61-60,4311.71,85,2026-01-30
다복목장,젖소,젖소,충청남도 부여군 남면 송암리 1021번지 2호  ,충청남도 부여군 남면 구룡로 101-11,3646.11,32,2026-01-30
강은숙하늘농장,한우,한우,충청남도 부여군 부여읍 능산리 109번지 5호  ,,422.94,30,2026-01-30
송곡농장,한우,한우,충청남도 부여군 부여읍 송곡리 37번지 1호  ,,2402,180,2026-01-30
다루농장,염소,염소,충청남도 부여군 충화면 팔충리 552번지 1호  ,,49,30,2026-01-30
은자농장,한우,한우,충청남도 부여군 규암면 금암리 207번지 1호  ,,284.63,19,2026-01-30
김재걸농장,한우,한우,충청남도 부여군 임천면 두곡리 101번지 1호  ,,943,50,2026-01-30
한화농장,염소,염소,충청남도 부여군 은산면 신대리 451번지 6호  ,,168,30,2026-01-30
김대철농장,한우,한우,충청남도 부여군 양화면 암수리 23번지  ,,80,5,2026-01-30
소근소근2,한우,한우,충청남도 부여군 남면 마정리 1165번지 11호 외 1필지(1165-12) ,,3504.6,350,2026-01-30
축복한우,한우,한우,충청남도 부여군 충화면 천당리 689번지  ,충청남도 부여군 충화면 충신로 162,496.8,30,2026-01-30
경민농장3,한우,,충청남도 부여군 충화면 만지리 896번지 9호  ,,1400,0,2026-01-30
샤론농장,한우,한우,충청남도 부여군 장암면 원문리 646번지 2호  ,,1900,150,2026-01-30
우의목장,젖소,젖소,충청남도 부여군 남면 마정리 1146번지 6호  ,,4394.9,80,2026-01-30
현진생염소농장,염소,염소,충청남도 부여군 초촌면 세탑리 22번지 3호  ,,60,20,2026-01-30
아름다운농장,한우,한우,충청남도 부여군 임천면 비정리 184번지 1호  ,,202.5,20,2026-01-30
김영은농장,한우,한우,충청남도 부여군 홍산면 무정리 317번지  ,,85.95,6,2026-01-30
구고운농장,한우,한우,충청남도 부여군 규암면 합송리 143번지 1호  ,,2470,75,2026-01-30
언덕농장,한우,한우,충청남도 부여군 충화면 만지리 461번지 1호  ,,97,9,2026-01-30
산농산,한우,한우,충청남도 부여군 내산면 금지리 144번지  ,,1375,61,2026-01-30
향우원농장,한우,한우,충청남도 부여군 남면 마정리 1154번지 20호  ,,2376,80,2026-01-30
정원농장,육계,육계,충청남도 부여군 내산면 금지리 69번지 6호 외 8필지 ,,4834,90000,2026-01-30
충열농장,한우,한우,충청남도 부여군 외산면 지선리 408번지 10호 외 1필지 ,,1300,30,2026-01-30
보영목장,젖소,젖소,충청남도 부여군 홍산면 홍양리 331번지 1호  ,,506.09,17,2026-01-30
강성농장,한우,한우,충청남도 부여군 양화면 초왕리 349번지 19호  ,,931.5,14,2026-01-30
그린축산영농조합법인,한우,"한우, 육우","충청남도 부여군 석성면 증산리 1454번지 6호 외 2필지(1454-7, 1454-9) ",,3400,240,2026-01-30
거산농장,한우,한우,충청남도 부여군 규암면 부여두리 48번지 7호  ,,4025,8,2026-01-30
부촌농장,한우,한우,충청남도 부여군 옥산면 가덕리 211번지 5호  ,,1381,42,2026-01-30
금천금천농장,한우,한우,충청남도 부여군 장암면 원문리 620번지 4호  ,,1500,150,2026-01-30
규남농장,한우,한우,충청남도 부여군 석성면 비당리 936번지 13호  ,,2536,100,2026-01-30
황산벌한우,한우,한우,충청남도 부여군 초촌면 추양리 522번지 3호  ,,1750,140,2026-01-30
대한농장,한우,한우,충청남도 부여군 초촌면 추양리 519번지 3호  ,,1184,80,2026-01-30
금석농장,한우,한우,충청남도 부여군 석성면 비당리 122번지 9호  ,,90,5,2026-01-30
순명농장,한우,한우,충청남도 부여군 남면 신홍리 98번지 7호  ,,850,20,2026-01-30
딸부잣집,한우,한우,충청남도 부여군 옥산면 수암리 88번지 1호  ,,350,30,2026-01-30
대광목장,한우,,충청남도 부여군 은산면 오번리 453번지 9호  ,,2052,0,2026-01-30
부여한우 2농장,한우,,충청남도 부여군 초촌면 소사리 886번지  ,,900,0,2026-01-30
박종희농장,한우,한우,충청남도 부여군 양화면 암수리 29번지  ,,747.72,30,2026-01-30
삼원농장,한우,한우,충청남도 부여군 외산면 문신리 669번지 1호  ,,96,4,2026-01-30
내지농장,한우,한우,충청남도 부여군 은산면 내지리 576번지 3호  ,,252.8,50,2026-01-30
두곡농장,한우,한우,충청남도 부여군 임천면 칠산리 123번지 12호  ,,2100,70,2026-01-30
한울농장,한우,한우,충청남도 부여군 외산면 복덕리 114번지 2호  ,,56.8,5,2026-01-30
우리농장,한우,한우,충청남도 부여군 석성면 증산리 120번지 1호  ,충청남도 부여군 석성면 연화로 50-9,442.5,7,2026-01-30
두레축산,육계,육계,충청남도 부여군 부여읍 송곡리 363번지 2호 외1(364-2) ,충청남도 부여군 부여읍 삼충로216번길 113,1710.55,35000,2026-01-30
오악사 한우농장,한우,한우,충청남도 부여군 규암면 나복리 875번지 5호  ,,1540.2,100,2026-01-30
문칠강,한우,한우,충청남도 부여군 임천면 칠산리 140번지 4호  ,,24,2,2026-01-30
나우농장,한우,한우,충청남도 부여군 부여읍 왕포리 176번지 1호  ,,299.41,37,2026-01-30
석성농장,한우,한우,충청남도 부여군 석성면 석성리 209번지 3호  ,,700,30,2026-01-30
나복농장,한우,한우,충청남도 부여군 규암면 나복리 167번지 3호  ,,500,6,2026-01-30
은산축산,한우,한우,충청남도 부여군 은산면 은산리 81번지 1호  ,충청남도 부여군 은산면 은산로 32,392.5,20,2026-01-30
여우골농장,한우,한우,충청남도 부여군 충화면 팔충리 12번지  ,,715,50,2026-01-30
미래농장,한우,한우,충청남도 부여군 옥산면 신안리 184번지 5호  ,,1609,50,2026-01-30
탑산농장2,한우,한우,충청남도 부여군 임천면 비정리 91번지 13호  ,,2210,230,2026-01-30
세도농장,한우,한우,충청남도 부여군 세도면 동사리 71번지 11호  ,,2730,185,2026-01-30
가랑농장,한우,한우,충청남도 부여군 초촌면 소사리 607번지 20호  ,,45,4,2026-01-30
부여청계농장,육계,육계,충청남도 부여군 세도면 청송리 598번지 3호  ,,36,40,2026-01-30
해피농장,한우,한우,충청남도 부여군 은산면 장벌리 60번지  ,,399,40,2026-01-30
상촌농장,한우,한우,충청남도 부여군 양화면 상촌리 258번지 4호  ,,2448,70,2026-01-30
가은농장,한우,한우,충청남도 부여군 양화면 수원리 351번지 6호  ,,1050,30,2026-01-30
젖소목장,젖소,젖소,충청남도 부여군 외산면 반교리 279번지 4호  ,,900.13,81,2026-01-30
세도농장,한우,한우,충청남도 부여군 세도면 청송리 959번지 1호  ,,346.5,12,2026-01-30
이지연농장,한우,한우,충청남도 부여군 옥산면 가덕리 284번지 1호  ,,431,20,2026-01-30
성현봉농장,한우,한우,충청남도 부여군 임천면 발산리 182번지 3호  ,,44.02,8,2026-01-30
우문농장,한우,한우,충청남도 부여군 남면 회동리 13번지 1호  ,,128.8,4,2026-01-30
기화농장,한우,한우,충청남도 부여군 규암면 신리 802번지 1호  ,,350,18,2026-01-30
유정칠산연구목장,한우,,"충청남도 부여군 임천면 칠산리 1018번지 1호 ,1018-2, 1018-3 ",,5100,0,2026-01-30
양화농장,염소,염소,충청남도 부여군 양화면 벽용리 546번지  ,,250,80,2026-01-30
수원골농장,한우,한우,충청남도 부여군 양화면 수원리 360번지 10호  ,,1100,110,2026-01-30
김상란농장,한우,한우,충청남도 부여군 외산면 복덕리 174번지  ,,13.2,2,2026-01-30
삼싹농장,염소,염소,충청남도 부여군 세도면 반조원리 480번지 9호  ,,90,35,2026-01-30
덕암농장,한우,한우,충청남도 부여군 초촌면 소사리 515번지 2호  ,,30.71,2,2026-01-30
정동섭농장,한우,한우,충청남도 부여군 장암면 석동리 262번지  ,,368.64,100,2026-01-30
행복농장,한우,한우,충청남도 부여군 초촌면 응평리 400번지 1호  ,,108,4,2026-01-30
부부농장,한우,한우,충청남도 부여군 규암면 나복리 750번지  ,,69.92,10,2026-01-30
미르농장,한우,한우,충청남도 부여군 장암면 북고리 683번지 2호  ,,1625,22,2026-01-30
김영칠농장,한우,한우,충청남도 부여군 외산면 화성리 651번지 4호  ,,99,2,2026-01-30
원찬농장,한우,한우,"충청남도 부여군 세도면 동사리 463번지 외2(464-1, 763-5) ",,144,72,2026-01-30
영재농장,한우,한우,충청남도 부여군 은산면 홍산리 108번지 19호  ,,2889.14,140,2026-01-30
운모농장,한우,한우,충청남도 부여군 장암면 원문리 382번지  ,,249.25,17,2026-01-30
원용목장,한우,"한우, 육우",충청남도 부여군 부여읍 염창리 229번지  ,,627,30,2026-01-30
제일농장,한우,한우,충청남도 부여군 은산면 가중리 316번지  ,,50,7,2026-01-30
대성농장,한우,한우,충청남도 부여군 외산면 갈산리 364번지 1호  ,,32,1,2026-01-30
기범농장,한우,한우,충청남도 부여군 은산면 회곡리 121번지  ,,90,6,2026-01-30
장등목장,한우,한우,충청남도 부여군 구룡면 용당리 1237번지  ,,1820,20,2026-01-30
점생축사,한우,한우,충청남도 부여군 남면 마정리 1168번지 7호  ,,350,23,2026-01-30
구드래축산,한우,"한우, 육우",충청남도 부여군 규암면 나복리 880번지 2호  ,,3838,548,2026-01-30
민성농장,한우,한우,충청남도 부여군 장암면 정암리 238번지 2호  ,,349.5,5,2026-01-30
양화농장,한우,한우,충청남도 부여군 양화면 족교리 135번지 2호  ,,266.88,6,2026-01-30
규암牛농장,한우,한우,충청남도 부여군 규암면 모리 8번지 1호  ,,1820,30,2026-01-30
맥우방농장,한우,"한우, 육우",충청남도 부여군 규암면 나복리 877번지 6호  ,,2520,360,2026-01-30
이후정,한우,한우,충청남도 부여군 규암면 신성리 106번지  ,,24,4,2026-01-30
선희농장,한우,육우,충청남도 부여군 규암면 수목리 466번지 3호  ,,856.29,11,2026-01-30
