사업장명칭,주사육업종,사업장소재지,면적,기준일자
준0농장,한우,경상북도 예천군 감천면 증거리,160,2026-01-14
한0농장,한우,경상북도 예천군 용궁면 대은리,256,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 용산리,187.8,2026-01-14
창0농장,한우,경상북도 예천군 감천면 수한리,512,2026-01-14
영0농장,한우,경상북도 예천군 호명읍 담암리,567,2026-01-14
찬0농장,한우,경상북도 예천군 감천면 포리,350,2026-01-14
채0준농장,육계,경상북도 예천군 용궁면 대은리,4860,2026-01-14
대0농장,한우,경상북도 예천군 예천읍 석정리,670,2026-01-14
현0장,한우,경상북도 예천군 풍양면 청운리,436.8,2026-01-14
대0골농장,육계,경상북도 예천군 보문면 신월리,396,2026-01-14
지0농장,염소,경상북도 예천군 효자면 용두리,133,2026-01-14
병0농장,염소,경상북도 예천군 효자면 보곡리,95,2026-01-14
석0농장,한우,경상북도 예천군 감천면 천향리,384,2026-01-14
광0농장,한우,경상북도 예천군 유천면 광전리,444,2026-01-14
태0농장,염소,경상북도 예천군 호명읍 본리 산,25,2026-01-14
형0농장,종계/산란계,경상북도 예천군 호명읍 금능리,33,2026-01-14
규0농장,염소,경상북도 예천군 효자면 도촌리,85.2,2026-01-14
수0농장,염소,경상북도 예천군 효자면 고항리,97,2026-01-14
상0농장,염소,경상북도 예천군 은풍면 동사리,33,2026-01-14
형0농장,염소,경상북도 예천군 호명읍 송곡리,7,2026-01-14
청0농장,염소,경상북도 예천군 호명읍 직산리,164,2026-01-14
윤0농장,한우,경상북도 예천군 용궁면 산택리,461.42,2026-01-14
지0농장,염소,경상북도 예천군 용문면 성현리,192,2026-01-14
효0축산,염소,경상북도 예천군 풍양면 효갈리,196.8,2026-01-14
김0정농장,한우,경상북도 예천군 용궁면 대은리,40,2026-01-14
초0염소농장,염소,경상북도 예천군 감천면 진평리,331.56,2026-01-14
예0농장,한우,경상북도 예천군 유천면 손기리,972,2026-01-14
기0농장,한우,경상북도 예천군 감천면 마촌리,260,2026-01-14
원0농장,한우,경상북도 예천군 용궁면 산택리,1972,2026-01-14
깃0농장,한우,경상북도 예천군 예천읍 통명리,640,2026-01-14
하0농장,한우,경상북도 예천군 용문면 방송리,82.6,2026-01-14
규0농장,한우,경상북도 예천군 감천면 천향리,237,2026-01-14
주0농장,육우,경상북도 예천군 감천면 돈산리,850,2026-01-14
우0농장,한우,경상북도 예천군 감천면 천향리,20,2026-01-14
숙0농장,한우,경상북도 예천군 예천읍 왕신리,46,2026-01-14
수0농장,한우,경상북도 예천군 예천읍 상동리,12,2026-01-14
영0농장,염소,경상북도 예천군 유천면 송전리,33,2026-01-14
산0물 염소 농장,염소,경상북도 예천군 개포면 황산리,412,2026-01-14
예0흑염소 농장,염소,경상북도 예천군 예천읍 생천리,779,2026-01-14
기0농장,한우,경상북도 예천군 용문면 사부리,50,2026-01-14
상0농장,염소,경상북도 예천군 용문면 능천리,10,2026-01-14
태0농장,한우,경상북도 예천군 풍양면 청운리,50,2026-01-14
성0농장,염소,경상북도 예천군 효자면 백석리,40,2026-01-14
할0축사,한우,경상북도 예천군 풍양면 오지리,50,2026-01-14
재0농장,염소,경상북도 예천군 용문면 선리,15,2026-01-14
현0농장,염소,경상북도 예천군 용문면 직리,371,2026-01-14
희0농장,종계/산란계,경상북도 예천군 효자면 고항리,12.5,2026-01-14
예0수농장,한우,경상북도 예천군 지보면 수월리,384,2026-01-14
정0농장,한우,경상북도 예천군 유천면 마천리,230.1,2026-01-14
분0농장,한우,경상북도 예천군 풍양면 청운리,90,2026-01-14
희0농장,한우,경상북도 예천군 유천면 광전리,244,2026-01-14
상0농장,한우,경상북도 예천군 예천읍 용산리,95,2026-01-14
조0농장,한우,경상북도 예천군 감천면 유리,192,2026-01-14
솔0네농장,한우,경상북도 예천군 호명읍 한어리,769,2026-01-14
석0농장,한우,경상북도 예천군 감천면 현내리,132,2026-01-14
현0농장,한우,경상북도 예천군 용문면 직리,1134,2026-01-14
신0농장,한우,경상북도 예천군 용문면 상금곡,445.5,2026-01-14
주0염소농장,염소,경상북도 예천군 예천읍 갈구리,196,2026-01-14
상0농장,한우,경상북도 예천군 감천면 돈산리,33,2026-01-14
주0산수목농장,염소,경상북도 예천군 감천면 유리,384,2026-01-14
동0농장,염소,경상북도 예천군 보문면 독양리,150,2026-01-14
용0농장,한우,경상북도 예천군 호명읍 본리,1000,2026-01-14
예0청계토종닭농장,종계/산란계,경상북도 예천군 지보면 대죽리,623.7,2026-01-14
상0농장,한우,경상북도 예천군 호명읍 종산리,96,2026-01-14
승0농장,한우,경상북도 예천군 예천읍 통명리,600,2026-01-14
이0목장,한우,경상북도 예천군 용궁면 금남리,1215,2026-01-14
승0농장,한우,경상북도 예천군 예천읍 통명리,90,2026-01-14
이0화농장,한우,경상북도 예천군 용궁면 무지리,405,2026-01-14
덕0농장,육계,경상북도 예천군 용궁면 대은리,1430,2026-01-14
SJ0,육우,경상북도 예천군 풍양면 공덕리,1344,2026-01-14
재0농장,한우,경상북도 예천군 보문면 간방리,680.64,2026-01-14
상0농장,한우,경상북도 예천군 감천면 덕율리,350,2026-01-14
대0농장,한우,경상북도 예천군 감천면 유리,660,2026-01-14
병0농장,한우,경상북도 예천군 호명읍 황지리,1400,2026-01-14
텃0농장,한우,경상북도 예천군 보문면 기곡리,576,2026-01-14
진0농장,한우,경상북도 예천군 풍양면 우망리,395.5,2026-01-14
강0농장,한우,경상북도 예천군 감천면 포리,576,2026-01-14
청0농장,한우,경상북도 예천군 풍양면 청곡리,216,2026-01-14
수0농장,한우,경상북도 예천군 풍양면 고산리,660,2026-01-14
신0농장,육우,경상북도 예천군 호명읍 금능리,1000,2026-01-14
윤0팜,한우,경상북도 예천군 호명읍 한어리,640,2026-01-14
기0농장,한우,경상북도 예천군 호명읍 오천리,640,2026-01-14
예0농장,한우,경상북도 예천군 감천면 천향리,320,2026-01-14
소0농장,한우,경상북도 예천군 풍양면 삼강리,43.56,2026-01-14
와0농장,한우,경상북도 예천군 풍양면 와룡리,33,2026-01-14
만0농장,한우,경상북도 예천군 은풍면 동사리,350,2026-01-14
김0기농장,한우,경상북도 예천군 지보면 도화리,320,2026-01-14
태0농장,한우,경상북도 예천군 용궁면 무지리,648,2026-01-14
창0농장,한우,경상북도 예천군 보문면 작곡리,192,2026-01-14
영0농장,한우,경상북도 예천군 풍양면 낙상리,192,2026-01-14
우0농장,한우,경상북도 예천군 지보면 매창리,768,2026-01-14
근0농장,한우,경상북도 예천군 감천면 덕율리,640,2026-01-14
재0농장,한우,경상북도 예천군 지보면 송평리,729,2026-01-14
재0목장,한우,경상북도 예천군 보문면 승본리,760,2026-01-14
채0농장,한우,경상북도 예천군 풍양면 풍신리,1200,2026-01-14
덕0농장2,육계,경상북도 예천군 용궁면 대은리,1625,2026-01-14
수0골한우농장,한우,경상북도 예천군 감천면 덕율리,1233,2026-01-14
우02농장,한우,경상북도 예천군 감천면 미석리,1200,2026-01-14
성0농장,한우,경상북도 예천군 감천면 미석리,1200,2026-01-14
임0이 농장,한우,경상북도 예천군 지보면 암천리,448,2026-01-14
무0개농장,한우,경상북도 예천군 풍양면 와룡리,900,2026-01-14
현0농장,한우,경상북도 예천군 풍양면 우망리,1276,2026-01-14
재0농장,한우,경상북도 예천군 지보면 소화리,324,2026-01-14
백0산농장,한우,경상북도 예천군 효자면 백석리,957.4,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 괴당리,432,2026-01-14
풍0농장,한우,경상북도 예천군 감천면 진평리,160,2026-01-14
다0농장,한우,경상북도 예천군 풍양면 흥천리,596.43,2026-01-14
재0농장,한우,경상북도 예천군 용문면 덕신리,576,2026-01-14
준0농장,한우,경상북도 예천군 지보면 도화리,464,2026-01-14
율0농장,한우,경상북도 예천군 풍양면 우망리,1444,2026-01-14
풍0농장,한우,경상북도 예천군 풍양면 풍신리,1120,2026-01-14
주0농장,돼지,경상북도 예천군 감천면 현내리,2828.8,2026-01-14
신0농장,한우,경상북도 예천군 예천읍 왕신리,448,2026-01-14
유0농장,육우,경상북도 예천군 감천면 유리,1720,2026-01-14
유0농장,한우,경상북도 예천군 감천면 유리,800,2026-01-14
유0농장,한우,경상북도 예천군 감천면 현내리,405,2026-01-14
천0농장2,한우,경상북도 예천군 지보면 매창리,336,2026-01-14
아0농장,한우,경상북도 예천군 감천면 장산리,700,2026-01-14
준0농장,한우,경상북도 예천군 용문면 방송리,810,2026-01-14
미0농장,한우,경상북도 예천군 예천읍 지내리,512,2026-01-14
혜0농장,한우,경상북도 예천군 풍양면 와룡리,2016,2026-01-14
증0농장,한우,경상북도 예천군 감천면 증거리,648,2026-01-14
하0농장,한우,경상북도 예천군 지보면 어신리,704,2026-01-14
경0농장,한우,경상북도 예천군 개포면 경진리,416,2026-01-14
종0농장,한우,경상북도 예천군 유천면 고림리,800,2026-01-14
달0농장,한우,경상북도 예천군 보문면 신월리,350,2026-01-14
새0농장,한우,경상북도 예천군 개포면 금리,1732,2026-01-14
용0목장,육우,경상북도 예천군 용궁면 금남리,1700,2026-01-14
누0소 농장,한우,경상북도 예천군 보문면 승본리,1467,2026-01-14
덕0농장,한우,경상북도 예천군 용문면 내지리,99,2026-01-14
영0농장,한우,경상북도 예천군 감천면 덕율리,567,2026-01-14
주0농장,한우,경상북도 예천군 개포면 경진리,192,2026-01-14
주0농장,한우,경상북도 예천군 감천면 증거리,350,2026-01-14
석0축산,한우,경상북도 예천군 호명읍 담암리,1006.5,2026-01-14
철0농장,한우,경상북도 예천군 용문면 구계리,906.8,2026-01-14
박0우농장,한우,경상북도 예천군 유천면 매산리,384,2026-01-14
혁0농장,한우,경상북도 예천군 감천면 현내리,896,2026-01-14
갑0농장,한우,경상북도 예천군 호명읍 직산리,364.5,2026-01-14
행0농장,한우,경상북도 예천군 풍양면 우망리,1152,2026-01-14
솔0농장,한우,경상북도 예천군 감천면 미석리,296,2026-01-14
위02농장,돼지,경상북도 예천군 용궁면 월오리,2051.65,2026-01-14
비0농장,한우,경상북도 예천군 풍양면 공덕리,3400,2026-01-14
주0농장2,한우,경상북도 예천군 감천면 증거리,320,2026-01-14
부0실농장,한우,경상북도 예천군 예천읍 고평리,832,2026-01-14
경0축산 제2농장,한우,경상북도 예천군 감천면 마촌리,576,2026-01-14
SH0RM,한우,경상북도 예천군 용문면 능천리,889.48,2026-01-14
중0농장,한우,경상북도 예천군 지보면 도화리,512,2026-01-14
과0농장,한우,경상북도 예천군 은풍면 우곡리,170.95,2026-01-14
진0농장,한우,경상북도 예천군 용궁면 무이리,648,2026-01-14
지0이농장,한우,경상북도 예천군 감천면 덕율리,304,2026-01-14
채0민2농장,육계,경상북도 예천군 용궁면 대은리,3515,2026-01-14
대0축산,한우,경상북도 예천군 풍양면 흔효리,192,2026-01-14
창0농장,한우,경상북도 예천군 풍양면 낙상리,1000,2026-01-14
우0농장,한우,경상북도 예천군 감천면 포리,1200,2026-01-14
정0농장,한우,경상북도 예천군 감천면 현내리,1600,2026-01-14
기0농장,한우,경상북도 예천군 감천면 현내리,1000,2026-01-14
단0농장2,한우,경상북도 예천군 감천면 대맥리,950,2026-01-14
율0농장,한우,경상북도 예천군 은풍면 율곡리,607.5,2026-01-14
달0지FARM,한우,경상북도 예천군 유천면 사곡리,1144,2026-01-14
한0음농장,한우,경상북도 예천군 용궁면 산택리,92,2026-01-14
은0농장,한우,경상북도 예천군 용궁면 산택리,648,2026-01-14
피0골 사슴농장,사슴,경상북도 예천군 지보면 신풍리,99,2026-01-14
광0농장,한우,경상북도 예천군 용문면 제곡리,45.43,2026-01-14
박0희농장,한우,경상북도 예천군 용문면 덕신리,500,2026-01-14
우0농장,한우,경상북도 예천군 용문면 사부리,49.07,2026-01-14
의0농장,한우,경상북도 예천군 호명읍 송곡리,46,2026-01-14
병0농장,한우,경상북도 예천군 호명읍 직산리,48,2026-01-14
종0농장2,한우,경상북도 예천군 감천면 덕율리,768,2026-01-14
김0동농장,한우,경상북도 예천군 유천면 가리,768,2026-01-14
덕0농장,한우,경상북도 예천군 용궁면 읍부리,18,2026-01-14
하0스농장,한우,경상북도 예천군 용궁면 무이리,96,2026-01-14
손0장,염소,경상북도 예천군 풍양면 와룡리,64,2026-01-14
부0농장,한우,경상북도 예천군 풍양면 낙상리,49,2026-01-14
성0축산,한우,경상북도 예천군 풍양면 풍신리,16,2026-01-14
규0농장,한우,경상북도 예천군 풍양면 하풍리,45,2026-01-14
영0농장,한우,경상북도 예천군 풍양면 효갈리,49,2026-01-14
도0농장,한우,경상북도 예천군 풍양면 오지리,26.46,2026-01-14
남0농장,한우,경상북도 예천군 풍양면 청운리,49,2026-01-14
병0농장,한우,경상북도 예천군 풍양면 낙상리,49,2026-01-14
정0산,한우,경상북도 예천군 풍양면 하풍리,49,2026-01-14
영0농장,한우,경상북도 예천군 풍양면 흔효리,49,2026-01-14
종0농장,한우,경상북도 예천군 풍양면 효갈리,49,2026-01-14
승0농장,한우,경상북도 예천군 유천면 손기리,320,2026-01-14
승0농장,한우,경상북도 예천군 유천면 손기리,480,2026-01-14
신0축산,한우,경상북도 예천군 풍양면 청운리,640,2026-01-14
수0농장,한우,경상북도 예천군 풍양면 효갈리,186.12,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 풍신리,124.8,2026-01-14
주0농장,한우,경상북도 예천군 감천면 현내리,400,2026-01-14
왕0농장,한우,경상북도 예천군 예천읍 왕신리,700,2026-01-14
장0농장,한우,경상북도 예천군 은풍면 금곡리,330,2026-01-14
부0봉농장,한우,경상북도 예천군 은풍면 시항리,98.7,2026-01-14
민0농장,한우,경상북도 예천군 유천면 중평리,250,2026-01-14
재0농장,한우,경상북도 예천군 풍양면 청곡리,99.9,2026-01-14
효0농장,한우,경상북도 예천군 풍양면 공덕리,606,2026-01-14
청0농장,한우,경상북도 예천군 풍양면 공덕리,396.8,2026-01-14
명0산,한우,경상북도 예천군 풍양면 흔효리,179.86,2026-01-14
영0농장,한우,경상북도 예천군 풍양면 공덕리,320,2026-01-14
형0농장,한우,경상북도 예천군 풍양면 효갈리,371.5,2026-01-14
재0농장,한우,경상북도 예천군 풍양면 와룡리,448,2026-01-14
정0농장,한우,경상북도 예천군 풍양면 우망리,1200,2026-01-14
사0농장,한우,경상북도 예천군 풍양면 청운리,720,2026-01-14
오0목장,한우,경상북도 예천군 풍양면 오지리,2080.35,2026-01-14
창0장,한우,경상북도 예천군 풍양면 풍신리,60,2026-01-14
종0농장,한우,경상북도 예천군 풍양면 공덕리,60,2026-01-14
태0농장,한우,경상북도 예천군 풍양면 낙상리,832,2026-01-14
손0미 농장,한우,경상북도 예천군 감천면 미석리,1487.5,2026-01-14
원0산,한우,경상북도 예천군 풍양면 흔효리,768,2026-01-14
방0농장,한우,경상북도 예천군 용문면 방송리,1000,2026-01-14
경0농장,한우,경상북도 예천군 예천읍 청복리,256,2026-01-14
산0농장,한우,경상북도 예천군 용문면 사부리,250,2026-01-14
만0농장,한우,경상북도 예천군 은풍면 송월리,1631.5,2026-01-14
권0농장,한우,경상북도 예천군 예천읍 왕신리,800,2026-01-14
우0농원,한우,경상북도 예천군 지보면 도화리,556.5,2026-01-14
대0연축산3,한우,경상북도 예천군 감천면 미석리,1850,2026-01-14
대0농장,한우,경상북도 예천군 감천면 덕율리,787.8,2026-01-14
택0농장,한우,경상북도 예천군 풍양면 흔효리,1088,2026-01-14
와0농장,한우,경상북도 예천군 풍양면 와룡리,322.56,2026-01-14
가0축산농장,한우,경상북도 예천군 개포면 금리,1040,2026-01-14
밝0농장,한우,경상북도 예천군 용문면 내지리,120.6,2026-01-14
정0숙 농장,한우,경상북도 예천군 예천읍 석정리,740,2026-01-14
성0골농장,염소,경상북도 예천군 풍양면 공덕리,27,2026-01-14
채0민 농장,육계,경상북도 예천군 용궁면 대은리,1305,2026-01-14
채0준 농장,육계,경상북도 예천군 용궁면 대은리,3090.1,2026-01-14
조0동 농장,한우,경상북도 예천군 용궁면 대은리,1701,2026-01-14
광0농장,한우,경상북도 예천군 예천읍 고평리,832,2026-01-14
현0섭 농장,한우,경상북도 예천군 지보면 마전리,1100,2026-01-14
서0숙 농장,한우,경상북도 예천군 예천읍 대심리,128,2026-01-14
숙0농장,한우,경상북도 예천군 풍양면 흥천리,40,2026-01-14
늘0농장,한우,경상북도 예천군 용문면 능천리,1150,2026-01-14
유0농장2,한우,경상북도 예천군 용궁면 송암리,518,2026-01-14
태0한우농장,한우,경상북도 예천군 감천면 증거리,1600,2026-01-14
상0농장,한우,경상북도 예천군 개포면 황산리,600,2026-01-14
풍0목장,한우,경상북도 예천군 감천면 미석리,2520,2026-01-14
기0농장,한우,경상북도 예천군 풍양면 낙상리,1344,2026-01-14
토0농장,한우,경상북도 예천군 감천면 현내리,600,2026-01-14
김0식 농장,한우,경상북도 예천군 풍양면 공덕리,746,2026-01-14
별0섯농장,염소,경상북도 예천군 용문면 대제리,50,2026-01-14
조0대 농장2,한우,경상북도 예천군 용궁면 대은리,576,2026-01-14
안0철 농장,한우,경상북도 예천군 지보면 매창리,704,2026-01-14
이0남 농장,한우,경상북도 예천군 지보면 만화리,544,2026-01-14
진0농장,한우,경상북도 예천군 유천면 사곡리,1200,2026-01-14
금0아지 농장,한우,경상북도 예천군 지보면 소화리,600,2026-01-14
권0식 농장,육우,경상북도 예천군 예천읍 고평리,800,2026-01-14
한0농장,한우,경상북도 예천군 예천읍 고평리,1088,2026-01-14
김0수 농장,한우,경상북도 예천군 예천읍 고평리,800,2026-01-14
일0네 농장,한우,경상북도 예천군 개포면 황산리,1053,2026-01-14
이0환 농장,한우,경상북도 예천군 풍양면 낙상리,2316,2026-01-14
정0영 농장,한우,경상북도 예천군 지보면 매창리,238,2026-01-14
엘0농장,한우,경상북도 예천군 용문면 선리,526.5,2026-01-14
다0농원,종계/산란계,경상북도 예천군 은풍면 오류리,48,2026-01-14
정0진 농장,한우,경상북도 예천군 풍양면 청운리,32,2026-01-14
김0기 농장,한우,경상북도 예천군 예천읍 생천리,648,2026-01-14
시0농장,한우,경상북도 예천군 용문면 덕신리,320,2026-01-14
김0현 농장,한우,경상북도 예천군 지보면 어신리,24,2026-01-14
박0호 농장,한우,경상북도 예천군 예천읍 갈구리,30,2026-01-14
황0훈 농장,한우,경상북도 예천군 예천읍 용산리,45,2026-01-14
정0주 농장,한우,경상북도 예천군 풍양면 풍신리,914,2026-01-14
황0주 농장,한우,경상북도 예천군 풍양면 와룡리,1700,2026-01-14
황0찬 농장,한우,경상북도 예천군 풍양면 와룡리,1700,2026-01-14
정0하 농장,한우,경상북도 예천군 풍양면 우망리,312,2026-01-14
손0원 농장,한우,경상북도 예천군 풍양면 효갈리,48,2026-01-14
상0농장,한우,경상북도 예천군 예천읍 왕신리,32,2026-01-14
두0농장,한우,경상북도 예천군 풍양면 낙상리,960,2026-01-14
정0수 농장,한우,경상북도 예천군 지보면 도화리,40,2026-01-14
정0도 농장,한우,경상북도 예천군 지보면 도화리,49,2026-01-14
덕0농장,염소,경상북도 예천군 유천면 송지리,1517,2026-01-14
청0농장,한우,경상북도 예천군 감천면 유리,1200,2026-01-14
동0농장,한우,경상북도 예천군 감천면 증거리,60,2026-01-14
유0농장,한우,경상북도 예천군 예천읍 고평리,550,2026-01-14
기0농장,한우,경상북도 예천군 지보면 마전리,160,2026-01-14
오0재흑염소,염소,경상북도 예천군 효자면 보곡리,4932,2026-01-14
한0축산,한우,경상북도 예천군 유천면 화지리,576,2026-01-14
강0진 농장,한우,경상북도 예천군 지보면 어신리,526,2026-01-14
이0호 농장,한우,경상북도 예천군 예천읍 생천리,450,2026-01-14
창0농장,한우,경상북도 예천군 지보면 암천리,800,2026-01-14
삼0농장,한우,경상북도 예천군 유천면 가리,1800,2026-01-14
태0농장,한우,경상북도 예천군 예천읍 지내리,448,2026-01-14
황0선 농장,한우,경상북도 예천군 용문면 노사리,1200,2026-01-14
황0정 농장,한우,경상북도 예천군 풍양면 흥천리,380,2026-01-14
정0수농장,한우,경상북도 예천군 예천읍 통명리,943,2026-01-14
권0한 농장,한우,경상북도 예천군 용문면 덕신리,648,2026-01-14
강0숙 농장,한우,경상북도 예천군 감천면 유리,2016,2026-01-14
현0농장,한우,경상북도 예천군 감천면 미석리,1446,2026-01-14
영0농장,한우,경상북도 예천군 감천면 장산리,96,2026-01-14
토0농장,종계/산란계,경상북도 예천군 개포면 금리,20,2026-01-14
성0종돈,돼지,경상북도 예천군 용궁면 무지리,4669.35,2026-01-14
지0농장,한우,경상북도 예천군 감천면 미석리,1330,2026-01-14
푸0농장,한우,경상북도 예천군 예천읍 고평리,1050,2026-01-14
김0수 농장,한우,경상북도 예천군 감천면 미석리,600,2026-01-14
희0농장,한우,경상북도 예천군 예천읍 통명리,484.4,2026-01-14
진0목장,한우,경상북도 예천군 유천면 연천리,384,2026-01-14
자0목장,한우,경상북도 예천군 풍양면 공덕리,1700,2026-01-14
공0농장,한우,경상북도 예천군 풍양면 공덕리,384,2026-01-14
신0농장,한우,경상북도 예천군 보문면 신월리,640,2026-01-14
한0리농장,한우,경상북도 예천군 유천면 사곡리,704,2026-01-14
최0종축사,한우,경상북도 예천군 개포면 신음리,386.4,2026-01-14
이0태 농장,한우,경상북도 예천군 지보면 대죽리,1300,2026-01-14
박0종 농장,한우,경상북도 예천군 지보면 대죽리,350,2026-01-14
최0경 농장,한우,경상북도 예천군 호명읍 담암리,650,2026-01-14
우0월드 예천1농장,돼지,경상북도 예천군 감천면 현내리,2737.17,2026-01-14
우0월드 예천2농장,돼지,경상북도 예천군 감천면 현내리,2826.8,2026-01-14
김0순 농장,한우,경상북도 예천군 호명읍 황지리,98.64,2026-01-14
백0농장,염소,경상북도 예천군 용문면 하학리,84,2026-01-14
김0진 농장,한우,경상북도 예천군 은풍면 송월리,98,2026-01-14
수0농장,한우,경상북도 예천군 예천읍 고평리,1444,2026-01-14
수0농장,한우,경상북도 예천군 은풍면 우곡리,695,2026-01-14
천0농장,한우,경상북도 예천군 보문면 작곡리,842.5,2026-01-14
김0경 농장,한우,경상북도 예천군 예천읍 고평리,800,2026-01-14
정0호 농장,한우,경상북도 예천군 풍양면 우망리,720,2026-01-14
거0농장,한우,경상북도 예천군 은풍면 우곡리,71.4,2026-01-14
정0한먹거리,염소,경상북도 예천군 용궁면 금남리,160,2026-01-14
은0농장,한우,경상북도 예천군 은풍면 우곡리,723.07,2026-01-14
은0농장,한우,경상북도 예천군 은풍면 우곡리,723.07,2026-01-14
문0실 농장,한우,경상북도 예천군 예천읍 통명리,650,2026-01-14
황0학 농장,한우,경상북도 예천군 풍양면 낙상리,1400,2026-01-14
강0경 농장,한우,경상북도 예천군 예천읍 통명리,600,2026-01-14
봉0농장,한우,경상북도 예천군 풍양면 괴당리,768,2026-01-14
금0농장,한우,경상북도 예천군 은풍면 금곡리,262.4,2026-01-14
자0농장,한우,경상북도 예천군 용문면 하금곡,1000,2026-01-14
자0농장2,한우,경상북도 예천군 용문면 하금곡,700,2026-01-14
김0구 농장,한우,경상북도 예천군 호명읍 담암리,800,2026-01-14
황0록 농장,한우,경상북도 예천군 효자면 백석리,304,2026-01-14
마0농장,한우,경상북도 예천군 예천읍 고평리,1500,2026-01-14
안0욱 농장,한우,경상북도 예천군 용궁면 월오리,202,2026-01-14
다0농원,한우,경상북도 예천군 풍양면 낙상리,2489.14,2026-01-14
정0수 농장,한우,경상북도 예천군 지보면 마전리,800,2026-01-14
강0미 농장,한우,경상북도 예천군 예천읍 석정리,900,2026-01-14
이0준 농장,한우,경상북도 예천군 예천읍 통명리,608,2026-01-14
이0준 농장2,한우,경상북도 예천군 예천읍 통명리,700,2026-01-14
유0애 농장,한우,경상북도 예천군 보문면 신월리,192,2026-01-14
강0호 농장,한우,경상북도 예천군 보문면 신월리,72,2026-01-14
황0영 농장,한우,경상북도 예천군 보문면 신월리,72,2026-01-14
신04호,한우,경상북도 예천군 보문면 신월리,192,2026-01-14
석0농장,한우,경상북도 예천군 감천면 유리,1400,2026-01-14
권0근 농장,한우,경상북도 예천군 감천면 현내리,884,2026-01-14
양0농장,한우,경상북도 예천군 호명읍 담암리,900,2026-01-14
박0호 농장,한우,경상북도 예천군 감천면 덕율리,139.2,2026-01-14
신0례 농장,한우,경상북도 예천군 감천면 미석리,1722,2026-01-14
연0수농장,한우,경상북도 예천군 풍양면 오지리,1200,2026-01-14
도0이 농장,한우,경상북도 예천군 예천읍 고평리,1050,2026-01-14
성0농장,한우,경상북도 예천군 감천면 마촌리,768,2026-01-14
이0영농장3,한우,경상북도 예천군 예천읍 고평리,1600,2026-01-14
윤0섭 축사,한우,경상북도 예천군 감천면 수한리,704,2026-01-14
혁0농장,한우,경상북도 예천군 예천읍 통명리,1760,2026-01-14
보0농장,한우,경상북도 예천군 풍양면 풍신리,1152,2026-01-14
금0농장,한우,경상북도 예천군 풍양면 청운리,1500,2026-01-14
권0희 농장,한우,경상북도 예천군 감천면 유리,1600,2026-01-14
권0락 농장,한우,경상북도 예천군 감천면 유리,1600,2026-01-14
행0하누,한우,경상북도 예천군 유천면 수심리,1300,2026-01-14
푸0농장,한우,경상북도 예천군 감천면 마촌리,624,2026-01-14
달0장,한우,경상북도 예천군 예천읍 백전리,96,2026-01-14
박0모 농장,한우,경상북도 예천군 용문면 성현리,567,2026-01-14
3탄0장,한우,경상북도 예천군 풍양면 와룡리,1400,2026-01-14
윤0수 농장,한우,경상북도 예천군 은풍면 율곡리,172,2026-01-14
광0농장,한우,경상북도 예천군 지보면 마전리,928,2026-01-14
도0농장,한우,경상북도 예천군 용궁면 무지리,1344,2026-01-14
초0집농장,한우,경상북도 예천군 용궁면 대은리,512,2026-01-14
이0진농장,한우,경상북도 예천군 지보면 소화리,864,2026-01-14
예0농장,한우,경상북도 예천군 용문면 방송리,512,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 상동리,320,2026-01-14
박0용농장,한우,경상북도 예천군 은풍면 부초리,240,2026-01-14
정0농장,한우,경상북도 예천군 감천면 현내리,800,2026-01-14
은0농장,한우,경상북도 예천군 예천읍 고평리,1600,2026-01-14
윤0홍농장,한우,경상북도 예천군 용궁면 대은리,192,2026-01-14
와0축산,한우,경상북도 예천군 풍양면 낙상리,2112,2026-01-14
흥0농장,한우,경상북도 예천군 풍양면 공덕리,640,2026-01-14
김0태 농장,한우,경상북도 예천군 유천면 광전리,160,2026-01-14
채0근농장,한우,경상북도 예천군 용궁면 대은리,972,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 풍신리,1200,2026-01-14
율02농장,한우,경상북도 예천군 예천읍 통명리,304,2026-01-14
오0농장,한우,경상북도 예천군 용문면 사부리,950,2026-01-14
중0농장,돼지,경상북도 예천군 용문면 상금곡,2277.35,2026-01-14
준0농장,한우,경상북도 예천군 보문면 독양리,486,2026-01-14
와0농장,한우,경상북도 예천군 풍양면 와룡리,1500,2026-01-14
휘0농장2,한우,경상북도 예천군 유천면 수심리,91.76,2026-01-14
종02농장,한우,경상북도 예천군 유천면 율현리,700,2026-01-14
대0농장,한우,경상북도 예천군 보문면 승본리,500,2026-01-14
비02농장,한우,경상북도 예천군 풍양면 공덕리,1650,2026-01-14
신0일농장,한우,경상북도 예천군 호명읍 담암리,1600,2026-01-14
가0농장,한우,경상북도 예천군 용궁면 가야리,688,2026-01-14
윤0한농장,한우,경상북도 예천군 감천면 대맥리,202,2026-01-14
김0만농장,한우,경상북도 예천군 호명읍 내신리,1050,2026-01-14
이0영축사,한우,경상북도 예천군 개포면 가곡리,1200,2026-01-14
미02농장,한우,경상북도 예천군 보문면 미호리,800,2026-01-14
두0농장,한우,경상북도 예천군 감천면 천향리,972,2026-01-14
제0축산,한우,경상북도 예천군 지보면 소화리,635.2,2026-01-14
