업종,소재지(도로명),축종-품종,사육두수,위도,경도,담당부서,전화번호,기준일
가축사육업,강원도 횡성군 갑천면 상대리 457(갑천로807번길 26),소-한우,2,37.528586,128.172808,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 덕촌리 112(공근남로399번길 74-17),소-한우,14,37.537063,127.997661,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 2521-16(태종로 115-31),소-한우,10,37.354944,128.124819,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 우용리 263(우용로 130),소-한우,275,37.494741,128.231055,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 초원리 406( 1089-19),소-한우,4,37.528,127.916347,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 2109,소-한우,35,37.351611,128.1121,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 월현리 13-1,소-한우,22,37.345569,128.176841,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 503-1(내용둔길 ),소-한우,13,37.502891,128.060483,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 206-1(창촌로 22),소-한우,16,37.489019,127.863222,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 공근리 338(항재로공근2길 17),소-한우,13,37.569566,127.967552,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 공근리 223-6(봉화마을길 22-1),소-한우,1,37.565541,127.969391,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 790-3(청정로 1371-8),소-한우,10,37.622522,128.143005,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 246-3(춘당로 287-9),소-한우,68,37.619169,128.162316,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 부창리 545-3(금계로 727),소-한우,4,37.586555,127.996038,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 885(태기로구방2길 63),소-한우,37,37.527322,128.056891,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 삼거리 88,소-한우,67,37.564011,128.072727,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 111-1(태기로구방6길 103-65),소-한우,37,37.532111,128.075613,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 13(학오로 302-40),소-한우,143,37.514972,127.991066,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 246-2(춘당로 287-9),소-한우,42,37.619191,128.162325,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 184-3(금대2길 83),소-한우,26,37.498438,127.908861,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 809(전재로 682-60),소-한우,10,37.416166,128.116275,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 256-2,소-한우,75,37.485716,128.07763,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 청곡리 324-1(금계로 161),소-한우,7,37.5486,127.968327,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 240-4(정문로 21),소-한우,5,37.468008,128.030605,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 365-2(내용둔길 170-29),소-한우,24,37.51123,128.065366,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 신촌리 560-2(신촌길 14),소-한우,111,37.515238,127.951702,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 261-3(공근남로162번길 56-11),소-한우,4,37.523497,127.981166,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 893-1(청정로 848-12),소-한우,1,37.582211,128.151758,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 둔방내리 493-4,소-한우,34,37.506155,128.190294,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1299-1,소-한우,35,37.523952,127.873119,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 962,소-한우,11,37.527316,127.827202,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 691-3(서원로41번길 87),소-한우,36,37.489761,127.840752,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 두곡리 259(한우로두곡5길 82),소-한우,5,37.483005,128.048875,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 두곡리 617-1(한우로두곡5길 91-17),소-한우,91,37.482791,128.046575,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 138(수남로203번길 17),소-한우,7,37.459775,128.049027,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 394-12,소-한우,31,37.467994,128.04675,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 537-1(내용둔길 31),소-한우,2,37.498236,128.060266,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 798(추용로 60-10),소-한우,7,37.491008,128.047125,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 898-1,소-한우,6,37.505961,128.101302,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 29(한우로조곡5길 32-1),소-한우,23,37.496302,128.027113,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 368(항재로창봉2길 161),소-한우,34,37.587497,127.942466,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 927-6,소-한우,43,37.523405,128.056436,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 143-2,소-한우,14,37.482844,128.013655,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 초원리 185,소-한우,19,37.536336,127.923205,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 초원리 185,소-한우,1,37.536336,127.923205,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 매일리 765-3,소-한우,17,37.557108,128.10123,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 890-1(태기로구방2길 64),소-한우,30,37.526791,128.056069,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1234(서원서로723번길 73),소-한우,14,37.512436,127.792433,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 석문리 521-4,소-한우,51,37.529577,128.21915,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 582,소-한우,43,37.538997,128.070011,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 21,소-한우,87,37.517141,127.99195,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 632-1,소-한우,34,37.57433,127.938205,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 579,소-한우,15,37.571127,127.941791,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 582,소-한우,9,37.538997,128.070011,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 25(수남로232번길 81),소-한우,20,37.451927,128.057522,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 1025-4(하궁로 198),소-한우,5,37.497591,128.121886,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 신촌리 735-2,소-한우,6,37.51708,127.949716,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 419(가곡로76번길 86),소-한우,44,37.570977,127.976652,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 수백리 183-13,소-한우,37,37.535472,128.012233,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 초원리 179(초원길 75),소-한우,32,37.53473,127.923905,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 283-2(금계로 463),소-한우,5,37.568625,127.984261,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 339-6(경강로 754-5),소-한우,4,37.526216,127.880069,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 891-1,소-한우,38,37.527077,128.056383,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 796-1(경강로정금2길 25),소-한우,1,37.498791,128.100027,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 도곡리 181(도곡로 131-28),소-한우,8,37.550277,127.951716,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 762-2,소-한우,16,37.497005,128.102397,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 391(창촌남길 61),소-한우,10,37.483366,127.857511,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 1349-7(봉덕로 72-45),소-한우,163,37.581013,128.157175,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 추동리 444-4(한우로 791-69),소-한우,11,37.497497,128.03415,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 2481-6(주천강로 1314-17),소-한우,83,37.372825,128.133511,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 석문리 528-2( 4800),소-한우,17,37.521547,128.218486,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 속실리 산 40(속실길 20),소-한우,94,37.640191,128.158872,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 부창리 584-6(부창어둔길 3),소-한우,20,37.581822,127.988666,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 남산리 9-2(남산동로 51),소-한우,16,37.479697,128.003563,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 남산리 19(남산동로 ),소-한우,56,37.480238,128.004652,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 86-4(하대6길 ),소-한우,20,37.460652,128.087991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 133( 2809-17),소-한우,49,37.492861,128.066713,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 삼배리 434-11(금계동로 41),소-한우,30,37.565686,127.987044,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 추동리 168-6(외갑천로257번길 37-19),소-한우,17,37.568786,128.034827,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 825,소-한우,9,37.535333,128.064166,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 92-1(청용남길 126-11),소-한우,24,37.4613,127.98548,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 우항리 51(전재로 111-24),소-육우,3,37.445636,128.086463,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 석문리 690-9(석문길 36),소-한우,20,37.535525,128.228313,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 203(공근남로 187-8),소-한우,8,37.528705,127.982355,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1161(경강로유현1길 7-25),소-한우,70,37.528316,127.814069,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 959,소-한우,99,37.613425,128.139563,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 425-2(옥동길 158),소-한우,20,37.523725,128.035355,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 143,소-한우,10,37.622102,128.166686,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 1011-2,소-한우,28,37.60605,128.142669,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 278-1(청용5길 80),소-한우,3,37.473297,127.990008,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 산 45-11(한우로조곡8길 37),소-한우,9,37.488986,128.029708,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 학담리 593-6,소-한우,36,37.53038,127.943316,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 부곡리 344-6(태종로부곡5길 27),소-젖소,8,37.330894,128.094666,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 속실리 467-1,소-한우,35,37.641577,128.152772,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 입석리 16(입석로72번길 42),소-한우,10,37.479433,127.988541,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 묵계리 281(횡성로 218),소-한우,12,37.473413,127.978955,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 송전리 45(송전로 128-33),소-한우,130,37.535588,128.027313,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 178-15,소-한우,25,37.462966,128.042255,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 225-4(금대길 ),소-한우,35,37.506602,127.908488,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 89-4(반곡3길 30-14),소-한우,4,37.46448,127.964894,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 부곡리 1295-6,소-육우,3,37.329683,128.087322,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 북천리 96-6(화성로 72),소-한우,3,37.4969,127.991825,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 240(서원로247번길 33),소-한우,11,37.490652,127.861586,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 180-1,소-한우,38,37.4783,127.973005,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 2476-8(주천강로 ),소-한우,28,37.37338,128.136161,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 261-3(공근남로162번길 56-11),소-한우,148,37.523555,127.980902,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 410-7,소-한우,38,37.457491,128.075463,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 7,소-한우,40,37.487233,128.156477,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 101(한우로조곡2길 39-8),소-한우,2,37.490975,128.019052,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 692,소-한우,104,37.447083,128.057044,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 264-1(한우로조곡4길 43-19),소-한우,20,37.489113,128.02388,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 206-33(항재로 403-9),소-한우,100,37.573583,127.9479,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 1393-1(강림길 ),소-한우,32,37.367516,128.1181,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 하대리 473-6(갑천로 490),소-한우,9,37.543227,128.153275,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 학담리 531(영서로 130-81),소-한우,11,37.521336,127.953869,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 125(상터로 ),소-한우,2,37.443325,128.215116,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 993-1(청정로유동3길 9),소-한우,31,37.581058,128.144502,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 927-6(태기로구방2길 100),소-한우,3,37.523441,128.056352,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 354-1(태기로 574),소-한우,14,37.517702,128.033916,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 506-4(대미원로 ),소-한우,16,37.455252,128.078491,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 1076(정금서길 235-5),소-한우,31,37.514036,128.084169,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 474-1(태기로개전7길 24-22),소-한우,67,37.507533,128.016536,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 매곡리 120(공근남로169번길 26),소-한우,10,37.530822,127.979675,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 두곡리 257-1,소-한우,10,37.483333,128.048166,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 391-1(수남로59번길 7-5),소-한우,17,37.469752,128.045925,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 상동리 310-2(금계로상동4길 42-7),소-한우,23,37.604736,127.999783,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상하가리 90-7,소-한우,45,37.476902,128.069188,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 832-3,소-한우,24,37.487508,128.069813,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 791(경강로정금2길 30),소-한우,6,37.498286,128.099438,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 264-1(봉덕로 273-32),소-한우,19,37.574541,128.178672,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 750,소-한우,56,37.526716,128.059477,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 자포곡리 156-4(청태산로154번길 38),소-한우,36,37.512311,128.243361,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유평리 741-1,소-한우,37,37.563241,128.130552,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 327-16(대미원로123번길 33-3),소-한우,1,37.453563,128.08595,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 981-2,소-한우,8,37.501669,128.112766,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 공근리 818-4(항재로 51),소-한우,42,37.562275,127.975705,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 율동리 372-1(율동로 78),소-한우,44,37.570705,128.110744,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 옥계리 1011-8,소-한우,114,37.43528,127.854572,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 대관대리 472-3,소-한우,141,37.555963,128.031711,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 185-1,소-한우,118,37.490522,128.088391,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 537-1(내용둔길 31),소-한우,2,37.498236,128.060266,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 우항리 732-6,소-한우,24,37.448263,128.086991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 424-1,소-한우,18,37.494044,128.124694,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 율동리 331-3(외갑천로 942),소-한우,3,37.567477,128.106755,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 매일리 288(갑천로10번길 78-24),소-한우,28,37.553394,128.112008,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 우용리 267-3,소-한우,137,37.494683,128.232855,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 182,소-한우,36,37.486738,127.860377,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 777(강림시장2길 ),소-한우,26,37.35718,128.128405,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 2516-12(태종로 93-29),소-한우,53,37.356936,128.124777,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 528-1,소-한우,89,37.424472,128.167755,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 51(가담1길 8-4),소-한우,19,37.479997,127.975377,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 자포곡리 165-1,소-한우,30,37.512763,128.240855,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 772,소-한우,54,37.48615,127.83793,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 597(태기로개전9길 74),소-한우,34,37.513316,128.021952,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 산 144,소-한우,95,37.47868,127.814488,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 1475,소-한우,71,37.467197,128.134769,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 239(갈풍길 159),소-한우,12,37.486136,127.943991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 석문리 202-2,소-한우,71,37.529258,128.233119,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 1085-3,소-한우,166,37.405094,128.152608,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 843-14(강림시장2길 12),소-한우,35,37.359341,128.128275,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 290-4(금계로 489),소-한우,33,37.570897,127.984791,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 206(한우로조곡4길 43-301동),소-한우,82,37.488238,128.024425,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 193-1(금대2길 73),소-한우,74,37.499294,127.909138,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 상대리 327,소-한우,48,37.526291,128.173305,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 덕촌리 11-10(공근남로 342),소-한우,76,37.526866,128.000141,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 삼배리 425-3(공근북로 439-1),소-한우,38,37.56513,127.990236,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 석문리 592-8(용현로 61),소-한우,229,37.528425,128.221183,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 219-2(실미송한길 ),소-한우,2,37.418475,128.154475,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 358(태기로 576),소-한우,81,37.517994,128.035363,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 152-3(공근남로 245-1주건축물제1동),소-한우,4,37.526808,127.987877,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 1355-7(봉덕로 72-59),소-한우,18,37.579008,128.155366,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 357-3(태기로 576),소-육우,10,37.517994,128.035363,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 344-1,소-한우,4,37.483855,127.951805,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 매곡리 123(공근남로169번길 22),소-한우,20,37.529188,127.979675,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 도곡리 305-1(도곡로 202),소-한우,75,37.549955,127.940886,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 어둔리 278-4(금계서로 457),소-한우,20,37.603338,127.965833,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 우용리 362(고원남로 107-27),소-한우,1,37.501241,128.214091,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 상동리 455-3(부창상동길 57-3),소-한우,12,37.598855,128.008802,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 삼배리 217-2(공근북로 346),소-한우,5,37.559416,127.997016,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 8,소-한우,23,37.508558,128.025713,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 597(태기로개전9길 74),소-한우,97,37.513316,128.021952,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 우용리 261(우용로 130),소-한우,7,37.494555,128.230775,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 삼배리 408-3(금계동로 139),소-한우,3,37.565805,127.998336,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 124,소-한우,12,37.492638,128.020469,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 1008,소-한우,9,37.499222,128.118355,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 118(갈풍서길 39),소-한우,43,37.478741,127.949505,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1061,소-한우,40,37.529477,127.815413,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 남산리 11-1(남산생운로 42),소-한우,7,37.48103,128.003519,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 260-1,소-한우,9,37.48078,128.013038,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 101,소-한우,56,37.490975,128.019052,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 480-1,소-한우,34,37.489308,128.011502,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 286,소-한우,4,37.488602,128.019902,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 213-7,소-한우,139,37.487316,128.025877,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 158-1,소-한우,6,37.466266,127.98535,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 484,소-한우,13,37.4884,128.011388,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 670-1(태종로강림7길 9-1),소-한우,26,37.351108,128.120555,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 249-2(하대5길 138),소-한우,320,37.467758,128.082355,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 월현리 1064-3(주천강로 ),소-한우,2,37.359616,128.1594,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 604-3(옥동안길 39),소-한우,31,37.524733,128.027305,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 59(태기로 640-25),소-한우,22,37.518216,128.028969,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 630(정암길 102),소-한우,39,37.456902,128.023944,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 송전리 3(송전로 164),소-한우,25,37.538133,128.025566,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 237(갈풍길 139-13),소-한우,96,37.485169,127.944716,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 201-2(학오로90번길 65-2),소-한우,2,37.50605,127.979605,축산과,033-340-2397,2021-10-12
