순번,사업장명칭,주사육업종,사육두수,사업장소재지(지번)
1033,범민농장,돼지,1500,전북특별자치도 임실군 임실읍 신안리 산 4번지 1호 산4-7 
1034,소태정농장,육계,65000,전북특별자치도 임실군 삼계면 죽계리 79번지 1호  
1035,임실한우,한우,50,전북특별자치도 임실군 삼계면 삼은리 248번지  
1036,약수2농장,육계,90000,전북특별자치도 임실군 임실읍 신안리 650번지 1호  
1037,현준목장,젖소,80,전북특별자치도 임실군 임실읍 감성리 377번지  
1038,가나안농장,한우,240,전북특별자치도 임실군 삼계면 삼계리 791번지 1호  
1039,병이농장,한우,80,전북특별자치도 임실군 삼계면 봉현리 784번지 3호  
1040,선진농장,한우,159,전북특별자치도 임실군 삼계면 세심리 612번지 1호  
1041,평화농장,육계,53000,전북특별자치도 임실군 삼계면 후천리 678번지 684-1/2 
1042,산수양돈,돼지,2500,전북특별자치도 임실군 삼계면 산수리 45번지 2호  
1043,운수농장,한우,13,전북특별자치도 임실군 관촌면 운수리 341번지 2호  
1044,은솔농장,한우,16,전북특별자치도 임실군 관촌면 복흥리 610번지 1호  
1045,상태농장,한우,5,전북특별자치도 임실군 관촌면 복흥리 610번지 1호  
1046,용만농장,한우,8,전북특별자치도 임실군 관촌면 복흥리 756번지 2호  
1047,덕재농장,한우,5,전북특별자치도 임실군 관촌면 복흥리 756번지 2호  
1048,해식농장,한우,8,전북특별자치도 임실군 지사면 계산리 41번지 1호  
1049,종문농장,한우,14,전북특별자치도 임실군 임실읍 현곡리 331번지  
1050,김상원농장,한우,10,전북특별자치도 임실군 관촌면 사선10길 39
1051,조월농장,육계,50000,전북특별자치도 임실군 신덕면 수월로 474-90
1052,병양농장,한우,3,전북특별자치도 임실군 지사면 영천리 220번지 1호  
1053,강진산양농장,산양,15,전북특별자치도 임실군 강진면 회진리 25번지 12호  
1054,병식농장,한우,7,전북특별자치도 임실군 임실읍 정월리 154번지  
1055,상복농장,한우,9,전북특별자치도 임실군 임실읍 갈마리 270번지  
1056,낙성농장,한우,4,전북특별자치도 임실군 지사면 방계리 13번지  
1057,재선농장,한우,15,전북특별자치도 임실군 삼계면 산수리 542번지  
1058,정운농장,한우,17,전북특별자치도 임실군 운암면 사양리 208번지 1호  
1059,영선농장,한우,3,전북특별자치도 임실군 지사면 영천리 63번지  
1060,정우농장,한우,12,전북특별자치도 임실군 임실읍 감성리 359번지 2호  
1061,재우농장,한우,7,전북특별자치도 임실군 임실읍 두곡리 365번지  
1062,영익농장,한우,5,전북특별자치도 임실군 임실읍 금성리 365번지 1호  
1063,수기농장,한우,3,전북특별자치도 임실군 임실읍 정월리 851번지  
1064,강엽농장,한우,3,전북특별자치도 임실군 임실읍 신안리 471번지 1호  
1065,광현농장,한우,3,전북특별자치도 임실군 임실읍 신안리 565 
1066,인원농장,한우,4,전북특별자치도 임실군 임실읍 현곡리 968번지  
1067,전명균농장,한우,2,전북특별자치도 임실군 신덕면 신덕리 26번지 1호  
1068,점휴농장,한우,6,전북특별자치도 임실군 지사면 계산리 605번지  
1069,태기농장,한우,2,전북특별자치도 임실군 지사면 영천리 708번지 7호  
1070,양지목장,한우,32,전북특별자치도 임실군 임실읍 금성리 938번지 14호  
1071,텃골농장,젖소,68,전북특별자치도 임실군 임실읍 금성리 937번지 1호  
1072,종봉농장,한우,4,전북특별자치도 임실군 임실읍 정월리 342번지 2호  
1073,상훈농장,한우,7,전북특별자치도 임실군 신평면 창인리 343번지 4호  
1074,영식농장,한우,2,전북특별자치도 임실군 지사면 영천리 66번지  
1075,다함이농장,한우,10,전북특별자치도 임실군 오수면 금암리 866번지 8호  
1076,형주농장,한우,2,전북특별자치도 임실군 임실읍 정월리 155번지  
1077,세길농장,한우,6,전북특별자치도 임실군 임실읍 정월리 478번지 2호  
1078,준령농장,한우,2,전북특별자치도 임실군 덕치면 사곡리 210번지  
1079,갑석농장,한우,6,전북특별자치도 임실군 임실읍 갈마리 109번지  
1080,천두농장,한우,5,전북특별자치도 임실군 덕치면 일중리 451번지  
1081,상철농장,한우,150,전북특별자치도 임실군 강진면 강운로 521-44
1082,열매농장,육계,60150,전북특별자치도 임실군 신덕면 삼길리 425번지 6호  
1083,하늘농장,한우,20,전북특별자치도 임실군 관촌면 방현리 128번지  
1084,송학농장,돼지,2000,전북특별자치도 임실군 신덕면 석등슬치로 563-8
1085,이목농장,젖소,60,전북특별자치도 임실군 강진면 부흥리 218번지 3호  
1086,흙내음농장,한우,200,전북특별자치도 임실군 임실읍 현곡리 748번지  
1087,규수농장,한우,150,전북특별자치도 임실군 임실읍 현곡리 159번지 1호  
1088,동산목장,젖소,60,전북특별자치도 임실군 임실읍 장재1길 36-40
1089,숲골목장,젖소,140,전북특별자치도 임실군 임실읍 치즈마을길 142-77
1090,가나안목장,젖소,65,전북특별자치도 임실군 운암면 쌍암리 301번지 1호  
1091,임마누엘축산,돼지,4000,전북특별자치도 임실군 신평면 가덕리 342번지 한밭농장 
1092,솔로몬농장,돼지,2000,전북특별자치도 임실군 성수면 태평리 846번지 1호 태평농장 
1093,청웅농장,육계,50000,전북특별자치도 임실군 청웅면 석두리 446번지 438 
1094,신선농장,육계,55000,전북특별자치도 임실군 덕치면 인덕로 1446-21
1095,봉황농장,육계,60000,전북특별자치도 임실군 임실읍 신안리 583번지  
1096,범당골농장,돼지,2000,전북특별자치도 임실군 임실읍 두곡리 93번지  
1097,강준희농장,한우,4,전북특별자치도 임실군 강진면 부흥리 410번지  
1098,행여나목장,젖소,60,전북특별자치도 임실군 덕치면 강동로 1027-9
1099,한사랑목장,젖소,73,전북특별자치도 임실군 강진면 회진리 7번지 갈담리588-1~2 
1100,대성농장,한우,455,전북특별자치도 임실군 오수면 대정길 107-100
1101,백운농장,육계,60000,전북특별자치도 임실군 강진면 용수리 675번지 1호  
1102,성광목장,젖소,73,전북특별자치도 임실군 성수면 삼태로 133-35
1103,인형목장,한우,65,"전북특별자치도 임실군 성수면 오봉리 573번지 , 577, 578-1, 580, 580-1, 810-34 "
1104,창주농장,한우,1,전북특별자치도 임실군 강진면 학석3길 64
1105,춘회농장,한우,5,전북특별자치도 임실군 강진면 용수리 916번지  
1106,현식농장,한우,1,전북특별자치도 임실군 강진면 이윤길 27
1107,진남농장,한우,53,전북특별자치도 임실군 임실읍 신안리 5번지  
1108,화이트크라운(자연의꿈),젖소,85,전북특별자치도 임실군 덕치면 사곡리 436번지 8호  
1109,산들농장,육계,0,전북특별자치도 임실군 삼계면 봉현리 448번지 2호  
1110,초원농장,육계,65000,전북특별자치도 임실군 삼계면 봉현리 453번지  
1111,순남농장,한우,1,전북특별자치도 임실군 청웅면 향교리 522번지  
1112,임실축협생축사업장,한우,524,전북특별자치도 임실군 삼계면 세학로 490-41
1113,자연농장,육계,95000,전북특별자치도 임실군 오수면 대정리 491번지  
1114,둥지농장,한우,38,전북특별자치도 임실군 덕치면 회문리 839번지 2호  
1115,영옥농장,한우,2,전북특별자치도 임실군 임실읍 임삼로 744-13
1116,병규농장,한우,4,전북특별자치도 임실군 강진면 필봉리 272번지  
1117,진구농장,한우,3,전북특별자치도 임실군 강진면 문방리 316번지  
1118,주열농장,한우,2,전북특별자치도 임실군 강진면 방현리 165번지 1호  
1119,일표농장,한우,2,전북특별자치도 임실군 강진면 방현리 184번지  
1120,종락농장,한우,6,전북특별자치도 임실군 강진면 필봉리 612번지 1호  
1121,재근농장,한우,7,전북특별자치도 임실군 강진면 필봉리 269번지 4호  
1122,인관농장,한우,1,전북특별자치도 임실군 강진면 갈담리 349번지 9호  
1123,영철농장,한우,2,전북특별자치도 임실군 강진면 백련리 29번지 1호  
1124,수길농장,한우,8,전북특별자치도 임실군 강진면 백련리 941번지  
1125,의섭농장,한우,2,전북특별자치도 임실군 강진면 부흥리 312번지  
1126,순이농장,한우,1,전북특별자치도 임실군 강진면 문방리 466번지  
1127,선유목장,젖소,27,전북특별자치도 임실군 임실읍 금성리 781번지  
1128,병근농장,한우,3,전북특별자치도 임실군 강진면 옥정리 6번지  
1129,한실농장,육계,55000,전북특별자치도 임실군 청웅면 청웅로 286
1130,한마음농장,돼지,1400,전북특별자치도 임실군 성수면 삼태로 46
1131,인호목장,젖소,60,전북특별자치도 임실군 성수면 도인리 898번지 5호  
1132,상천농장,한우,45,전북특별자치도 임실군 지사면 금평리 642번지 2호  
1133,송정농장,한우,136,전북특별자치도 임실군 지사면 방계리 851번지  
1134,전북축산,육계,80000,전북특별자치도 임실군 지사면 충효로 2404-47
1135,영산농장,육계,60000,전북특별자치도 임실군 지사면 영천리 1346번지  
1136,원목장,젖소,62,전북특별자치도 임실군 지사면 옥금로 319-16
1137,금평농장,한우,75,전북특별자치도 임실군 지사면 금평리 641번지 (640) 
1138,계산농장,육계,65000,전북특별자치도 임실군 지사면 옥금로 98
1139,신돌농장,돼지,3700,전북특별자치도 임실군 임실읍 금성리 580번지 5호 신돌농장 
1140,임실농장,육계,70000,전북특별자치도 임실군 청웅면 옥석리 579번지 2호  
1141,설동섭목장,젖소,18,전북특별자치도 임실군 성수면 삼봉리 250번지 1호  
1142,푸른목장,젖소,70,전북특별자치도 임실군 임실읍 금성리 657번지  
1143,양지농장,한우,180,전북특별자치도 임실군 성수면 도인리 486번지  
1144,명일농장,한우,154,전북특별자치도 임실군 강진면 학석리 170번지  
1145,영임농장,한우,75,전북특별자치도 임실군 신평면 덕암2길 64
1146,억대농장,한우,240,전북특별자치도 임실군 오수면 용두1길 60-34
1147,산임농장,한우,150,전북특별자치도 임실군 임실읍 감성리 321번지 5호 외2필지 
1148,회원농장,육계,60000,전북특별자치도 임실군 신덕면 금정리 562번지 1호  
1149,성우축산,메추리,60000,전북특별자치도 임실군 관촌면 도봉리 383번지 1호  
1150,성균목장,젖소,43,전북특별자치도 임실군 성수면 임진로 88-89
1151,우석농장,한우,5,전북특별자치도 임실군 성수면 삼봉리 453번지  
1152,효수농장,한우,3,전북특별자치도 임실군 임실읍 두만리 539번지  
1153,목장의아침,젖소,82,전북특별자치도 임실군 오수면 군평리 571번지 3호  
1154,용두농장,한우,250,전북특별자치도 임실군 오수면 용두리 503번지 21호  
1155,재수농장,한우,260,전북특별자치도 임실군 오수면 오암리 775번지 1호  
1156,어울림목장,젖소,62,전북특별자치도 임실군 성수면 삼봉리 301번지  
1157,현곡농장,한우,42,전북특별자치도 임실군 임실읍 현곡리 424번지  
1158,삼박농장,육계,65000,전북특별자치도 임실군 운암면 임운로 1648-15
1159,선임농장,한우,60,전북특별자치도 임실군 운암면 쌍암길 26-88
1160,근호농장,한우,7,전북특별자치도 임실군 삼계면 괘평1길 59-52
1161,고산축산,한우,3,전북특별자치도 임실군 임실읍 정월리 846번지 1호  
1162,옥식농장,한우,2,전북특별자치도 임실군 지사면 안하리 491번지  
1163,남규농장,한우,2,전북특별자치도 임실군 강진면 부흥3길 20
1164,이주농장,한우,1,전북특별자치도 임실군 강진면 호국로 222-52
1165,원천농장,한우,5,전북특별자치도 임실군 강진면 용수리 945번지 1호  
1166,이영농장,한우,3,전북특별자치도 임실군 강진면 용수리 656번지  
1167,병술농장,한우,2,전북특별자치도 임실군 강진면 학석리 259번지  
1168,재택농장,한우,1,전북특별자치도 임실군 강진면 방현리 178번지 1호  
1169,철섭농장,한우,120,전북특별자치도 임실군 삼계면 후천리 769번지 1호  
1170,이형로농장,한우,62,전북특별자치도 임실군 삼계면 봉현1길 85-12
1171,금평목장,한우,45,전북특별자치도 임실군 지사면 옥금로 319-9
1172,회봉목장,젖소,72,전북특별자치도 임실군 관촌면 도봉1길 40
1173,제이에스디농장,한우,180,전북특별자치도 임실군 관촌면 도봉리 719번지 1호  
1174,대일축산,한우,63,전북특별자치도 임실군 오수면 군평길 12-2
1175,군곡농장,한우,130,전북특별자치도 임실군 오수면 군평길 207
1176,석우농장,한우,0,전북특별자치도 임실군 신평면 호암2길 22
1177,혼불농장,육계,55000,전북특별자치도 임실군 오수면 용두1길 60-68
1178,오준농장,한우,68,전북특별자치도 임실군 청웅면 두복2길 65
1179,재원농장,한우,42,전북특별자치도 임실군 삼계면 덕계2길 101-49
1180,진배농장,한우,48,전북특별자치도 임실군 삼계면 괘평2길 31
1181,윤기농장,산양,11,전북특별자치도 임실군 임실읍 현곡리 산 154번지  
1182,황금농장,한우,6,전북특별자치도 임실군 삼계면 오지길 22
1183,원농장,한우,80,전북특별자치도 임실군 오수면 오암3길 59-36
1184,방축농장,육계,100000,전북특별자치도 임실군 오수면 둔덕로 49-161
1185,반야농장(김경아),육계,70000,"전북특별자치도 임실군 오수면 둔덕리 315번지 1호 외 8필지(315-2, 386-1, 산42, 387-2, 387, 386-2, 386, 315-3) "
1186,예진목장,한우,98,전북특별자치도 임실군 관촌면 도봉리 718번지 9호  
1187,천심농장,한우,60,전북특별자치도 임실군 삼계면 홍곡리 1105번지 2호  
1188,삼룡농장,돼지,2200,전북특별자치도 임실군 신덕면 불재로 438-37
1189,재열농장,한우,67,전북특별자치도 임실군 관촌면 슬치남길 60-16
1190,영의농장,한우,52,전북특별자치도 임실군 관촌면 슬치리 산 50번지  
1191,강수목장,한우,1,전북특별자치도 임실군 청웅면 향교로 260
1192,이진연,한우,5,전북특별자치도 임실군 운암면 용운리 466번지  
1193,배나들이목장(2),젖소,0,전북특별자치도 임실군 관촌면 덕천리 218번지 48호  
1194,정현농장,한우,22,전북특별자치도 임실군 오수면 둔기리 111번지  
1195,성수산목장,한우,0,전북특별자치도 임실군 성수면 성수리 473번지 3호 9통  
1196,주몽농장,돼지,1500,전북특별자치도 임실군 신덕면 국사봉로 989-104
1197,주몽농장,돼지,1500,전북특별자치도 임실군 운암면 쌍암리 762번지 1호  
1198,효촌목장,한우,26,전북특별자치도 임실군 성수면 산성로 702
1199,지택농장,한우,19,전북특별자치도 임실군 관촌면 도봉리 589번지 4호 /589-5 
1200,종부농장,한우,10,전북특별자치도 임실군 운암면 월면리 111번지  
1201,옥임농장,한우,35,전북특별자치도 임실군 오수면 금암남길 24-107
1202,현준목장,젖소,70,전북특별자치도 임실군 임실읍 감성리 489번지 6호  
1203,대호축산,한우,6,전북특별자치도 임실군 성수면 성수리 532번지 5호 532-7/535-13/성수면태평리1039-11/574-1/574-2/574-4/산24-2 
1204,호암농장,한우,13,전북특별자치도 임실군 신평면 호암1길 36-5
1205,정기농장,한우,4,전북특별자치도 임실군 덕치면 가곡1길 51-61
1206,법촌농장,한우,7,전북특별자치도 임실군 삼계면 세심리 854번지 1호  
1207,청곡농장,오리,20000,전북특별자치도 임실군 오수면 봉천리 729번지 5호  
1208,만수농장,한우,670,전북특별자치도 임실군 임실읍 호반로 130
1209,이화양농장,한우,8,전북특별자치도 임실군 오수면 용정리 146번지  
1210,양종하농장,한우,15,전북특별자치도 임실군 오수면 대명리 1042번지 8호  
1211,태양농장,한우,22,전북특별자치도 임실군 관촌면 신전리 838번지 2호  
1212,견희농장,오리,6500,전북특별자치도 임실군 오수면 봉천리 117번지 6호  
1213,대희농장,오리,6500,전북특별자치도 임실군 오수면 봉천리 731번지 7호  
1214,흥성농장,오리,6500,전북특별자치도 임실군 오수면 봉천리 731번지 5호  
1215,임마누엘농장,돼지,2000,전북특별자치도 임실군 신덕면 삼길리 60번지 1호  
1216,송아지농장,한우,3,전북특별자치도 임실군 임실읍 신안리 373번지 1호  
1217,의항농장,한우,11,전북특별자치도 임실군 오수면 대정길 107-51
1218,옥영농장,한우,56,전북특별자치도 임실군 지사면 옥금로 203
1219,춘아농장,한우,65,전북특별자치도 임실군 신덕면 삼길리 106번지  
1220,선우농장,한우,56,전북특별자치도 임실군 오수면 오수리 148번지 8호  
1221,벧엘농장,육계,34000,전북특별자치도 임실군 운암면 국사봉로 753-65
1222,부익농장,육계,55000,전북특별자치도 임실군 오수면 오수리 9번지 1호  
1223,진열농장,한우,4,전북특별자치도 임실군 신평면 대리 660번지  
1224,수연농장,한우,9,전북특별자치도 임실군 관촌면 신전4길 21-106
1225,오성농장,육계,1700,전북특별자치도 임실군 신덕면 삼길리 32번지  
1226,선유목장,젖소,38,전북특별자치도 임실군 임실읍 감성리 235번지  
1227,진영농장,한우,22,전북특별자치도 임실군 강진면 강운로 682
1228,동식농장,한우,13,전북특별자치도 임실군 강진면 학석리 379번지  
1229,한우리농장,한우,41,전북특별자치도 임실군 오수면 오암리 251번지 24호  
1230,대명농장,한우,25,전북특별자치도 임실군 강진면 학석리 68번지 3호  
1231,아벤타도르,육계,0,전북특별자치도 임실군 덕치면 회문리 853번지  
1232,신흥농장,육계,85000,전북특별자치도 임실군 신덕면 삼길리 1번지 3호  
1233,가람농장,한우,40,전북특별자치도 임실군 신덕면 수천리 1008번지  
1234,병성농장,한우,20,전북특별자치도 임실군 삼계면 뇌천리 736번지 5호  
1235,정환농장,한우,147,전북특별자치도 임실군 관촌면 용산리 303번지 1호  
1236,중산농장,한우,8,전북특별자치도 임실군 청웅면 옥전리 1481번지 4호  
1237,운암농장,한우,0,전북특별자치도 임실군 운암면 쌍암리 16번지 1호  
1238,한우리,한우,46,전북특별자치도 임실군 오수면 금암남길 24-139
1239,신평농장,돼지,1300,전북특별자치도 임실군 신평면 덕암서길 64-57
1240,경운목장,한우,35,전북특별자치도 임실군 관촌면 용산리 303번지 38호  
1241,백운농장,한우,2,전북특별자치도 임실군 강진면 용수리 910번지 11호  
1242,찬윤목장,한우,102,전북특별자치도 임실군 임실읍 감성리 490번지 18호  
1243,금반농장,육계,50000,전북특별자치도 임실군 지사면 원산리 산 55번지 1호  
1244,영학농장,한우,90,전북특별자치도 임실군 오수면 둔덕리 831번지 1호  
1245,금평목장,한우,15,전북특별자치도 임실군 지사면 관기리 489번지  
1246,범당골한우,한우,112,전북특별자치도 임실군 임실읍 두곡리 72번지  
1247,늘푸른목장,젖소,1,전북특별자치도 임실군 성수면 삼봉리 428번지 1호  
1248,창석농장,한우,110,전북특별자치도 임실군 운암면 쌍암리 98번지  
1249,희주농장,한우,130,전북특별자치도 임실군 신덕면 오궁리 65번지 2호  
1250,진우농장,한우,21,전북특별자치도 임실군 강진면 필봉리 572번지 4호  
1251,청아농장,돼지,1600,전북특별자치도 임실군 운암면 쌍암리 280번지  
1252,부자목장,젖소,70,전북특별자치도 임실군 신덕면 신흥리 112번지  
1253,태수농장,한우,15,전북특별자치도 임실군 관촌면 회봉리 109번지 1호  
1254,덕시골농장,한우,40,전북특별자치도 임실군 관촌면 도봉리 327번지 1호  
1255,포금농장,한우,140,"전북특별자치도 임실군 관촌면 도봉리 359번지 6호 , 359-7, 355-19 "
1256,용현농장,젖소,51,"전북특별자치도 임실군 성수면 삼봉리 300번지 1호 ,300번지6호 "
1257,하나목장,젖소,59,전북특별자치도 임실군 성수면 오봉리 558번지  
1258,성신농장,돼지,1600,전북특별자치도 임실군 오수면 봉천리 96번지 2호  
1259,종인목장,젖소,56,전북특별자치도 임실군 지사면 금평리 469번지 3호  
1260,남희농장,한우,0,전북특별자치도 임실군 삼계면 어은리 755번지 1호  
1261,행운농장,돼지,1500,전북특별자치도 임실군 삼계면 봉현리 56번지 1호  
1262,동서농장,돼지,1500,전북특별자치도 임실군 삼계면 두월리 501번지 1호  
1263,형제농장,돼지,1600,전북특별자치도 임실군 삼계면 어은리 78번지 1호  
1264,현준목장,한우,40,전북특별자치도 임실군 임실읍 감성리 139번지 1호  
1265,상준목장,한우,20,전북특별자치도 임실군 임실읍 감성리 44번지 9호  
1266,샘목장,한우,38,전북특별자치도 임실군 임실읍 감성리 283번지 18호  
1267,숲속산양목장,산양,100,"전북특별자치도 임실군 신덕면 수천리 948번지 1호 ,949 "
1268,찬종농장,한우,53,전북특별자치도 임실군 신덕면 삼길리 51번지 3호  
1269,학암농장,한우,41,전북특별자치도 임실군 운암면 학암리 661번지  
1270,수호농장,육계,40000,"전북특별자치도 임실군 신덕면 수천리 1070번지 1호 ,1070-2 "
1271,현숙농장,육계,45000,전북특별자치도 임실군 신덕면 삼길리  
1272,부자목장,젖소,20,전북특별자치도 임실군 신덕면 신흥2길 11
1273,하나농장,돼지,1500,전북특별자치도 임실군 운암면 쌍암리 779번지 . 781. 782 
1274,형제농장,돼지,11,전북특별자치도 임실군 임실읍 이도리 449번지  
1275,덕수농장,한우,40,전북특별자치도 임실군 임실읍 갈마리 413번지  
1276,생명농장,한우,28,전북특별자치도 임실군 덕치면 장암리 1132번지 15호  
1277,재춘농장,한우,11,전북특별자치도 임실군 임실읍 신안리 735번지 2호  
1278,진옥농장,한우,10,전북특별자치도 임실군 신평면 가덕리 506번지 2호  
1279,옛촌목장,젖소,60,전북특별자치도 임실군 관촌면 방현리 442번지 3호  
1280,세원농장,돼지,4500,전북특별자치도 임실군 오수면 용두리 503번지 8호 외2필지 
1281,대명축산,한우,5,전북특별자치도 임실군 오수면 대명리 234번지 1호  
1282,덕곡농장,한우,15,전북특별자치도 임실군 관촌면 덕천리 584번지 11호  
1283,도라산농장,한우,45,전북특별자치도 임실군 성수면 성수리 471번지 4호  
1284,동산농장,한우,65,전북특별자치도 임실군 임실읍 두만리 267번지 24통  
1285,한별목장,젖소,70,전북특별자치도 임실군 임실읍 현곡리 131번지 1호  
1286,성애농장,한우,49,전북특별자치도 임실군 임실읍 금성리 916번지 1호  
1287,화성농장,돼지,500,전북특별자치도 임실군 임실읍 금성리 742번지 3호  
1288,이플목장,젖소,67,전북특별자치도 임실군 임실읍 금성리 104번지 1호  
1289,황소농장,한우,81,전북특별자치도 임실군 임실읍 감성리 38번지  
1290,우람목장,젖소,0,전북특별자치도 임실군 임실읍 감성리 379번지 2호  
1291,우람목장,젖소,0,전북특별자치도 임실군 임실읍 감성리 380번지  
1292,골든팜 강진,돼지,1000,전북특별자치도 임실군 강진면 회진리 273번지  
1293,백련농장,한우,17,전북특별자치도 임실군 강진면 백련리 517번지  
1294,상기목장,한우,20,전북특별자치도 임실군 임실읍 감성리 87번지  
1295,한국농장,육계,20000,"전북특별자치도 임실군 신덕면 수천리 1094번지 1호 ,1095,1096,1137-39,1147-1 "
1296,이선농장,한우,47,전북특별자치도 임실군 관촌면 병암리 377번지  
1297,푸른솔목장,젖소,20,전북특별자치도 임실군 관촌면 도봉리 563번지 1호  
1298,도봉목장,젖소,66,전북특별자치도 임실군 관촌면 도봉리 540번지 3호  
1299,소나타,한우,48,전북특별자치도 임실군 관촌면 도봉2길 87
1300,태민목장,젖소,48,전북특별자치도 임실군 관촌면 도봉리 668번지 1호  
1301,화촌농장,한우,42,전북특별자치도 임실군 삼계면 오지리 583번지 1호  
1302,옥자농장,한우,150,전북특별자치도 임실군 삼계면 세심리 998번지 5호  
1303,동민농장,한우,31,전북특별자치도 임실군 관촌면 도봉리 261번지  
1304,현지농장,돼지,904,전북특별자치도 임실군 운암면 쌍암리 137번지  
1305,남신농장,한우,32,전북특별자치도 임실군 오수면 용정리 402번지 1호  
1306,형수농장,한우,45,전북특별자치도 임실군 지사면 영천리 1011번지  
1307,종수목장,한우,25,전북특별자치도 임실군 성수면 태평리 511번지 2호  
1308,대한목장,젖소,55,전북특별자치도 임실군 지사면 안하리 229번지  
1309,임실치즈두마리목장,젖소,20,전북특별자치도 임실군 성수면 양지리 814번지  
1310,사선농장,한우,6,전북특별자치도 임실군 관촌면 덕천리 711번지 4호  
1311,봉환농장,한우,7,전북특별자치도 임실군 임실읍 대곡리 60번지  
1312,대한농장,한우,4,전북특별자치도 임실군 관촌면 복흥리 350번지  
1313,용주농장,돼지,900,전북특별자치도 임실군 청웅면 구고리 1430번지  
1314,동산농장,한우,20,전북특별자치도 임실군 삼계면 덕계리 139번지  
1315,강규농장,한우,10,전북특별자치도 임실군 신평면 덕암리 1003번지 5호  
1316,진팔농장,한우,10,전북특별자치도 임실군 신평면 덕암리 579번지 1호  
1317,우리목장,젖소,52,전북특별자치도 임실군 지사면 금평리 644번지  
1318,만수농장,한우,20,전북특별자치도 임실군 신덕면 지장리 91번지 1호  
1319,전북축산,산양,120,전북특별자치도 임실군 오수면 오산리 235번지  
1320,달자농장,육계,40000,전북특별자치도 임실군 삼계면 세심리 1037번지 6호  
1321,소만농장,한우,23,전북특별자치도 임실군 삼계면 뇌천리 730번지 8호  
1322,새한개량한우목장,한우,70,전북특별자치도 임실군 오수면 신기리 413번지 4호  
1323,목동농장,한우,10,전북특별자치도 임실군 삼계면 덕계리 762번지 10호  
1324,송정농장,한우,27,전북특별자치도 임실군 삼계면 덕계리 360번지 2호  
1325,현대축사,염소,50,전북특별자치도 임실군 오수면 대명리 705번지  
1326,옥정농장,한우,8,전북특별자치도 임실군 강진면 옥정리 376번지 1호  
1327,정환농장,한우,24,전북특별자치도 임실군 신평면 용암리 603번지 1호  
1328,해보라농장,염소,400,전북특별자치도 임실군 신평면 가덕리 74번지 1호  
1329,마암농장,육계,45000,전북특별자치도 임실군 운암면 마암리 629번지  
1330,운암농장,육계,50000,전북특별자치도 임실군 운암면 운암리 41번지  
1331,오수농장,돼지,800,전북특별자치도 임실군 오수면 금암리 835번지 2호  
1332,가족농장,돼지,650,전북특별자치도 임실군 덕치면 회문리 78번지  
1333,장암농장,돼지,850,전북특별자치도 임실군 덕치면 장암리 52번지  
1334,종수농장,한우,40,전북특별자치도 임실군 오수면 오수리 680번지 20호  
1335,남양목장,염소,150,전북특별자치도 임실군 오수면 오수리 396번지 12호  
1336,형권이네 흑염소농장,염소,400,전북특별자치도 임실군 오수면 오암리 674번지 1호  
1337,소망목장,염소,40,전북특별자치도 임실군 지사면 계산리 942번지 2호  
1338,칠곡농장,한우,5,전북특별자치도 임실군 오수면 오수리 187번지  
1339,준식농장,한우,100,전북특별자치도 임실군 청웅면 남산리 1180번지  
1340,지경목장,한우,13,전북특별자치도 임실군 청웅면 옥전리 187번지 3호  
1341,미래농장,한우,59,전북특별자치도 임실군 청웅면 향교리 931번지 1호  
1342,청계목장,한우,11,전북특별자치도 임실군 청웅면 청계리 307번지 3호  
1343,남산농장,한우,26,전북특별자치도 임실군 청웅면 남산리 1040번지  
1344,지우농장,한우,34,전북특별자치도 임실군 청웅면 옥전리 512번지 1호  
1345,성진농장,젖소,160,전북특별자치도 임실군 청웅면 청계리 310번지 1호  
1346,이일농장,돼지,1650,전북특별자치도 임실군 청웅면 두복리 353번지 1호 / 321-1 /352-1 
1347,늘푸른농장,염소,600,전북특별자치도 임실군 운암면 지천리 418번지 1호  
1348,신안농장,한우,16,전북특별자치도 임실군 임실읍 신안리 86번지 2호  
1349,정식농장,한우,20,전북특별자치도 임실군 신덕면 오궁리 178번지 1호  
1350,창우농장,한우,40,전북특별자치도 임실군 운암면 쌍암리 14번지  
1351,주일목장,한우,52,전북특별자치도 임실군 운암면 쌍암리 321번지  
1352,유명,염소,200,전북특별자치도 임실군 신평면 원천리 683번지 2호  
1353,흙내음농장,한우,25,전북특별자치도 임실군 관촌면 슬치리 산 50번지  
1354,감성목장,한우,9,전북특별자치도 임실군 임실읍 감성리 20번지 1호  
1355,즐거운목장,산양,15,전북특별자치도 임실군 임실읍 금성리 산 175번지 3호  
1356,제이엠 유산양목장,산양,15,전북특별자치도 임실군 청웅면 옥전리 산 130번지 42호  
1357,호암농장,한우,10,전북특별자치도 임실군 신평면 호암리 182번지 1호  
1358,재우농장,한우,8,전북특별자치도 임실군 임실읍 두곡리 365번지 5호  
1359,성대농장,한우,31,전북특별자치도 임실군 관촌면 도봉리 412번지 2호  
1360,하늘농장,한우,16,전북특별자치도 임실군 관촌면 방현리 128번지  
1361,재수드림농장,한우,25,전북특별자치도 임실군 임실읍 이인리 347번지 10호  
1362,한귀목장,한우,30,전북특별자치도 임실군 관촌면 방현리 477번지 2호  
1363,태수농장,한우,10,전북특별자치도 임실군 관촌면 회봉리 109번지 1호  
1364,박사골한우,한우,143,전북특별자치도 임실군 삼계면 삼계리 861번지 1호 861-3 
