가축종류명,농장명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,사육두수,가축분뇨폐수량,가축분뇨처리시설연계처리여부,가축분뇨연계처리세부내용,개인농장폐수처리시설처리방법,운영방법,준공일자,관리기관명,관리부서전화번호,데이터기준일자
소,은희네목장,경기도 파주시 탄현면 방촌로 159-4,경기도 파주시 탄현면 갈현리 1488,37.7586194,126.7250573,,48,0.658,N,,,직접운영,2018-08-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,이가농장,경기도 파주시 적성면 서녘놀길 33-283,경기도 파주시 적성면 어유지리 586,37.99751571,126.9732688,,161,2.206,N,,,직접운영,2021-10-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,이명목장,경기도 파주시 적성면 아랫배우니길 131-17,경기도 파주시 적성면 객현리 107-5,37.96752255,126.9592641,,143,2.77,N,,,직접운영,2018-08-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,이정목장,경기도 파주시 조리읍 둑방길 144,경기도 파주시 조리읍 대원리 1192,37.73096886,126.824051,,776,14.37,N,,,직접운영,2021-02-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,이천농장,경기도 파주시 문산읍 배머리길 356,경기도 파주시 문산읍 이천리 23-1,37.87251996,126.841839,,20000,1.71,N,,,직접운영,2018-02-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,이천농장,,경기도 파주시 광탄면 분수리 64-1,37.75336196,126.8802806,,173,2.37,N,,,직접운영,2018-04-13,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,인규농장,경기도 파주시 탄현면 월롱산로 464-1,경기도 파주시 탄현면 금승리 240-4,37.81417246,126.7487695,,140,1.92,N,,,직접운영,2020-04-13,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,인왕축산,경기도 파주시 파주읍 약수길 216-62,경기도 파주시 파주읍 연풍리 52-1,37.82039186,126.8384542,,17082,2.58,N,,,직접운영,2017-05-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,인해농장,경기도 파주시 파평면 청송로484번길 38,경기도 파주시 파평면 덕천리 276,37.93348364,126.8671851,,103,4.525,N,,,직접운영,2021-12-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,일포목장,경기도 파주시 적성면 배우니안길 219-30,경기도 파주시 적성면 객현리 146,37.97498111,126.9536707,,219,6.21,N,,,직접운영,2017-12-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,임마누엘농장,경기도 파주시 법원읍 만월로 824-10,경기도 파주시 법원읍 웅담리 195-1,37.90916659,126.9012279,,906,4.616,Y,정화방류,활성오니법,직접운영,2019-06-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,임진강목장,경기도 파주시 파평면 파산서원길 133-72,경기도 파주시 파평면 눌노리 619,37.93694612,126.8479026,,157,4.23,N,,,직접운영,2022-04-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,임천목장,경기도 파주시 적성면 장뜰길 407,경기도 파주시 적성면 장현리 179-1,37.97062468,126.9789419,,150,2.055,N,,,직접운영,2022-08-22,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,자장목장,경기도 파주시 적성면 국사로398번길 33,경기도 파주시 적성면 자장리 262-3,37.96917817,126.8631498,,207,4.39,N,,,직접운영,2020-02-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,장군농장,경기도 파주시 파평면 자장로 61-23,경기도 파주시 파평면 장파리 565,37.95196876,126.8400613,,88,1.206,N,,,직접운영,2021-04-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,장산농장,경기도 파주시 문산읍 장산로 254-40,경기도 파주시 문산읍 장산리 149-12,37.89754776,126.7804318,,7000,0.598,N,,,직접운영,2020-03-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,장산농장,,경기도 파주시 문산읍 장산리 157,37.89884047,126.7807294,,6000,0.513,N,,,직접운영,2020-03-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,장성목장,경기도 파주시 적성면 배우니안길 114,경기도 파주시 적성면 객현리 131-1,37.97209107,126.9581658,,184,3.5,N,,,직접운영,2023-06-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,장수농장,경기도 파주시 파주로 523,경기도 파주시 당하동 240-6,37.7382367,126.7435357,,41,0.56,N,,,직접운영,1999-12-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,장원농장,경기도 파주시 광탄면 왕수물길 169,경기도 파주시 광탄면 신산리 117,37.77338971,126.8487192,,120,0.204,N,,,직접운영,2018-05-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,장현농장,경기도 파주시 적성면 장뜰길 250,경기도 파주시 적성면 장현리 222-35,37.9746505,126.9748196,,198,2.713,N,,,직접운영,2019-07-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,재용농장,,경기도 파주시 산남동 507,37.70068249,126.6890383,,17,0.23,N,,,직접운영,2017-11-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,재종목장,경기도 파주시 적성면 달빛길 167,경기도 파주시 적성면 가월리 358-2,37.97952971,126.9120979,,62,1.809,N,,,직접운영,2018-01-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,재호농장,경기도 파주시 파평면 술이홀로 2003-234,경기도 파주시 파평면 덕천리 53,37.93974587,126.8908231,031-946-3696,1395,7.11,N,,,직접운영,2019-06-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,재호농장,경기도 파주시 파평면 파산서원길 307-61,경기도 파주시 파평면 덕천리 521-1,37.93977441,126.8546527,,130,1.781,N,,,직접운영,2021-09-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,재환목장,경기도 파주시 문산읍 율곡로123번길 101,경기도 파주시 문산읍 당동리 406,37.87387101,126.7713055,,113,1.548,N,,,직접운영,2019-10-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,재환목장,경기도 파주시 문산읍 율곡로123번길 38,경기도 파주시 문산읍 당동리 666-1,37.87156022,126.7728201,,351,6.825,N,,,직접운영,2019-08-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,전나무목장,경기도 파주시 조리읍 둑방길 295-33,경기도 파주시 조리읍 대원리 1184,37.73345762,126.8256298,,252,9.51,N,,,직접운영,2020-08-25,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,전진농장,경기도 파주시 파평면 파산서원길 241,경기도 파주시 파평면 덕천리 508-3,37.9382009,126.8551479,,685,3.49,N,,,직접운영,2021-03-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,정선목장,경기도 파주시 문산읍 사임당로310번길 45,경기도 파주시 문산읍 이천리 496-1,37.86604104,126.8217125,,30,0.386,N,,,직접운영,2024-03-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,정선목장,,경기도 파주시 법원읍 동문리 562,37.85238687,126.8457631,,378,4.86,N,,,직접운영,2018-11-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,정우성목장,경기도 파주시 적성면 윗배우니길 101-42,경기도 파주시 적성면 객현리 177,37.97253773,126.9519874,,331,12.479,N,,,직접운영,2018-10-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,정원농장,경기도 파주시 적성면 윗배우니길 195-14,경기도 파주시 적성면 객현리 180,37.97060503,126.9528265,,549,7.521,N,,,직접운영,2019-06-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,정인목장,,경기도 파주시 법원읍 웅담리 254-7,37.89938348,126.8889033,,133,1.822,N,,,직접운영,2023-02-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,정진목장,경기도 파주시 조리읍 둑방길 252-3,경기도 파주시 조리읍 대원리 1189,37.73246364,126.8256128,,210,5.38,N,,,직접운영,2018-12-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,제이비 행복농장,경기도 파주시 적성면 배우니안길 187,경기도 파주시 적성면 객현리 138,37.97475978,126.9563484,,637,1.761,N,,,직접운영,2020-06-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,제일목장,경기도 파주시 법원읍 파평산로 64,경기도 파주시 법원읍 금곡리 462-6,37.89253641,126.8744589,031-958-1172,143,3.903,N,,,직접운영,2019-01-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,조규목장,경기도 파주시 탄현면 월롱산로 470,경기도 파주시 탄현면 금승리 240-5,37.81487075,126.748621,,88,2.33,N,,,직접운영,2017-06-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,조민목장,경기도 파주시 조리읍 둑방길 254,경기도 파주시 조리읍 대원리 1190,37.73191408,126.8256334,,265,6.1,N,,,직접운영,2019-03-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,조산목장,경기도 파주시 조리읍 뇌조로 173,경기도 파주시 조리읍 뇌조리 89-54,37.75481192,126.8211356,,53,0.726,N,,,직접운영,2020-03-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,조은농장,경기도 파주시 법원읍 화합로 588-152,경기도 파주시 법원읍 갈곡리 2,37.85243737,126.9344343,,5000,0.428,N,,,직접운영,2019-12-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,종식목장,경기도 파주시 파주읍 오봉골길 144,경기도 파주시 파주읍 부곡리 266-4,37.82462769,126.8250677,,80,1.11,N,,,직접운영,2020-01-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,종식목장,경기도 파주시 파주읍 오봉골길 159,경기도 파주시 파주읍 부곡리 220-2,37.82413301,126.8257598,,40,0.55,N,,,직접운영,2020-04-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,종식목장,경기도 파주시 파주읍 정문로 695-205,경기도 파주시 파주읍 백석리 233,37.815895,126.8073488,,265,5.647,N,,,직접운영,2017-12-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,종훈농장,경기도 파주시 파평면 파산서원길 307-59,경기도 파주시 파평면 덕천리 513,37.93921717,126.8544401,,1975,4.918,N,,,직접운영,2021-11-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,좋은날목장,경기도 파주시 탄현면 가시내길 192,경기도 파주시 탄현면 법흥리 251-1,37.78290875,126.7166334,,109,1.49,N,,,직접운영,2020-12-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,좋은농장,경기도 파주시 능안로231번길 51-28,경기도 파주시 상지석동 1537,37.73291157,126.7850081,,1040,5.3,N,,,직접운영,2020-06-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
양(염소),주연이네농장,경기도 파주시 법원읍 버들뫼길 29-14,경기도 파주시 법원읍 웅담리 148-3,37.91543395,126.9000998,,130,0.089,N,,,직접운영,2020-09-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,주원목장,경기도 파주시 법원읍 만월로675번길 112-31,경기도 파주시 법원읍 직천리 825-1,37.90231132,126.9079043,,184,2.52,N,,,직접운영,2019-06-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,주현목장,경기도 파주시 파주읍 오봉골길 119-20,경기도 파주시 파주읍 부곡리 223,37.82503214,126.8259277,,135,1.85,N,,,직접운영,2018-02-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,준건축산,경기도 파주시 적성면 듸링거리길 494,경기도 파주시 적성면 답곡리 643,37.95590903,126.8611699,,73,1,N,,,직접운영,2016-08-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,중부농장,경기도 파주시 적성면 듸링거리길 489,경기도 파주시 적성면 답곡리 637-2,37.95553943,126.8605876,,24,0.33,N,,,직접운영,2017-07-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,중앙농장,경기도 파주시 적성면 산덕골길 403,경기도 파주시 적성면 장현리 247-7,37.97834548,126.9760168,,230,3.15,N,,,직접운영,2018-07-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,증환목장,경기도 파주시 적성면 배우니안길 150,경기도 파주시 적성면 객현리 132-1,37.97330566,126.9582745,,230,6.943,N,,,직접운영,2023-03-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,지용농장,경기도 파주시 조리읍 둑방길 338-22,경기도 파주시 조리읍 대원리 1270,37.73063656,126.8291816,,127,1.74,N,,,직접운영,2020-12-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
메추리,지원농장,,경기도 파주시 광탄면 발랑리 217-2,37.79876847,126.8996043,,300000,8.5,N,,,직접운영,2019-12-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,지원목장,,경기도 파주시 파평면 덕천리 655-1,37.93740673,126.8442525,,131,1.79,N,,,직접운영,2017-02-22,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,지원목장,,경기도 파주시 파평면 덕천리 580-1,37.94000908,126.848349,,222,8.37,N,,,직접운영,2000-11-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,지은농장,경기도 파주시 적성면 어못내길 53-66,경기도 파주시 적성면 어유지리 175,38.00621835,126.9866185,,564,2.67,N,,,직접운영,2023-10-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,지훈농장,경기도 파주시 적성면 장뜰길 160,경기도 파주시 적성면 장현리 236-7,37.97853546,126.9726172,,236,3.03,N,,,직접운영,2024-03-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,지흥농장,경기도 파주시 광탄면 광탄천로 479,경기도 파주시 광탄면 방축리 818,37.80752605,126.845533,,29,0.4,N,,,직접운영,2017-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,진미농장,경기도 파주시 교하로 1342-2,경기도 파주시 교하동 520,37.7515202,126.7415213,,25000,2.13,N,,,직접운영,2018-03-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,진배목장,경기도 파주시 파주읍 오봉골길 119-12,경기도 파주시 파주읍 부곡리 222-1,37.82534378,126.8257431,,162,2.22,N,,,직접운영,2020-11-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,진일목장,경기도 파주시 탄현면 새오리로427번길 156,경기도 파주시 탄현면 만우리 630,37.82246418,126.6956485,,102,2.35,N,,,직접운영,2019-08-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,진화목장,경기도 파주시 법원읍 술이홀로584번길 75,경기도 파주시 법원읍 대능리 547-1,37.83181462,126.8525323,,79,2.426,N,,,직접운영,2018-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,진회목장,,경기도 파주시 적성면 장현리 450-1,37.97704314,126.9612863,,96,1.315,N,,,직접운영,2019-06-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,진흥양계농장,경기도 파주시 솔아래길 79-6,경기도 파주시 상지석동 712,37.73550457,126.779309,,40000,3.42,N,,,직접운영,2018-08-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,차돌박이농장,경기도 파주시 방화리길 126,경기도 파주시 연다산동 610,37.74146778,126.7033452,,154,2.11,N,,,직접운영,2018-03-13,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,창건농장,경기도 파주시 탄현면 방촌로649번길 152-24,경기도 파주시 탄현면 금산리 104,37.79989358,126.7097343,,137,1.88,N,,,직접운영,2020-02-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,창원목장,경기도 파주시 조리읍 둑방길 296-29,경기도 파주시 조리읍 대원리 1248,37.73066899,126.8279946,,182,3.861,N,,,직접운영,2018-06-25,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,창원목장,경기도 파주시 조리읍 둑방길 296-36,경기도 파주시 조리읍 대원리 1222,37.73084059,126.8266179,,128,1.75,N,,,직접운영,2019-08-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,창원목장,경기도 파주시 탄현면 엘지로583번길 73-36,경기도 파주시 탄현면 금승리 506,37.82180273,126.7395162,,194,2.66,N,,,직접운영,2019-06-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,채니농장,,경기도 파주시 문산읍 사목리 94-2,37.8784784,126.7629004,,30000,2.565,N,,,직접운영,2018-11-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,천지원목장,경기도 파주시 파평면 술이홀로 1976-25,경기도 파주시 파평면 덕천리 1-4,37.93574541,126.9052523,,55,0.754,N,,,직접운영,2018-10-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,천현목장,경기도 파주시 법원읍 보광로 1999-34,경기도 파주시 법원읍 가야리 319,37.84914334,126.8562892,031-942-4649,39,0.68,N,,,직접운영,2018-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,천호목장,경기도 파주시 산남로120번길 55,경기도 파주시 산남동 687-1,37.69662649,126.6955185,,223,4.24,N,,,직접운영,2018-10-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,철호목장,경기도 파주시 법원읍 사임당로 663-39,경기도 파주시 법원읍 가야리 354-1,37.85479434,126.8557417,,280,10.56,N,,,직접운영,2022-07-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,청마농장,경기도 파주시 적성면 배우니안길 101,경기도 파주시 적성면 객현리 130-1,37.97148808,126.9581872,,553,2.88,N,,,직접운영,2006-08-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,청마농장2,경기도 파주시 적성면 배우니안길 51,경기도 파주시 적성면 객현리 123-1,37.96986979,126.9586024,,714,3.36,N,,,직접운영,2019-05-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,청산목장,경기도 파주시 적성면 국사로 410,경기도 파주시 적성면 자장리 743,37.96859625,126.8615986,,161,2.19,N,,,직접운영,2023-02-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,청암농장,경기도 파주시 문산읍 장산로76번길 14-175,경기도 파주시 문산읍 장산리 105,37.89003184,126.7747759,,13000,1.111,N,,,직접운영,2021-06-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,청운농장,경기도 파주시 적성면 배우니안길 38-20,경기도 파주시 적성면 객현리 117-4,37.96844591,126.9597857,,20000,1.71,N,,,직접운영,2018-05-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,청원농장,경기도 파주시 적성면 장마루16길 343,경기도 파주시 적성면 답곡리 261,37.95172864,126.8551323,,23754,2.03,N,,,직접운영,2017-01-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,청원농장,경기도 파주시 파평면 장마루1길 215-37,경기도 파주시 파평면 덕천리 582-9,37.94032884,126.8450466,,103,1.41,N,,,직접운영,2018-02-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,청주목장,경기도 파주시 파평면 장마루16길 199-9,경기도 파주시 파평면 장파리 248-5,37.95016912,126.8463999,,167,6.295,N,,,직접운영,2022-02-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,초림목장,경기도 파주시 적성면 율곡로3064번길 76,경기도 파주시 적성면 적암리 104-4,37.98458307,127.002542,,54,0.75,N,,,직접운영,2018-08-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,총리목장,,경기도 파주시 파평면 덕천리 15-31,37.93207854,126.8995566,,185,5.65,N,,,직접운영,2021-11-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,최강목장,경기도 파주시 적성면 율곡로2663번길 70,경기도 파주시 적성면 장현리 366,37.98616548,126.9704942,,129,2.73,N,,,직접운영,2020-02-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,충청농장,경기도 파주시 적성면 율포길 96,경기도 파주시 적성면 율포리 148-1,37.98530438,126.9606621,,90000,7.695,N,,,직접운영,2021-04-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,친환경 우리농장,경기도 파주시 광탄면 보광로692번길 47,경기도 파주시 광탄면 영장리 193,37.76866568,126.9052416,,2000,0.249,N,,,직접운영,2018-05-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,카우목장,경기도 파주시 검산로173번길 30-26,경기도 파주시 검산동 938,37.7908986,126.7400653,,141,5.32,N,,,직접운영,2019-05-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,칸농장,경기도 파주시 운정로 113-57,경기도 파주시 상지석동 1820,37.72331592,126.7800414,,71,0.973,N,,,직접운영,2005-07-25,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,코코팜,경기도 파주시 파평면 장마루1길 215-55,경기도 파주시 파평면 덕천리 585-6,37.94021687,126.8464286,,120,0.204,N,,,직접운영,2021-02-25,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,탄현농장,경기도 파주시 탄현면 방촌로649번길 96,경기도 파주시 탄현면 금산리 76,37.80090135,126.7119207,,120000,10.26,N,,,직접운영,2020-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,탑애견,경기도 파주시 조리읍 수레길 85,경기도 파주시 조리읍 장곡리 231,37.75688158,126.8420404,,360,0.612,N,,,직접운영,2018-03-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,태곡목장,,경기도 파주시 파주읍 부곡리 1-5,37.81327494,126.8386551,,170,6.409,N,,,직접운영,2018-02-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,태원켄넬,경기도 파주시 법원읍 못말길 371-80,경기도 파주시 법원읍 동문리 329,37.87069697,126.8577919,,240,0.489,N,,,직접운영,2023-07-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,태화농장,경기도 파주시 법원읍 못말길 392-91,경기도 파주시 법원읍 동문리 387-1,37.87397937,126.8519958,,1042,5.31,N,,,직접운영,2019-01-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,태화축산,경기도 파주시 문산읍 배머리길 466,경기도 파주시 문산읍 이천리 11-1,37.8741659,126.8477526,,2730,12.9,Y,정화방류,활성오니법,직접운영,2023-05-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,태희농장,경기도 파주시 파주읍 정문로 711-1,경기도 파주시 파주읍 부곡리 469,37.82002986,126.8180042,,789,4.02,N,,,직접운영,2012-02-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,통일목장,경기도 파주시 군내면 제3땅굴로 138-82,경기도 파주시 군내면 백연리 1401,37.9102756,126.7264811,,160,6.06,N,,,직접운영,2010-06-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,통일켄넬,경기도 파주시 탄현면 요풍길 130-4,경기도 파주시 탄현면 성동리 255,37.78453754,126.6833516,,134,0.23,N,,,직접운영,2013-08-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,통진목장,경기도 파주시 적성면 윗배우니길 244,경기도 파주시 적성면 객현리 207-4,37.96769822,126.9534108,,361,13.6,N,,,직접운영,2019-07-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,파랑새목장,경기도 파주시 조리읍 둑방길 296-5,경기도 파주시 조리읍 대원리 1245,37.73166545,126.8284219,,366,13.79,N,,,직접운영,2015-01-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,파주농장,,경기도 파주시 문산읍 이천리 61,37.87634247,126.8470747,,15000,1.28,N,,,직접운영,2019-07-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,파주목장,경기도 파주시 파주읍 휴암로 333-89,경기도 파주시 파주읍 봉암리 798-1,37.81708526,126.7880936,,189,5.13,N,,,직접운영,2020-10-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
말,파주승마장,경기도 파주시 적성면 감악산로 1446-46,경기도 파주시 적성면 구읍리 341-1,37.97537973,126.9241017,,15,0.21,N,,,직접운영,2019-07-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,파주양돈단지,경기도 파주시 파평면 듸링거리길 117-76,경기도 파주시 파평면 덕천리 207,37.94407144,126.8716189,,8163,38.61,N,,,직접운영,2023-08-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,파주양돈단지,경기도 파주시 파평면 듸링거리길 117-76,경기도 파주시 파평면 덕천리 207,37.94407144,126.8716189,,2090,10.659,N,,,직접운영,2019-05-22,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,파주종계장,,경기도 파주시 적성면 장현리 150,37.98028351,126.9788526,,60000,5.13,N,,,직접운영,2021-12-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,평광농장,경기도 파주시 파평면 금마루1길 153,경기도 파주시 파평면 눌노리 739,37.9325071,126.8435706,,1688,8.609,N,,,직접운영,2022-11-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,평광농장,,경기도 파주시 파평면 금파리 116-9,37.92461709,126.8449234,,785,4,N,,,직접운영,2018-03-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,평남목장,경기도 파주시 적성면 배우니안길 77,경기도 파주시 적성면 객현리 130-2,37.97050419,126.9587481,,181,4.16,N,,,직접운영,2017-09-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,풍덕목장,경기도 파주시 파평면 장마루1길 171,경기도 파주시 파평면 덕천리 650,37.93678724,126.8456552,,231,5.845,N,,,직접운영,2016-06-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,플러스목장,경기도 파주시 적성면 장마루16길 255-7,경기도 파주시 적성면 답곡리 439-6,37.95065352,126.8489446,,224,4.48,N,,,직접운영,2021-09-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,피닉스,경기도 파주시 적성면 양연로845번길 19-88,경기도 파주시 적성면 적암리 157,37.9760601,127.0102464,,600,1.224,N,,,직접운영,2023-08-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,하민목장,경기도 파주시 적성면 가월로 32,경기도 파주시 적성면 가월리 1507,37.96313409,126.9086852,,54,1.244,N,,,직접운영,2017-12-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,하부곡목장,경기도 파주시 파주읍 정문로 676,경기도 파주시 파주읍 부곡리 347-2,37.81673045,126.8202203,,269,10.14,N,,,직접운영,2017-12-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,하이얀목장,경기도 파주시 적성면 장뜰안길 192,경기도 파주시 적성면 장현리 산 57,37.97548567,126.9784506,031-958-4136,134,3.44,N,,,직접운영,2023-07-20,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,하이트목장,경기도 파주시 법원읍 사임당로 698,경기도 파주시 법원읍 가야리 185-3,37.84965255,126.8587427,,139,3.22,N,,,직접운영,2018-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,한국농장,경기도 파주시 적성면 술이홀로 2052-112,경기도 파주시 적성면 마지리 331-6,37.9421902,126.9049307,,880,4.487,N,,,직접운영,2022-04-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,한상호목장,경기도 파주시 적성면 배우니안길 64,경기도 파주시 적성면 객현리 125,37.969885,126.9601296,,291,10.97,N,,,직접운영,2017-07-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,한아름농장,경기도 파주시 적성면 자장로 94-13,경기도 파주시 적성면 자장리 710,37.95382956,126.8442941,,1432,7.31,N,,,직접운영,2017-11-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,한우농장,경기도 파주시 광탄면 양천말길 43-43,경기도 파주시 광탄면 용미리 395,37.74371366,126.8776299,,48,0.658,N,,,직접운영,2019-09-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,한우목장,,경기도 파주시 광탄면 창만리 828-2,37.79944817,126.8800205,,44,0.6,N,,,직접운영,2009-05-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
