사업장명,축산인허가번호,소재지도로명주소,소재지지번주소,위도,경도,면적,주사육업종,사육두수,허가일자,관리기관명,관리부서전화번호,데이터기준일자
설연주목장,4060000-033-2017-0015,,경기도 파주시 법원읍 갈곡리 295-1,37.8529221479,126.9092828732,1178.11,젖소,34,2017-10-31,경기도 파주시청,031-940-4914,2026-05-20
동녘농장,4060000-033-2017-0016,,경기도 파주시 적성면 율포리 242-1,37.9841991497,126.9595067513,731,육우,13,2017-12-07,경기도 파주시청,031-940-4914,2026-05-20
경성목장,4060000-033-2017-0017,경기도 파주시 파평면 장마루1길 91,경기도 파주시 파평면 장파리 1050,37.9374166858,126.8414211894,2789.8,젖소,100,2017-12-07,경기도 파주시청,031-940-4914,2026-05-20
진따배기농장,4060000-033-2017-0018,경기도 파주시 광탄면 장지산로31번길 55,경기도 파주시 광탄면 용미리 214-2,37.7380840664,126.8833401363,1309.28,한우,68,2017-12-26,경기도 파주시청,031-940-4914,2026-05-20
이정목장2농장,4060000-033-2017-0019,경기도 파주시 조리읍 둑방길 144,경기도 파주시 조리읍 대원리 1192,37.7309688646,126.8240509516,9334.49,젖소,250,2017-12-29,경기도 파주시청,031-940-4914,2026-05-20
웅담농장,4060000-033-2018-0002,경기도 파주시 법원읍 술이홀로1494번길 116,경기도 파주시 법원읍 웅담리 276-4,37.9022641782,126.8881215311,838.55,한우,5,2018-01-08,경기도 파주시청,031-940-4914,2026-05-20
종식목장,4060000-033-2018-0003,경기도 파주시 파주읍 정문로 695-205,경기도 파주시 파주읍 백석리 233,37.8158950025,126.8073488203,3171.99,젖소,95,2018-02-06,경기도 파주시청,031-940-4914,2026-05-20
DMZ황금알농장,4060000-033-2018-0004,,경기도 파주시 진동면 하포리 623,37.923877812316825,126.81294300556608,198,종계/산란계,1000,2018-03-19,경기도 파주시청,031-940-4914,2026-05-20
정선농장,4060000-033-2018-0005,,경기도 파주시 법원읍 동문리 562,37.8523868702,126.8457631177,1032.3,한우,4,2018-03-21,경기도 파주시청,031-940-4914,2026-05-20
삼양종축,4060000-033-2018-0006,경기도 파주시 법원읍 술이홀로1494번길 112,경기도 파주시 법원읍 웅담리 268-3,37.9013954893,126.8880697006,1300.92,젖소,52,2018-03-28,경기도 파주시청,031-940-4914,2026-05-20
나영목장,4060000-033-2018-0007,경기도 파주시 적성면 장뜰길 117,경기도 파주시 적성면 장현리 395-2,37.9795467699,126.97079135,977.05,젖소,30,2018-03-29,경기도 파주시청,031-940-4914,2026-05-20
파주정수농장,4060000-033-2018-0008,경기도 파주시 광탄면 혜음로 856,경기도 파주시 광탄면 분수리 299,37.761809992,126.8601083024,45,종계/산란계,120,2018-04-16,경기도 파주시청,031-940-4914,2026-05-20
늘푸른청계농원,4060000-033-2018-0009,,경기도 파주시 탄현면 갈현리 347-1,37.7707160439,126.7185471771,47.7,종계/산란계,550,2018-04-16,경기도 파주시청,031-940-4914,2026-05-20
은잔듸목장,4060000-033-2018-0010,경기도 파주시 파평면 술이홀로 2003-238,경기도 파주시 파평면 덕천리 53-1,37.9400659787,126.8891904798,2528,젖소,70,2018-05-04,경기도 파주시청,031-940-4914,2026-05-20
신방축농장,4060000-033-2018-0011,경기도 파주시 광탄면 검전윗길 27,경기도 파주시 광탄면 방축리 407-3,37.8099274246,126.8477886907,496.8,한우,22,2018-05-25,경기도 파주시청,031-940-4914,2026-05-20
만년농장,4060000-033-2018-0012,,경기도 파주시 야동동 750,37.7730387611,126.7528887647,47,종계/산란계,110,2018-06-08,경기도 파주시청,031-940-4914,2026-05-20
중부농장,4060000-033-2018-0014,경기도 파주시 적성면 듸링거리길 489,경기도 파주시 적성면 답곡리 637-2,37.9555394286,126.8605875567,280.69,한우,22,2018-06-11,경기도 파주시청,031-940-4914,2026-05-20
곰소농장,4060000-033-2018-0018,경기도 파주시 법원읍 술이홀로1584번길 70-6,경기도 파주시 법원읍 웅담리 255-18,37.9011877429,126.8893743229,354.1,염소,70,2018-07-02,경기도 파주시청,031-940-4914,2026-05-20
샘골농원,4060000-033-2018-0019,,경기도 파주시 광탄면 마장리 298,37.7868969779,126.8699862615,900,육계,3500,2018-07-05,경기도 파주시청,031-940-4914,2026-05-20
고창농장,4060000-033-2018-0020,,경기도 파주시 조리읍 뇌조리 132-8,37.7511658107,126.8146792429,117,육계,300,2018-07-18,경기도 파주시청,031-940-4914,2026-05-20
서울농장,4060000-033-2018-0022,경기도 파주시 탄현면 새오리로427번길 148-188,경기도 파주시 탄현면 만우리 664,37.8240135044,126.6987869808,2270,한우,90,2018-08-17,경기도 파주시청,031-940-4914,2026-05-20
경성목장,4060000-033-2018-0023,경기도 파주시 파평면 장마루1길 215-17,경기도 파주시 파평면 덕천리 579-4,37.9387234069,126.8450050712,273.25,육우,10,2018-09-18,경기도 파주시청,031-940-4914,2026-05-20
초림목장,4060000-033-2018-0024,경기도 파주시 적성면 율곡로3064번길 76,경기도 파주시 적성면 적암리 104-4,37.9845830665,127.0025420359,824,한우,,2018-09-18,경기도 파주시청,031-940-4914,2026-05-20
경성목장,4060000-033-2018-0025,경기도 파주시 파평면 장마루1길 127-50,경기도 파주시 파평면 덕천리 630-1,37.9386207894,126.8444458436,916.4,젖소,50,2018-09-18,경기도 파주시청,031-940-4914,2026-05-20
일포목장,4060000-033-2018-0026,경기도 파주시 적성면 배우니안길 219-30,경기도 파주시 적성면 객현리 146,37.9749811106,126.9536706842,2616,젖소,72,2018-10-01,경기도 파주시청,031-940-4914,2026-05-20
고구려목장,4060000-033-2018-0027,경기도 파주시 적성면 어못내길 150-45,경기도 파주시 적성면 어유지리 136,38.0014363243,126.9930125837,1341.94,젖소,80,2018-10-22,경기도 파주시청,031-940-4914,2026-05-20
성은목장,4060000-033-2018-0028,경기도 파주시 검산로 288,경기도 파주시 검산동 438-3,37.7966054618,126.7421177221,1736.84,젖소,60,2018-11-01,경기도 파주시청,031-940-4914,2026-05-20
카우목장,4060000-033-2018-0029,경기도 파주시 검산로173번길 30-26,경기도 파주시 검산동 938,37.7908986028,126.7400652721,1682.43,젖소,30,2018-11-11,경기도 파주시청,031-940-4914,2026-05-20
상현농장,4060000-033-2018-0030,,경기도 파주시 탄현면 오금리 42-14,37.8246879142,126.716307709,240,한우,5,2018-11-11,경기도 파주시청,031-940-4914,2026-05-20
봉석목장,4060000-033-2018-0031,경기도 파주시 조리읍 둑방길 296-35,경기도 파주시 조리읍 대원리 1249,37.7303176919,126.8277439054,5557.4,젖소,,2018-11-19,경기도 파주시청,031-940-4914,2026-05-20
봉석목장2,4060000-033-2018-0032,경기도 파주시 조리읍 둑방길 296-23,경기도 파주시 조리읍 대원리 1247,37.7307659204,126.8284207817,2657.14,육우,50,2018-11-19,경기도 파주시청,031-940-4914,2026-05-20
서울농장,4060000-033-2018-0034,경기도 파주시 파주읍 여울길 273,경기도 파주시 파주읍 부곡리 147-2,37.8146840954,126.8284316251,1016.58,돼지,1000,2018-11-26,경기도 파주시청,031-940-4914,2026-05-20
규현목장,4060000-033-2018-0035,경기도 파주시 광탄면 보광로 762-17,경기도 파주시 광탄면 마장리 17-20,37.7725250104,126.8983809706,392,육우,30,2018-11-28,경기도 파주시청,031-940-4914,2026-05-20
진호농장,4060000-033-2018-0036,경기도 파주시 적성면 배우니안길 95,경기도 파주시 적성면 객현리 129,37.9710641479,126.958316643,1199.2,돼지,1200,2018-12-11,경기도 파주시청,031-940-4914,2026-05-20
덕은목장,4060000-033-2018-0037,,경기도 파주시 월롱면 덕은리 348,37.8018569583,126.7860726489,862.5,한우,10,2018-12-11,경기도 파주시청,031-940-4914,2026-05-20
평광농장,4060000-033-2018-0039,경기도 파주시 파평면 금마루1길 153,경기도 파주시 파평면 눌노리 739,37.9325071047,126.8435705559,2396.69,돼지,2940,2018-12-27,경기도 파주시청,031-940-4914,2026-05-20
정선목장,4060000-033-2019-0001,,경기도 파주시 법원읍 동문리 555-1,37.8515535485,126.8467193286,1394.1,육우,8,2019-01-18,경기도 파주시청,031-940-4914,2026-05-20
노영목장,4060000-033-2019-0002,,경기도 파주시 법원읍 가야리 120-4,37.8603726171,126.8625760836,1222.86,젖소,57,2019-01-18,경기도 파주시청,031-940-4914,2026-05-20
행복목장,4060000-033-2019-0003,,경기도 파주시 문산읍 장산리 153,37.8980913472,126.7804009092,1672.6,육계,30000,2019-01-31,경기도 파주시청,031-940-4914,2026-05-20
채니농장,4060000-033-2019-0004,,경기도 파주시 문산읍 사목리 94-2,37.8784784005,126.7629004441,2662.8,육계,45000,2019-01-31,경기도 파주시청,031-940-4914,2026-05-20
은희네목장,4060000-033-2019-0005,경기도 파주시 탄현면 방촌로 159-4,경기도 파주시 탄현면 갈현리 1488,37.7586193967,126.7250572576,571.95,한우,7,2019-02-11,경기도 파주시청,031-940-4914,2026-05-20
식현2농장,4060000-033-2019-0006,경기도 파주시 적성면 장마루16길 417-10,경기도 파주시 적성면 답곡리 805,37.952443639,126.8596079624,1218,한우,50,2019-03-22,경기도 파주시청,031-940-4914,2026-05-20
원이농장,4060000-033-2019-0007,,경기도 파주시 탄현면 갈현리 1443,37.7593320677,126.7211217849,2010,육계,4000,2019-03-23,경기도 파주시청,031-940-4914,2026-05-20
여정목장,4060000-033-2019-0008,경기도 파주시 법원읍 술이홀로1584번길 88,경기도 파주시 법원읍 웅담리 255-12,37.9001149792,126.8889816204,1835.88,젖소,75,2019-04-17,경기도 파주시청,031-940-4914,2026-05-20
수한목장,4060000-033-2019-0009,경기도 파주시 조리읍 둑방길 140-87,경기도 파주시 조리읍 대원리 1191,37.7316535732,126.8249397288,3456.43,젖소,85,2019-04-25,경기도 파주시청,031-940-4914,2026-05-20
혜화목장,4060000-033-2019-0011,경기도 파주시 법원읍 사임당로 698,경기도 파주시 법원읍 가야리 185-3,37.8496525497,126.858742661,1657.03,젖소,35,2019-05-06,경기도 파주시청,031-940-4914,2026-05-20
금산목장2,4060000-033-2019-0012,경기도 파주시 파평면 청송로652번길 176,경기도 파주시 파평면 덕천리 76-3,37.9387287919,126.8847672824,321.9,육우,17,2019-05-07,경기도 파주시청,031-940-4914,2026-05-20
천지원목장,4060000-033-2019-0013,경기도 파주시 파평면 술이홀로 1976-25,경기도 파주시 파평면 덕천리 1-4,37.9357454116,126.9052523049,655,한우,39,2019-05-07,경기도 파주시청,031-940-4914,2026-05-20
느림보농장,4060000-033-2019-0014,,경기도 파주시 적성면 구읍리 628-10,37.9523762726,126.9272201648,30,종계/산란계,40,2019-05-24,경기도 파주시청,031-940-4914,2026-05-20
산석진농장,4060000-033-2019-0016,,경기도 파주시 아동동 127-2,37.7688965244,126.789728457,40.65,종계/산란계,10,2019-05-24,경기도 파주시청,031-940-4914,2026-05-20
도희목장,4060000-033-2019-0017,경기도 파주시 적성면 장마루16길 255-11,경기도 파주시 적성면 답곡리 439-8,37.9508921516,126.8494196634,905.6,젖소,29,2019-06-04,경기도 파주시청,031-940-4914,2026-05-20
돈우리농장,4060000-033-2019-0018,경기도 파주시 적성면 율곡로 2951-49,경기도 파주시 적성면 어유지리 10,37.994724193,126.9965180517,2544,돼지,132,2019-06-05,경기도 파주시청,031-940-4914,2026-05-20
오서방네 농장,4060000-033-2019-0019,,경기도 파주시 탄현면 금산리 88-1,37.7941158567,126.7108445548,390,육계,1000,2019-07-01,경기도 파주시청,031-940-4914,2026-05-20
조민목장,4060000-033-2019-0020,경기도 파주시 조리읍 둑방길 254,경기도 파주시 조리읍 대원리 1190,37.7319140805,126.8256333761,3168.95,젖소,73,2019-07-31,경기도 파주시청,031-940-4914,2026-05-20
파주양돈단지(4),4060000-033-2019-0021,경기도 파주시 파평면 듸링거리길 117-76,경기도 파주시 파평면 덕천리 207,37.9440714374,126.8716188845,2385.9,돼지,7141,2019-07-31,경기도 파주시청,031-940-4914,2026-05-20
파주양돈단지(5),4060000-033-2019-0022,경기도 파주시 파평면 듸링거리길 117-76,경기도 파주시 파평면 덕천리 208,37.9440714374,126.8716188845,3751.54,돼지,2060,2019-07-31,경기도 파주시청,031-940-4914,2026-05-20
창원목장,4060000-033-2019-0023,경기도 파주시 조리읍 둑방길 296-36,경기도 파주시 조리읍 대원리 1222,37.7308405858,126.8266179402,1527.5,젖소,90,2019-10-08,경기도 파주시청,031-940-4914,2026-05-20
청마농장2,4060000-033-2019-0024,경기도 파주시 적성면 배우니안길 51,경기도 파주시 적성면 객현리 123-1,37.9698697906,126.9586024038,999.6,돼지,1200,2019-10-09,경기도 파주시청,031-940-4914,2026-05-20
덕은사슴목장,4060000-033-2019-0025,,경기도 파주시 월롱면 영태리 408,37.767189364,126.7991409002,480,사슴,19,2019-10-31,경기도 파주시청,031-940-4914,2026-05-20
덕암목장,4060000-033-2019-0026,경기도 파주시 월롱면 도감로 225-38,경기도 파주시 월롱면 도내리 490-5,37.7919461225,126.8097578504,2079,한우,23,2019-11-01,경기도 파주시청,031-940-4914,2026-05-20
대원농장,4060000-033-2019-0028,,경기도 파주시 조리읍 대원리 1137,37.728078084,126.8202732905,46.2,육계,10,2019-11-14,경기도 파주시청,031-940-4914,2026-05-20
통일로 금촌농장,4060000-033-2019-0029,,경기도 파주시 아동동 5-30,37.761875066,126.7966711149,49,육계,80,2019-11-14,경기도 파주시청,031-940-4914,2026-05-20
늘벗목장,4060000-033-2019-0030,경기도 파주시 적성면 윗배우니길 101-41,경기도 파주시 적성면 객현리 176,37.9739775799,126.9512649687,2653.71,젖소,60,2019-11-15,경기도 파주시청,031-940-4914,2026-05-20
금곡목장,4060000-033-2019-0031,경기도 파주시 파평면 장마루1길 101,경기도 파주시 파평면 장파리 1048,37.9376299162,126.8421420627,1008.45,육우,51,2019-11-24,경기도 파주시청,031-940-4914,2026-05-20
세동농장,4060000-033-2019-0032,,경기도 파주시 법원읍 법원리 338-1,37.8567422291,126.8827345763,83.28,염소,30,2019-12-02,경기도 파주시청,031-940-4914,2026-05-20
원해목장,4060000-033-2019-0033,경기도 파주시 광탄면 만장산로 408-56,경기도 파주시 광탄면 창만리 835,37.7988097741,126.8794675599,1627.4,젖소,68,2019-12-04,경기도 파주시청,031-940-4914,2026-05-20
진회목장,4060000-033-2019-0034,,경기도 파주시 적성면 장현리 450-1,37.9770431443,126.9612862864,1141.5,육우,4,2019-12-31,경기도 파주시청,031-940-4914,2026-05-20
덕수농장,4060000-033-2020-0001,경기도 파주시 문산읍 율곡로123번길 101,경기도 파주시 문산읍 당동리 406,37.8738710085,126.771305482,1346.5,육우,70,2020-02-19,경기도 파주시청,031-940-4914,2026-05-20
농업회사법인 파주그랜드팜 주식회사,4060000-033-2020-0002,경기도 파주시 적성면 어못내길 53-60,경기도 파주시 적성면 어유지리 180-1,38.0049908335,126.9874075604,5715,한우,350,2020-03-12,경기도 파주시청,031-940-4914,2026-05-20
백호목장,4060000-033-2020-0004,경기도 파주시 법원읍 파평산로 58,경기도 파주시 법원읍 금곡리 460-1,37.891583452,126.8751921691,3507.14,젖소,,2020-03-30,경기도 파주시청,031-940-4914,2026-05-20
화산농장,4060000-033-2020-0005,경기도 파주시 광탄면 외화산길 439-41,경기도 파주시 광탄면 신산리 397-1,37.797262201,126.8377995571,627.16,한우,2,2020-04-02,경기도 파주시청,031-940-4914,2026-05-20
버들목장,4060000-033-2020-0006,경기도 파주시 적성면 장뜰길 314,경기도 파주시 적성면 장현리 204,37.9728644767,126.9739353009,1089,한우,98,2020-04-27,경기도 파주시청,031-940-4914,2026-05-20
기쁜목장,4060000-033-2020-0007,경기도 파주시 적성면 아랫배우니길 156-7,경기도 파주시 적성면 객현리 28,37.9657412214,126.9614075069,1258.37,젖소,24,2020-05-06,경기도 파주시청,031-940-4914,2026-05-20
현가람목장,4060000-033-2020-0009,경기도 파주시 적성면 아랫배우니길 37-35,경기도 파주시 적성면 객현리 112,37.9697300975,126.9564719135,1602.68,젖소,,2020-06-09,경기도 파주시청,031-940-4914,2026-05-20
여흥목장,4060000-033-2020-0010,경기도 파주시 적성면 장뜰길 430,경기도 파주시 적성면 장현리 182-6,37.969453582,126.9796198612,3007.7,젖소,102,2020-07-08,경기도 파주시청,031-940-4914,2026-05-20
보람목장,4060000-033-2020-0011,경기도 파주시 적성면 담안길 67-32,경기도 파주시 적성면 장현리 433,37.9753203966,126.9663803041,2280.11,젖소,65,2020-07-14,경기도 파주시청,031-940-4914,2026-05-20
복순농장,4060000-033-2020-0012,경기도 파주시 파주읍 정문로 695-176,경기도 파주시 파주읍 백석리 225-1,37.8176052075,126.8090145693,2976.77,한우,111,2020-09-17,경기도 파주시청,031-940-4914,2026-05-20
부원농장,4060000-033-2020-0013,경기도 파주시 문산읍 화석정로37번길 98,경기도 파주시 문산읍 선유리 348-3,37.8771980533,126.8011778413,777.4,돼지,,2020-09-29,경기도 파주시청,031-940-4914,2026-05-20
유원농장,4060000-033-2020-0014,경기도 파주시 광탄면 외화산길 439-69,경기도 파주시 광탄면 신산리 397-5,37.7979112687,126.8363779529,319.4,한우,30,2020-11-27,경기도 파주시청,031-940-4914,2026-05-20
연풍사슴농장,4060000-033-2020-0015,,경기도 파주시 파주읍 연풍리 3-4,37.8312535957,126.848048294,326,사슴,,2020-12-31,경기도 파주시청,031-940-4914,2026-05-20
전나무목장,4060000-033-2021-0001,경기도 파주시 조리읍 둑방길 295-33,경기도 파주시 조리읍 대원리 1184,37.733457616,126.8256297565,3034.85,젖소,100,2021-01-24,경기도 파주시청,031-940-4914,2026-05-20
다우팜,4060000-033-2021-0002,경기도 파주시 적성면 어못내길 177-39,경기도 파주시 적성면 어유지리 180-8,38.0044186891,126.9881799743,3940,한우,250,2021-02-10,경기도 파주시청,031-940-4914,2026-05-20
소라농장,4060000-033-2021-0003,,경기도 파주시 송촌동 187-1,37.7559359276,126.6916073147,384,한우,14,2021-03-12,경기도 파주시청,031-940-4914,2026-05-20
동서목장,4060000-033-2021-0004,,경기도 파주시 적성면 장현리 274-1,37.985176571,126.9758630321,1156.26,한우,17,2021-03-18,경기도 파주시청,031-940-4914,2026-05-20
새벽목장,4060000-033-2021-0005,경기도 파주시 조리읍 둑방길 296-53,경기도 파주시 조리읍 대원리 1251,37.7297382229,126.8273981275,4483.5,젖소,88,2021-03-29,경기도 파주시청,031-940-4914,2026-05-20
형제농장,4060000-033-2021-0006,경기도 파주시 적성면 어삼로182번길 83,경기도 파주시 적성면 어유지리 489-1,38.0059824132,126.975516971,2106,돼지,2000,2021-04-22,경기도 파주시청,031-940-4914,2026-05-20
근배목장,4060000-033-2021-0007,경기도 파주시 파주읍 오봉골길 103,경기도 파주시 파주읍 부곡리 240-1,37.8266782233,126.8256507578,1816.1,젖소,50,2021-05-04,경기도 파주시청,031-940-4914,2026-05-20
상민농장,4060000-033-2021-0008,,경기도 파주시 법원읍 갈곡리 147-1,37.8532009206,126.9115038939,170.1,염소,22,2021-05-04,경기도 파주시청,031-940-4914,2026-05-20
웅담2농장,4060000-033-2021-0010,경기도 파주시 법원읍 술이홀로1494번길 110,경기도 파주시 법원읍 웅담리 268-1,37.9018170591,126.8875746208,230.38,육계,,2021-06-07,경기도 파주시청,031-940-4914,2026-05-20
부곡농장,4060000-033-2021-0012,경기도 파주시 파주읍 혜음로 1614-55,경기도 파주시 파주읍 연풍리 20,37.822452389,126.8486600246,2449.25,돼지,2500,2021-06-08,경기도 파주시청,031-940-4914,2026-05-20
장군농장,4060000-033-2021-0013,경기도 파주시 파평면 자장로 61-23,경기도 파주시 파평면 장파리 565,37.9519687639,126.8400613171,1060,한우,60,2021-06-14,경기도 파주시청,031-940-4914,2026-05-20
지용농장,4060000-033-2021-0014,경기도 파주시 조리읍 둑방길 338-22,경기도 파주시 조리읍 대원리 1270,37.7306365648,126.8291815773,1530,한우,114,2021-07-08,경기도 파주시청,031-940-4914,2026-05-20
은행농장(염소),4060000-033-2021-0015,,경기도 파주시 파주읍 봉암리 39-10,37.830444412,126.8074976924,198,염소,27,2021-07-14,경기도 파주시청,031-940-4914,2026-05-20
부삼목장,4060000-033-2021-0016,경기도 파주시 월롱면 정문로488번길 206-19,경기도 파주시 월롱면 도내리 44,37.7980852723,126.8302215275,2848.7,젖소,78,2021-07-20,경기도 파주시청,031-940-4914,2026-05-20
현진이목장,4060000-033-2021-0017,경기도 파주시 적성면 장뜰안길 90-56,경기도 파주시 적성면 장현리 423,37.9779241964,126.9710799245,1536,젖소,35,2021-11-16,경기도 파주시청,031-940-4914,2026-05-20
이가농장,4060000-033-2021-0018,경기도 파주시 적성면 서녘놀길 33-283,경기도 파주시 적성면 어유지리 586,37.9975157117,126.9732687579,1934.5,한우,,2021-12-02,경기도 파주시청,031-940-4914,2026-05-20
유명농장,4060000-033-2021-0019,경기도 파주시 파평면 술이홀로 1993-161,경기도 파주시 파평면 덕천리 15-32,37.931558584,126.8993790435,1683,한우,,2021-12-02,경기도 파주시청,031-940-4914,2026-05-20
신사목장,4060000-033-2021-0020,경기도 파주시 월롱면 정문로488번길 162-41,경기도 파주시 월롱면 도내리 118-2,37.7973537361,126.8283762666,1332,한우,,2021-12-08,경기도 파주시청,031-940-4914,2026-05-20
재호농장,4060000-033-2021-0021,경기도 파주시 파평면 파산서원길 307-61,경기도 파주시 파평면 덕천리 521-1,37.9397744071,126.8546527101,1568,한우,24,2021-12-16,경기도 파주시청,031-940-4914,2026-05-20
충청농장,4060000-033-2021-0022,경기도 파주시 적성면 율포길 96,경기도 파주시 적성면 율포리 148-1,37.9853043787,126.9606621457,5395,육계,91000,2021-12-17,경기도 파주시청,031-940-4914,2026-05-20
베테랑목장,4060000-033-2021-0023,경기도 파주시 적성면 배우니안길 112-19,경기도 파주시 적성면 객현리 131-4,37.9723710811,126.9589389023,1590.2,젖소,89,2021-12-22,경기도 파주시청,031-940-4914,2026-05-20
아세아목장,4060000-033-2021-0024,경기도 파주시 적성면 윗배우니길 256,경기도 파주시 적성면 객현리 226-1,37.9668487281,126.9527331736,2558,젖소,92,2021-12-28,경기도 파주시청,031-940-4914,2026-05-20
서부목장,4060000-033-2022-0001,경기도 파주시 적성면 듸링거리길 320-60,경기도 파주시 적성면 답곡리 59-2,37.950213515,126.8696787805,1147.5,젖소,53,2022-01-18,경기도 파주시청,031-940-4914,2026-05-20
경기농장,4060000-033-2022-0002,경기도 파주시 월롱면 도감로 225-172,경기도 파주시 월롱면 도내리 725-29,37.7980604576,126.808734719,1342.89,염소,10,2022-01-28,경기도 파주시청,031-940-4914,2026-05-20
영일사슴,4060000-033-2022-0003,경기도 파주시 광탄면 장지산로118번길 56,경기도 파주시 광탄면 용미리 93-1,37.7475878114,126.8874786152,100,사슴,,2022-02-18,경기도 파주시청,031-940-4914,2026-05-20
서희목장,4060000-033-2022-0004,경기도 파주시 적성면 솥뒤로123번길 51-11,경기도 파주시 적성면 두지리 2-5,37.9611141071,126.9055697414,812.1,젖소,8,2022-02-21,경기도 파주시청,031-940-4914,2026-05-20
유니온,4060000-033-2022-0005,,경기도 파주시 연다산동 916,37.7578745615,126.7091873982,128,육계,80,2022-02-25,경기도 파주시청,031-940-4914,2026-05-20
변산농장2,4060000-033-2022-0006,경기도 파주시 적성면 말굽두리길 199,경기도 파주시 적성면 마지리 230-1,37.9544085913,126.9067318602,1100,한우,,2022-03-02,경기도 파주시청,031-940-4914,2026-05-20
보현산농장,4060000-033-2022-0007,경기도 파주시 탄현면 열살미길 81-59,경기도 파주시 탄현면 축현리 569-1,37.8075197345,126.7208067506,96,한우,4,2022-03-22,경기도 파주시청,031-940-4914,2026-05-20
숙정목장,4060000-033-2022-0008,경기도 파주시 적성면 장뜰길 392,경기도 파주시 적성면 장현리 192-2,37.9706525927,126.9778882858,1079.6,젖소,54,2022-03-29,경기도 파주시청,031-940-4914,2026-05-20
총리목장,4060000-033-2022-0009,경기도 파주시 파평면 술이홀로 1993-145,경기도 파주시 파평면 덕천리 14-15,37.9319903935,126.898931757,2224.5,젖소,54,2022-04-04,경기도 파주시청,031-940-4914,2026-05-20
금소농장,4060000-033-2022-0010,경기도 파주시 적성면 장마루16길 315,경기도 파주시 적성면 답곡리 268-1,37.9519339095,126.8541708106,136,염소,50,2022-04-08,경기도 파주시청,031-940-4914,2026-05-20
세환농장,4060000-033-2022-0011,,경기도 파주시 문산읍 이천리 산 57,37.8760135892,126.8386340837,187.86,한우,6,2022-05-02,경기도 파주시청,031-940-4914,2026-05-20
농업회사법인 더 팸팜,4060000-033-2022-0012,경기도 파주시 평화로 239-8,경기도 파주시 야동동 803,37.7717384958,126.7542555208,196,종계/산란계,150,2022-05-11,경기도 파주시청,031-940-4914,2026-05-20
설연주목장,4060000-033-2022-0013,경기도 파주시 적성면 장마루16길 315-100,경기도 파주시 적성면 답곡리 231-1,37.9543901432,126.8559859949,1430.5,젖소,45,2022-08-26,경기도 파주시청,031-940-4914,2026-05-20
태우농장,4060000-033-2022-0014,경기도 파주시 광탄면 기산로 96-2,경기도 파주시 광탄면 영장리 251,37.7748420602,126.90878173,1056,한우,80,2022-09-08,경기도 파주시청,031-940-4914,2026-05-20
현우농장,4060000-033-2022-0015,경기도 파주시 적성면 율곡로2663번길 11,경기도 파주시 적성면 장현리 379-1,37.9834340601,126.9688315206,364,육우,81,2022-09-22,경기도 파주시청,031-940-4914,2026-05-20
만나농장,4060000-033-2022-0016,경기도 파주시 적성면 듸링거리길 525-32,경기도 파주시 적성면 답곡리 205,37.9558612341,126.8580714291,2950.59,돼지,2000,2022-09-22,경기도 파주시청,031-940-4914,2026-05-20
새벽농장,4060000-033-2022-0017,경기도 파주시 적성면 듸링거리길 257-46,경기도 파주시 적성면 답곡리 31-2,37.9494206553,126.8652992719,1613.25,돼지,,2022-10-06,경기도 파주시청,031-940-4914,2026-05-20
힐링팜,4060000-033-2022-0018,,경기도 파주시 법원읍 법원리 668-11,37.8542659042,126.87563331,108,염소,13,2022-10-11,경기도 파주시청,031-940-4914,2026-05-20
보현산2농장,4060000-033-2022-0019,경기도 파주시 탄현면 열살미길 81-57,경기도 파주시 탄현면 축현리 569-15,37.8075152971,126.721093875,96,한우,9,2022-10-14,경기도 파주시청,031-940-4914,2026-05-20
보성농장,4060000-033-2022-0020,,경기도 파주시 광탄면 방축리 100-9,37.8012269555,126.8696737303,175,염소,28,2022-11-02,경기도 파주시청,031-940-4914,2026-05-20
부곡농장2,4060000-033-2022-0021,경기도 파주시 파주읍 혜음로 1614-87,경기도 파주시 파주읍 연풍리 22,37.8223809878,126.8497973659,393.7,한우,19,2022-11-22,경기도 파주시청,031-940-4914,2026-05-20
희망농장2,4060000-033-2022-0022,경기도 파주시 광탄면 만장산로 316,경기도 파주시 광탄면 창만리 248-5,37.7956179725,126.870659647,171,염소,20,2022-12-05,경기도 파주시청,031-940-4914,2026-05-20
높은골목장2,4060000-033-2023-0001,경기도 파주시 광탄면 만장산로 408-64,경기도 파주시 광탄면 창만리 836,37.7984991073,126.87989317,854.4,육우,20,2023-01-09,경기도 파주시청,031-940-4914,2026-05-20
상지농장,4060000-033-2023-0002,경기도 파주시 조리읍 솔아래길 162-144,경기도 파주시 조리읍 능안리 1575,37.7446076715,126.7794493039,163.35,염소,29,2023-03-22,경기도 파주시청,031-940-4914,2026-05-20
우리농장,4060000-033-2023-0003,경기도 파주시 법원읍 바리골길 536-137,경기도 파주시 법원읍 동문리 711,37.8534544219,126.8324719828,552,한우,50,2023-03-27,경기도 파주시청,031-940-4914,2026-05-20
굿모닝농장2,4060000-033-2023-0004,,경기도 파주시 법원읍 동문리 214-1,37.8725064797,126.8603026172,711.66,한우,17,2023-03-29,경기도 파주시청,031-940-4914,2026-05-20
파평산농장,4060000-033-2023-0005,경기도 파주시 파평면 파산서원길 325-40,경기도 파주시 파평면 덕천리 451-2,37.9407260721,126.8587966116,132,염소,,2023-04-03,경기도 파주시청,031-940-4914,2026-05-20
