번호,사업장명,주사육업종,소재지전체주소,사육두수,최종수정시점
733,대진농장,한우,"충청남도 천안시 동남구 병천면 송정리 ***번지 *호 외 *필지(***-*,***-*) ",271 ,2025-11-28
734,둥지농장,한우,충청남도 천안시 동남구 병천면 송정리 산 **번지  ,33 ,2025-11-28
735,대경농장,한우,충청남도 천안시 동남구 성남면 신사리 ***번지 **호  ,5 ,2025-11-28
736,대연1농장,한우,충청남도 천안시 동남구 성남면 대흥리 ***번지  ,17 ,2025-11-28
737,대연2농장,산양,충청남도 천안시 동남구 성남면 대흥리 ***번지  ,8 ,2025-11-28
738,상향농장,한우,충청남도 천안시 동남구 목천읍 교천리 ***번지 *호 외 *필지(***-*) ,26 ,2025-11-28
739,대호농장,한우,충청남도 천안시 동남구 동면 화덕리 **번지 *호 외 *필지(**-*) ,35 ,2025-11-28
740,상봉2농장,한우,충청남도 천안시 동남구 동면 죽계리 ***번지  ,36 ,2025-11-28
741,송연농장,한우,충청남도 천안시 동남구 동면 송연리 ***번지 *호  ,4 ,2025-11-28
742,영민농장,한우,충청남도 천안시 동남구 동면 송연리 ***번지  ,5 ,2025-11-28
743,서림농장,한우,충청남도 천안시 동남구 동면 송연리 ***번지  ,7 ,2025-11-28
744,반계2농장,한우,충청남도 천안시 동남구 동면 화계리 ***번지 *호 외*필지(***-*) ,12 ,2025-11-28
745,거기농장,육계,충청남도 천안시 동남구 성남면 석곡리 ***번지 *호  ,2000 ,2025-11-28
746,쉼터사슴농장,사슴,충청남도 천안시 동남구 목천읍 송전리 ***번지  ,18 ,2025-11-28
747,거록원사슴농장,사슴,충청남도 천안시 동남구 목천읍 덕전리 ***번지  ,25 ,2025-11-28
748,용연사슴농장,사슴,충청남도 천안시 동남구 목천읍 서흥리 **번지  ,28 ,2025-11-28
749,천응사슴농장,사슴,충청남도 천안시 동남구 목천읍 응원리 ***번지 *호  ,15 ,2025-11-28
750,우리사슴목장,사슴,충청남도 천안시 동남구 목천읍 신계리 ***번지  ,12 ,2025-11-28
751,영광사슴목장,사슴,"충청남도 천안시 동남구 목천읍 응원리 ***번지 *호 외*필지(***-*, ***-*, ***-*) ",35 ,2025-11-28
752,갈뫼정,육계,충청남도 천안시 동남구 목천읍 교천리 ***번지 외*필지(***-*) ,1000 ,2025-11-28
753,복지농장,산양,충청남도 천안시 동남구 풍세면 두남리 **번지 **호  ,8 ,2025-11-28
754,지산농장,염소,충청남도 천안시 동남구 북면 오곡리 **번지 *호  ,40 ,2025-11-28
755,황가네흑염소,염소,충청남도 천안시 동남구 북면 상동리 ***번지 **호  ,8 ,2025-11-28
756,사슴영토한록원,사슴,충청남도 천안시 동남구 성남면 화성리 **번지 **호  ,17 ,2025-11-28
757,안기농장,산양,충청남도 천안시 동남구 동면 화덕리 산 **번지  ,10 ,2025-11-28
758,장비농장,산양,충청남도 천안시 동남구 동면 장송리 ***번지 *호  ,10 ,2025-11-28
759,화계농장,산양,충청남도 천안시 동남구 동면 화계리 ***번지  ,5 ,2025-11-28
760,천안메추리농장,메추리,충청남도 천안시 동남구 성남면 대정리 ***번지 *호  ,100000 ,2025-11-28
761,대광농장,사슴,충청남도 천안시 동남구 성남면 신덕리 ***번지 *호  ,13 ,2025-11-28
762,목천농장,메추리,"충청남도 천안시 동남구 성남면 용원리 **번지 *호 외 *필지(**-*, **-*) ",70000 ,2025-11-28
763,청산사슴농장,사슴,충청남도 천안시 동남구 병천면 봉항리 **번지 외 *필지(**-*) ,36 ,2025-11-28
764,삼성농장,한우,충청남도 천안시 동남구 병천면 봉항리 ***번지 외 *필지(***) ,116 ,2025-11-28
765,승미사슴농장,사슴,충청남도 천안시 동남구 성남면 봉양리 ***번지 외 *필지(***) ,26 ,2025-11-28
766,덕현목장,산양,충청남도 천안시 동남구 병천면 도원리 ***번지 *호  ,150 ,2025-11-28
767,성실목장,산양,충청남도 천안시 동남구 광덕면 대덕리 ***번지  ,6 ,2025-11-28
768,백운농장(1),육계,충청남도 천안시 동남구 목천읍 운전리 **번지 *호  ,160 ,2025-11-28
769,백운농장(2),산양,충청남도 천안시 동남구 목천읍 운전리 **번지 *호  ,15 ,2025-11-28
770,삼화양돈(2),돼지,"충청남도 천안시 동남구 풍세면 용정리 ***번지 외 *필지(***-*, ***) ",900 ,2025-11-28
771,규암농장,한우,충청남도 천안시 동남구 풍세면 용정리 산 **번지 *호  ,11 ,2025-11-28
772,유정농장(2),종계/산란계,충청남도 천안시 동남구 북면 은지리 *번지 *호  ,14 ,2025-11-28
773,자연알로(광덕),종계/산란계,"충청남도 천안시 동남구 광덕면 매당리 **번지 *호 외 *필지(**-*, **-**, **-**) ",70578 ,2025-11-28
774,삼봉농장,육계,충청남도 천안시 동남구 성남면 대흥리 **번지 *호  ,87000 ,2025-11-28
775,우정목장,젖소,"충청남도 천안시 동남구 성남면 봉양리 ***번지 외 *필지(***-*, ***-*, ***) ",56 ,2025-11-28
776,신덕농장,한우,충청남도 천안시 동남구 성남면 신덕리 ***번지  ,5 ,2025-11-28
777,은하농장,산란육성계,충청남도 천안시 동남구 성남면 봉양리 ***번지 *호 외 *필지(***-*) ,135438 ,2025-11-28
778,효원농장,한우,충청남도 천안시 동남구 목천읍 동리 **번지  ,5 ,2025-11-28
779,호현목장,한우,충청남도 천안시 동남구 북면 납안리 ***번지  ,21 ,2025-11-28
780,지산사슴목장,사슴,충청남도 천안시 동남구 북면 사담리 **번지 *호  ,11 ,2025-11-28
781,갈티농장,한우,충청남도 천안시 동남구 병천면 관성리 ***번지 **호  ,42 ,2025-11-28
782,복농장,육계,"충청남도 천안시 동남구 성남면 신덕리 **번지 *호 외 *필지(**-*, **-*) ",45000 ,2025-11-28
783,산사람농원(1),사슴,충청남도 천안시 동남구 광덕면 광덕리 ***번지 *호  ,7 ,2025-11-28
784,양천2농장,메추리,충청남도 천안시 동남구 성남면 용원리 **번지 *호  ,200000 ,2025-11-28
785,명섭농장(2),오리,충청남도 천안시 동남구 병천면 관성리 ***번지 **호  ,4800 ,2025-11-28
786,도전농장,한우,충청남도 천안시 동남구 동면 행암리 ***번지  ,3 ,2025-11-28
787,금영농장,한우,충청남도 천안시 동남구 광덕면 광덕리 ***번지  ,13 ,2025-11-28
788,석정사슴농원,사슴,충청남도 천안시 동남구 목천읍 덕전리 ***번지 *호  ,42 ,2025-11-28
789,성남한우농장,한우,"충청남도 천안시 동남구 성남면 신덕리 ***번지 외 *필지(***-*, ***) ",20 ,2025-11-28
790,진솔농장,종계/산란계,"충청남도 천안시 동남구 수신면 장산리 ***번지 *호 외 *필지(***, ***-*, 산**-*) ",18800 ,2025-11-28
791,성현농장,종계/산란계,충청남도 천안시 동남구 풍세면 보성리 **번지 *호  ,70000 ,2025-11-28
792,사슴방목장,사슴,"충청남도 천안시 동남구 목천읍 덕전리 ***번지 *호 외 *필지(***-*, ***, ***-*) ",7 ,2025-11-28
793,오성농장,돼지,"충청남도 천안시 동남구 풍세면 용정리 ***번지 *호 외 *필지(***-*, ***-**, ***-**) ",2100 ,2025-11-28
794,샘모랑농장,산양,충청남도 천안시 동남구 목천읍 운전리 **번지 *호  ,20 ,2025-11-28
795,대운2농장,육계,"충청남도 천안시 동남구 풍세면 보성리 ***번지 외 *필지(***, ***, ***) ",82000 ,2025-11-28
796,경희농장,한우,충청남도 천안시 동남구 성남면 대흥리 ***번지  ,13 ,2025-11-28
797,동행축산,육계,"충청남도 천안시 동남구 풍세면 풍서리 ***번지 외 *필지(***, ***) ",75000 ,2025-11-28
798,화성양돈,돼지,충청남도 천안시 동남구 성남면 화성리 ***번지 *호  ,1700 ,2025-11-28
799,부흥목장,산양,"충청남도 천안시 동남구 북면 전곡리 **번지 *호 외*필지(**-*, **-*) ",130 ,2025-11-28
800,미리내농장,한우,충청남도 천안시 동남구 북면 매송리 ***번지  ,35 ,2025-11-28
801,삼성농장,한우,충청남도 천안시 동남구 병천면 봉항리 ***번지 *호  ,5 ,2025-11-28
802,충무3농장,돼지,충청남도 천안시 동남구 풍세면 삼태리 ***번지 *호 외*(***-*) ,1093 ,2025-11-28
803,상록목장,염소,충청남도 천안시 동남구 수신면 장산리 ***번지  ,31 ,2025-11-28
804,대웅돈유전자1,돼지,충청남도 천안시 동남구 성남면 신사리 ***번지  ,1000 ,2025-11-28
805,삼태리농장,염소,충청남도 천안시 동남구 풍세면 삼태리 ***번지 *호  ,36 ,2025-11-28
806,야타리농장,한우,충청남도 천안시 동남구 풍세면 풍서리 **번지  ,8 ,2025-11-28
807,가교농산,한우,충청남도 천안시 동남구 성남면 석곡리 **번지 *호 **-** ,116 ,2025-11-28
808,초록원,염소,충청남도 천안시 동남구 성남면 봉양리 ***번지  ,17 ,2025-11-28
809,부복농장,돼지,"충청남도 천안시 동남구 동면 송연리 **번지 **-*,**-* ",2000 ,2025-11-28
810,마루농장,돼지,"충청남도 천안시 동남구 동면 화계리 ***번지 ***-*, ***-*, ***-* ",1400 ,2025-11-28
811,소사농장,종계/산란계,충청남도 천안시 동남구 목천읍 소사리 ***번지  ,214076 ,2025-11-28
812,한성농장,종계/산란계,충청남도 천안시 동남구 풍세면 용정리 ***번지 *호  ,21000 ,2025-11-28
813,한옥농장,한우,충청남도 천안시 동남구 북면 은지리 ***번지 *호  ,46 ,2025-11-28
814,새터농장,육계,"충청남도 천안시 동남구 성남면 대흥리 *번지 *호 *-*, *-* ",160000 ,2025-11-28
815,인창목장,젖소,"충청남도 천안시 동남구 성남면 용원리 ***번지 *호 ***-*,***-*,***-*,***-* ",160 ,2025-11-28
816,은길축산,한우,충청남도 천안시 동남구 병천면 매성리 **번지 *호  ,40 ,2025-11-28
817,정목장,젖소,충청남도 천안시 동남구 성남면 봉양리 **번지 *호  ,85 ,2025-11-28
818,누리영농조합법인,한우,충청남도 천안시 동남구 병천면 도원가정길 **-**,19 ,2025-11-28
819,해성팜스,돼지,충청남도 천안시 동남구 동면 구도리 **번지  ,3778 ,2025-11-28
820,주현3농장,종계/산란계,충청남도 천안시 동남구 풍세면 보성리 **번지 *호  ,40000 ,2025-11-28
821,정현농장(양돈),돼지,충청남도 천안시 동남구 광덕면 매당리 **번지 *호  ,1197 ,2025-11-28
822,벧엘농장,한우,충청남도 천안시 동남구 성남면 용원*길 ***,5 ,2025-11-28
823,진소농장,한우,충청남도 천안시 동남구 목천읍 신사운전길 ***,54 ,2025-11-28
824,독립농장,종계/산란계,충청남도 천안시 동남구 병천면 병천리 ***번지 *호  ,35000 ,2025-11-28
825,밤실목장(제2농장),한우,충청남도 천안시 동남구 성남면 봉양*길 ***-*,160 ,2025-11-28
826,해성농장,돼지,충청남도 천안시 동남구 동면 구도리 **번지 *호 외 *(**-*) ,3619 ,2025-11-28
827,대흥농장,종계/산란계,충청남도 천안시 동남구 풍세면 용정리 **번지 *호  ,19800 ,2025-11-28
828,양지농장,육계,"충청남도 천안시 동남구 수신면 신풍리 ***번지 외 *(***, ***) ",54560 ,2025-11-28
829,정현농장(한우),한우,충청남도 천안시 동남구 광덕면 매당리 **번지 *호 외 *(**-*) ,0 ,2025-11-28
830,이현농장,한우,충청남도 천안시 서북구 성환읍 수향리 ***번지 *호  ,20 ,2025-11-28
831,근성농장,한우,충청남도 천안시 서북구 성환읍 성환리 ***번지  ,3 ,2025-11-28
832,보람농장,한우,충청남도 천안시 서북구 입장면 호당리 ***번지  ,5 ,2025-11-28
833,선영농장,한우,충청남도 천안시 서북구 성환읍 와룡리 **번지 **호  ,19 ,2025-11-28
834,소들농장,한우,충청남도 천안시 서북구 성환읍 안궁리 ***번지 *호  ,7 ,2025-11-28
835,한우농장,한우,충청남도 천안시 서북구 입장면 가산리 ***번지 *호  ,11 ,2025-11-28
836,원진농장,한우,충청남도 천안시 서북구 직산읍 판정리 ***번지 *호  ,25 ,2025-11-28
837,병일농장,산양,충청남도 천안시 서북구 직산읍 남산리 ***번지 *호  ,8 ,2025-11-28
838,흥연농장,사슴,충청남도 천안시 서북구 직산읍 자은가리 **번지 *호  ,3 ,2025-11-28
839,사곡농장,산양,충청남도 천안시 서북구 직산읍 군서리 **번지 **호  ,10 ,2025-11-28
840,안흥목장,젖소,충청남도 천안시 서북구 입장면 용정리 ***번지 *호  ,65 ,2025-11-28
841,키움축산,육계,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,110000 ,2025-11-28
842,꼭지목장,젖소,"충청남도 천안시 서북구 성거읍 삼곡리 **번지 *호 외*(**-*,*,*,판정리 *-**) ",80 ,2025-11-28
843,직산농장,산양,충청남도 천안시 서북구 직산읍 남산리 ***번지 **호  ,150 ,2025-11-28
844,희망농장2,산양,충청남도 천안시 서북구 성환읍 율금리 산 **번지 *호  ,50 ,2025-11-28
845,성환농장,종계/산란계,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,21427 ,2025-11-28
846,진규목장,젖소,충청남도 천안시 서북구 직산읍 군서리 **번지 *호  ,38 ,2025-11-28
847,송회농장,산양,충청남도 천안시 서북구 직산읍 모시리 ***번지 *호  ,22 ,2025-11-28
848,농업회사법인주식회사다알,종계/산란계,충청남도 천안시 서북구 성환읍 왕림리 ***번지 *호  ,168480 ,2025-11-28
849,태성목장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,100 ,2025-11-28
850,보배목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외*필지(***-*) ,150 ,2025-11-28
851,바위목장,젖소,충청남도 천안시 서북구 성환읍 어룡리 ***번지 *호  ,64 ,2025-11-28
852,백곡2목장,한우,충청남도 천안시 서북구 성환읍 복모리 ***번지 *호  ,40 ,2025-11-28
853,연암대학교 양돈유전자원센터,돼지,충청남도 천안시 서북구 성환읍 율금리 ***번지 *호 외 *필지 ,3200 ,2025-11-28
854,농업회사법인양지팜(유),종계/산란계,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호  ,748224 ,2025-11-28
855,새삼목장,한우,충청남도 천안시 서북구 성환읍 수향리 ***번지 **호  ,300 ,2025-11-28
856,농업회사법인 주식회사 케이씨팜 성환농장,종계/산란계,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,276480 ,2025-11-28
857,성환한우농장,한우,충청남도 천안시 서북구 성환읍 성환리 ***번지  ,2 ,2025-11-28
858,원진축산,돼지,충청남도 천안시 서북구 입장면 연곡리 ***번지 *호 외 *필지 ,4136 ,2025-11-28
859,다온농장,육계,"충청남도 천안시 서북구 입장면 연곡리 ***번지 *호 외 *필지(***-*, ***-*) ",146600 ,2025-11-28
860,영조농장,돼지,충청남도 천안시 서북구 직산읍 모시리 ***번지  ,400 ,2025-11-28
861,명성목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 **호  ,80 ,2025-11-28
862,농업회사법인 조인팜스(주) 천안성환지점,종계/산란계,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호 외*필지(***-*) ,400000 ,2025-11-28
863,우리목장,한우,충청남도 천안시 서북구 성환읍 신방리 ***번지 **호  ,5 ,2025-11-28
