사업장명칭,주사육업종,사육두수,사업장소재지(도로명),사업장소재지(지번),전화,데이터기준일
조용농장,한우,21,전라북도 순창군 복흥면 가인로  31,전라북도 순창군 복흥면 230번지 1호  ,,2022-11-10
종근농장,한우,2,전라북도 순창군 금과면 방축2길  3-4,전라북도 순창군 금과면 452번지 1호  ,,2022-11-10
태심농장,한우,4,전라북도 순창군 금과면 방계로  62-3,전라북도 순창군 금과면 67번지  ,,2022-11-10
광식농장,한우,5,,전라북도 순창군 금과면 발산리 24번지  ,,2022-11-10
종태농장,오리,8500,전라북도 순창군 동계면 충효로  526-2,전라북도 순창군 동계면 5번지 3호  ,,2022-11-10
순풍 농장,한우,25,전라북도 순창군 유등면 건곡로 153-8,전라북도 순창군 유등면 건곡리 807번지  ,,2022-11-10
국동농장,한우,14,,전라북도 순창군 유등면 오교리 85번지 1호  ,,2022-11-10
동수농장,한우,1,전라북도 순창군 유등면 건곡로 70,전라북도 순창군 유등면 건곡리 1239번지  ,,2022-11-10
거성한우농장,한우,29,전라북도 순창군 유등면 학오길 66-8,전라북도 순창군 유등면 건곡리 1122번지  ,,2022-11-10
신부경,한우,48,전라북도 순창군 유등면 건곡로 159,전라북도 순창군 유등면 건곡리 803번지 1호  ,,2022-11-10
호동사슴목장,사슴,45,전라북도 순창군 인계면 인덕로  231,전라북도 순창군 인계면 932번지  ,,2022-11-10
수정사슴목장,사슴,25,전라북도 순창군 인계면 도사2길  26,전라북도 순창군 인계면 895번지 1호  ,,2022-11-10
청정농장,한우,25,전라북도 순창군 구림면 학현길 112-24,    ,,2022-11-10
성은축산,한우,0,전라북도 순창군 구림면 오정길 3-50,전라북도 순창군 구림면 월정리 461번지  ,,2022-11-10
상현농장,한우,100,전라북도 순창군 풍산면 월명길 63-45,전라북도 순창군 풍산면 반월리 729번지  ,,2022-11-10
승곤농장,한우,0,전라북도 순창군 동계면 동계로 480-5,    ,,2022-11-10
호식농장,한우,4,,전라북도 순창군 복흥면 상송리 208번지  ,063-653-7149,2022-11-10
적성축사,산양,150,,전라북도 순창군 적성면 운림리 315번지 3호  ,,2022-11-10
섬진강 천우농장,한우,217,전라북도 순창군 팔덕면 팔덕로 39-55,전라북도 순창군 팔덕면 장안리 213번지  ,,2022-11-10
강천 한우농장,한우,10,전라북도 순창군 팔덕면 광덕로 392-7,전라북도 순창군 팔덕면 서흥리 879번지  ,,2022-11-10
목원농원,염소,70,전라북도 순창군 풍산면 향가로 413-74,전라북도 순창군 풍산면 대가리 1880번지  ,,2022-11-10
조택권농장,염소,12,전라북도 순창군 적성면 임동길 131-13,전라북도 순창군 적성면 운림리 443번지  ,,2022-11-10
대가리 염소 농장,염소,100,전라북도 순창군 풍산면 향가로 413-10,    ,,2022-11-10
아미산 흑염소 농장,염소,700,전라북도 순창군 풍산면 죽곡1길 34-17,"전라북도 순창군 풍산면 죽곡리 196번지 1호 196-2,296-1 ",,2022-11-10
두메농장,오리,20000,,전라북도 순창군 동계면 관전리 25번지 외2 ,,2022-11-10
용두리농장,염소,200,,전라북도 순창군 팔덕면 산동리 759번지  ,,2022-11-10
다원농장,육계,130000,,전라북도 순창군 적성면 대산리 279번지 1호  ,063-652-3457,2022-11-10
야곱이네농장,염소,150,전라북도 순창군 풍산면 향가로 412-15,전라북도 순창군 풍산면 대가리 576번지  ,,2022-11-10
염소사육장,염소,19,,전라북도 순창군 적성면 운림리 440번지  ,,2022-11-10
고원농장,종계/산란계,300,,전라북도 순창군 적성면 고원리 260번지 2호  ,,2022-11-10
용화농장,한우,5,전라북도 순창군 인계면 양지뜸길 20-52,    ,,2022-11-10
상죽 흑염소농장,염소,700,,전라북도 순창군 풍산면 죽곡리 682번지 3호  ,,2022-11-10
복흥 선경 흑염소,염소,82,전라북도 순창군 복흥면 어은길 58,"전라북도 순창군 복흥면 어은리 308번지 3호 , 308 ",,2022-11-10
머리농장,육계,70000,,전라북도 순창군 적성면 대산리 279번지 7호  ,,2022-11-10
시현농장,한우,10,전라북도 순창군 적성면 충효로 182,    ,,2022-11-10
화양,한우,43,,전라북도 순창군 복흥면 화양리 13번지 외2필지 ,,2022-11-10
흑토랑농장,한우,250,,"전라북도 순창군 인계면 갑동리 85번지 번지, 85-14번지 ",,2022-11-10
백산농장,한우,4,,전라북도 순창군 순창읍 백산리 372번지 3호  ,,2022-11-10
빗바우 흑염소 농장,염소,40,,전라북도 순창군 인계면 쌍암리 산 47번지  ,,2022-11-10
대실농장,한우,6,,전라북도 순창군 풍산면 죽곡리 388번지 1호  ,,2022-11-10
더불어 농장,한우,15,,전라북도 순창군 동계면 신흥리 610번지  ,,2022-11-10
운암농장,한우,2,,전라북도 순창군 쌍치면 운암리 226번지  ,,2022-11-10
흥섭농장,한우,15,,전라북도 순창군 구림면 구암리 647번지 외 1필지 ,,2022-11-10
다산농장,한우,30,전라북도 순창군 순창읍 성현길 133-101,전라북도 순창군 순창읍 교성리 684번지 2호  ,,2022-11-10
원원농장,염소,250,,전라북도 순창군 팔덕면 산동리 481번지  ,,2022-11-10
순희농장,한우,20,,전라북도 순창군 유등면 외이리 1113번지  ,063-652-9663,2022-11-10
소담농장,산양,800,,전라북도 순창군 풍산면 금곡리 37번지 7호  ,,2022-11-10
흑염소사육장(영노),산양,40,,전라북도 순창군 유등면 무수리 125번지 1호  ,063-652-3115,2022-11-10
산들염소농장,염소,60,전라북도 순창군 풍산면 향가로 412-12,전라북도 순창군 풍산면 대가리 575번지  ,063-652-0333,2022-11-10
다담농장,염소,250,전라북도 순창군 유등면 오교로 244-68,전라북도 순창군 유등면 산 786번지 11호  ,,2022-11-10
호동이농장,염소,50,,전라북도 순창군 구림면 월정리 477번지  ,,2022-11-10
산내들 흑염소,염소,87,,전라북도 순창군 구림면 월정리 산 148번지 1호  ,,2022-11-10
그린엘프,산양,100,전라북도 순창군 풍산면 한사길 18-123,전라북도 순창군 풍산면 한내리 618번지 3호  ,,2022-11-10
대한농장,육계,45000,전라북도 순창군 팔덕면 창덕로 194-190,    ,,2022-11-10
복이네 농장A,한우,3,전라북도 순창군 쌍치면 둔전2길 50,전라북도 순창군 쌍치면 둔전리 115번지 1호  ,,2022-11-10
태림2농장,종계/산란계,60000,전라북도 순창군 유등면 유등로 587-54,전라북도 순창군 유등면 오교리 1044번지  ,,2022-11-10
머루농장,육계,100000,,전라북도 순창군 동계면 현포리 842번지 36호  ,,2022-11-10
부경농장,육계,70000,,"전라북도 순창군 금과면 내동리 366번지 1호 외 7필지[336-4,366-7,379-1,379-3,379-6,379-7,366-5] ",,2022-11-10
동선농장,염소,20,전라북도 순창군 금과면 목동3길 29-4,전라북도 순창군 금과면 560번지 2호  ,,2022-11-10
SC형제농장2호,한우,21,전라북도 순창군 유등면 향가로 117-80,전라북도 순창군 유등면 창신리 831번지  ,,2022-11-10
아침농장순창,돼지,496,전라북도 순창군 팔덕면 용두길 122-8,전라북도 순창군 팔덕면 206번지 4호  ,,2022-11-10
인계가성농장,한우,13,,전라북도 순창군 인계면 가성리 34번지  ,,2022-11-10
신성농장,육계,60000,전라북도 순창군 풍산면 금탄로 140-44,전라북도 순창군 풍산면 대가리 1718번지  ,,2022-11-10
염소목장,염소,0,전라북도 순창군 복흥면 추령로 1512-55 (염소축사),전라북도 순창군 복흥면 동산리 24번지 7호  ,,2022-11-10
부엉골흑염소농장,염소,150,,전라북도 순창군 복흥면 석보리 143번지 7호  ,,2022-11-10
쌍암칠성농장,한우,101,전라북도 순창군 인계면 장례동길 101-6,전라북도 순창군 인계면 쌍암리 73번지  ,,2022-11-10
한얼농장,염소,30,전라북도 순창군 구림면 화암1길 14-3,전라북도 순창군 구림면 화암리 511번지  ,,2022-11-10
정수농장,한우,14,,전라북도 순창군 순창읍 교성리 627번지  ,,2022-11-10
한일농장,육계,0,전라북도 순창군 순창읍 장류로 101-70,전라북도 순창군 순창읍 백산리 216번지  ,,2022-11-10
다온농장,한우,130,전라북도 순창군 구림면 구곡로 360-66,전라북도 순창군 구림면 구곡리 234번지  ,,2022-11-10
신성농장,육계,55000,전라북도 순창군 풍산면 곡순로 2706-27,전라북도 순창군 풍산면 금곡리 13번지  ,,2022-11-10
열이농장,한우,2,,전라북도 순창군 금과면 목동리 467번지 1호  ,,2022-11-10
흥섭농장,한우,15,전라북도 순창군 인계면 동촌길 42-10,전라북도 순창군 인계면 노동리 88번지 1호  ,,2022-11-10
정우농장,한우,25,,전라북도 순창군 구림면 구곡리 28번지  ,,2022-11-10
주하농장,한우,8,전라북도 순창군 복흥면 하리길 48-6,전라북도 순창군 복흥면 하리 100번지  ,,2022-11-10
동명농장,한우,30,전라북도 순창군 복흥면 추령로 1020-31,전라북도 순창군 복흥면 정산리 923번지  ,,2022-11-10
복민농장,한우,0,전라북도 순창군 구림면 상리길 17-4,전라북도 순창군 구림면 자양리 142번지  ,,2022-11-10
해뜨는농장,한우,6,전라북도 순창군 적성면 평남길 106-57,전라북도 순창군 적성면 평남리 65번지 2호  ,,2022-11-10
박정원농장,한우,50,,전라북도 순창군 구림면 구산리 705번지  ,,2022-11-10
라온농장,염소,100,전라북도 순창군 풍산면 곡순로 2657-48,전라북도 순창군 풍산면 금곡리 37번지 7호  ,,2022-11-10
은혜농장,한우,40,전라북도 순창군 순창읍 장류로 101-229,전라북도 순창군 순창읍 백산리 210번지 1호  ,,2022-11-10
바울농장,염소,120,,전라북도 순창군 쌍치면 용전리 130번지 외 2필지 ,,2022-11-10
동산흑염소,염소,300,전라북도 순창군 복흥면 추령로 1512-44,전라북도 순창군 복흥면 동산리 702번지  ,,2022-11-10
진우농장,한우,150,전라북도 순창군 구림면 광암로 516-33,전라북도 순창군 구림면 구산리 996번지  ,,2022-11-10
서울축산,한우,7,전라북도 순창군 팔덕면 백암길 92-45,전라북도 순창군 팔덕면 서흥리 270번지 3호  ,,2022-11-10
팜스월드(최안순 농장),한우,0,전라북도 순창군 구림면 자양로 333-4,"전라북도 순창군 구림면 화암리 1122번지 1호 , 1122-2 ",,2022-11-10
혜진농장,한우,20,전라북도 순창군 팔덕면 팔덕로 37,전라북도 순창군 팔덕면 장안리 243번지  ,,2022-11-10
성진농장,한우,12,전라북도 순창군 팔덕면 팔덕로 184-25,전라북도 순창군 팔덕면 산동리 1046번지  ,,2022-11-10
성구농장,염소,500,,전라북도 순창군 팔덕면 산동리 761번지  ,,2022-11-10
발산농장,염소,22,전라북도 순창군 금과면 발산길 80-24,전라북도 순창군 금과면 발산리 322번지  ,,2022-11-10
밤듸농장,한우,20,,전라북도 순창군 구림면 율북리 816번지 외 3필지 ,,2022-11-10
장수목장2,한우,12,전라북도 순창군 풍산면 금탄로 29-33,전라북도 순창군 풍산면 두승리 271번지  ,,2022-11-10
창현농장,한우,5,,전라북도 순창군 구림면 방화리 17번지  ,,2022-11-10
믿음농장,한우,140,전라북도 순창군 복흥면 순정로 85-13,전라북도 순창군 복흥면 석보리 447번지  ,,2022-11-10
경준농장,염소,50,전라북도 순창군 팔덕면 신덕길 44-81,전라북도 순창군 팔덕면 장안리 765번지  ,,2022-11-10
예찬농장,육계,55000,전라북도 순창군 동계면 성전길 37-36,전라북도 순창군 동계면 신흥리 713번지 1호  ,,2022-11-10
보섭농장,한우,0,전라북도 순창군 복흥면 어은길 83-35,전라북도 순창군 복흥면 어은리 721번지  ,,2022-11-10
내장산 흑염소농장,염소,0,전라북도 순창군 복흥면 추령로 1514-56,전라북도 순창군 복흥면 동산리 675번지  ,,2022-11-10
봉우농장,한우,0,전라북도 순창군 구림면 방화로 61-10,전라북도 순창군 구림면 방화리 1069번지  ,,2022-11-10
상봉농장,한우,0,전라북도 순창군 동계면 동계로 122-13,전라북도 순창군 동계면 현포리 62번지  ,,2022-11-10
느제농장,한우,0,전라북도 순창군 동계면 강동로 380-3,전라북도 순창군 동계면 어치리 57번지 6호 57-7 ,,2022-11-10
한농장,한우,0,전라북도 순창군 인계면 노동로 377-83,전라북도 순창군 인계면 갑동리 1333번지  ,,2022-11-10
성진농장,한우,0,전라북도 순창군 동계면 충효로 538-23,전라북도 순창군 동계면 신흥리 627번지 17호 627-7 ,,2022-11-10
우국,한우,20,전라북도 순창군 풍산면 월명길 63-56,전라북도 순창군 풍산면 반월리 726번지  ,,2022-11-10
다래1농장,한우,0,전라북도 순창군 풍산면 삼촌2길 116-36,전라북도 순창군 풍산면 삼촌리 602번지  ,,2022-11-10
형근농장,한우,0,전라북도 순창군 풍산면 풍산로 215-6,전라북도 순창군 풍산면 우곡리 113번지 1호  ,,2022-11-10
조군농장,염소,0,전라북도 순창군 복흥면 백방로 481-15,전라북도 순창군 복흥면 서마리 966번지  ,,2022-11-10
아미산흑염소농장(2),염소,50,전라북도 순창군 풍산면 죽곡로 142,전라북도 순창군 풍산면 죽곡리 296번지 1호  ,,2022-11-10
성룡농장,한우,30,,전라북도 순창군 구림면 방화리 1078번지  ,,2022-11-10
현선목장,한우,10,전라북도 순창군 풍산면 풍산로 242-29,전라북도 순창군 풍산면 우곡리 25번지  ,,2022-11-10
다산농장,한우,10,,전라북도 순창군 팔덕면 청계리 1242번지  ,,2022-11-10
다산농장,한우,10,,전라북도 순창군 팔덕면 청계리 567번지 1호  ,,2022-11-10
다산농장,한우,10,전라북도 순창군 팔덕면 광덕로 712,"전라북도 순창군 팔덕면 청계리 654번지 1호 ,063-653 ",,2022-11-10
제우스농장,한우,10,,전라북도 순창군 구림면 방화리 1068번지  ,,2022-11-10
진농장,한우,10,전라북도 순창군 복흥면 석보길 31-122,전라북도 순창군 복흥면 석보리 465번지  ,,2022-11-10
한우리농장,염소,50,,전라북도 순창군 구림면 월정리 825번지  ,,2022-11-10
한우리농장,한우,0,,전라북도 순창군 구림면 월정리 283번지 12호  ,,2022-11-10
바산목장,한우,30,전라북도 순창군 구림면 구림로 813-11,전라북도 순창군 구림면 금천리 402번지 1호  ,,2022-11-10
금상농장,한우,10,전라북도 순창군 구림면 구림로 1135-8,전라북도 순창군 구림면 금창리 366번지  ,,2022-11-10
금상농장,한우,20,전라북도 순창군 구림면 구림로 1242,전라북도 순창군 구림면 금창리 504번지 2호  ,,2022-11-10
오룡농장,한우,10,전라북도 순창군 구림면 오룡길 35-17,전라북도 순창군 구림면 성곡리 289번지 3호  ,,2022-11-10
상관농장,한우,10,전라북도 순창군 복흥면 가인로 456-37,전라북도 순창군 복흥면 답동리 576번지 1호  ,,2022-11-10
금우영농,한우,300,,전라북도 순창군 구림면 화암리 1680번지 1680-1 ,,2022-11-10
우리농장,한우,10,전라북도 순창군 구림면 구림로 382-57,전라북도 순창군 구림면 운남리 1332번지  ,,2022-11-10
귀섭농장,한우,10,전라북도 순창군 쌍치면 국사봉로 535-108,전라북도 순창군 쌍치면 학선리 515번지  ,,2022-11-10
학이농장,한우,10,전라북도 순창군 복흥면 가인로 37-121,전라북도 순창군 복흥면 정산리 956번지 3호  ,,2022-11-10
거성농장,육계,10000,전라북도 순창군 쌍치면 청정로 472-21,전라북도 순창군 쌍치면 금성리 127번지 1호  ,,2022-11-10
화랑농장,한우,0,,전라북도 순창군 금과면 방성리 476번지 1호  ,,2022-11-10
덕우원농장,한우,0,전라북도 순창군 구림면 남정1길 39,전라북도 순창군 구림면 운남리 1427번지  ,063-653-8494,2022-11-10
충실농장,한우,0,전라북도 순창군 인계면 안정로 35,전라북도 순창군 인계면 쌍암리 268번지 5호 268-8 ,,2022-11-10
푸른농장,한우,10,,전라북도 순창군 구림면 화암리 1122번지 5호  ,,2022-11-10
호박농장,한우,10,전라북도 순창군 구림면 구림로 1195-84,전라북도 순창군 구림면 금창리 584번지  ,,2022-11-10
대근농장,한우,10,전라북도 순창군 쌍치면 전운로 104-12,전라북도 순창군 쌍치면 운암리 420번지 3호  ,,2022-11-10
강현농장,한우,10,,전라북도 순창군 인계면 노동리 418번지 6호  ,,2022-11-10
병환농장,한우,8,,전라북도 순창군 복흥면 금월리 244번지 2호  ,,2022-11-10
다은농장,한우,20,전라북도 순창군 복흥면 산정길 106-93,전라북도 순창군 복흥면 주평리 477번지  ,,2022-11-10
아미로농장,한우,20,,"전라북도 순창군 풍산면 죽곡리 681번지 번지, 682-2번지 ",,2022-11-10
환춘농장,한우,10,,전라북도 순창군 금과면 내동리 579번지 외 2필지 ,,2022-11-10
동호농장,한우,5,전라북도 순창군 구림면 연산2길 26-91,전라북도 순창군 구림면 성곡리 670번지 1호  ,,2022-11-10
청정농장2,한우,10,전라북도 순창군 구림면 학현길 112-20,전라북도 순창군 구림면 성곡리 603번지 2호  ,,2022-11-10
에덴농장,한우,10,,전라북도 순창군 구림면 성곡리 702번지  ,,2022-11-10
형근농장,한우,5,,전라북도 순창군 순창읍 장덕리 645번지  ,,2022-11-10
배용덕농장,한우,20,,전라북도 순창군 쌍치면 시산리 262번지 1호 외 1필지 ,,2022-11-10
SC농장,한우,5,,"전라북도 순창군 유등면 창신리 787번지 788, 789번지 ",,2022-11-10
한준수농장,한우,5,,전라북도 순창군 복흥면 농암리 805번지  ,,2022-11-10
민환농장,한우,10,,전라북도 순창군 구림면 금창리 511번지 외 1필지 ,,2022-11-10
이순농장,한우,10,,"전라북도 순창군 인계면 갑동리 1073번지 1074, 1075번지 ",,2022-11-10
양석,한우,10,,전라북도 순창군 구림면 율북리 975번지 976번지 ,,2022-11-10
금송농장,한우,10,,전라북도 순창군 복흥면 금월리 683번지  ,,2022-11-10
동주농장,한우,10,,전라북도 순창군 복흥면 서마리 921번지 1호 외 1필지 ,,2022-11-10
축사(2),한우,10,,전라북도 순창군 팔덕면 장안리 766번지 767번지 ,,2022-11-10
대문농장(2),한우,30,,전라북도 순창군 구림면 구곡리 803번지  ,,2022-11-10
다온농장(2),한우,20,,전라북도 순창군 구림면 구곡리 234번지 1호  ,,2022-11-10
사지봉농장,한우,10,,전라북도 순창군 동계면 수장리 1058번지  ,,2022-11-10
율솔별,한우,10,,전라북도 순창군 구림면 구암리 1286번지 2호  ,,2022-11-10
율솔별,한우,10,,전라북도 순창군 구림면 구암리 1288번지  ,,2022-11-10
주영농장,한우,10,,전라북도 순창군 팔덕면 창덕리 844번지  ,,2022-11-10
용운농장,한우,10,,전라북도 순창군 구림면 구산리 964번지  ,,2022-11-10
강두농장,한우,10,,전라북도 순창군 복흥면 금월리 861번지 1호 외 3필지 ,,2022-11-10
칠호농장,한우,10,,전라북도 순창군 풍산면 두승리 1356번지  ,,2022-11-10
성룡농장,한우,10,,전라북도 순창군 구림면 방화리 1083번지  ,,2022-11-10
순창금산흑염소농장,염소,50,,전라북도 순창군 팔덕면 광암리 54번지 6호  ,,2022-11-10
봉춘농장,한우,10,전라북도 순창군 적성면 우계길 24-412,전라북도 순창군 적성면 내월리 214번지 8호  ,,2022-11-10
우리농장,한우,10,,전라북도 순창군 금과면 고례리 91번지 13호  ,,2022-11-10
율리농장,한우,5,전라북도 순창군 구림면 율리길 63,전라북도 순창군 구림면 율북리 1145번지  ,,2022-11-10
하늘농장2,한우,10,,전라북도 순창군 복흥면 주평리 473번지 외 1필지 ,,2022-11-10
아리율농장,한우,10,,전라북도 순창군 동계면 신흥리 682번지 2호  ,,2022-11-10
성수농장,한우,10,,"전라북도 순창군 복흥면 농암리 779번지 외 2필지(780번지, 781번지) ",,2022-11-10
일우농장,한우,10,,전라북도 순창군 유등면 무수리 1587번지  ,,2022-11-10
minjun농장,한우,5,,"전라북도 순창군 구림면 운남리 1345번지 , 1346번지 ",,2022-11-10
가치마루농장,한우,10,,전라북도 순창군 구림면 화암리 1661번지  ,,2022-11-10
영상농장2,한우,10,,전라북도 순창군 구림면 구암리 76번지 2호  ,,2022-11-10
인수농장,한우,10,,전라북도 순창군 동계면 어치리 27번지  ,,2022-11-10
사랑목장,한우,20,,전라북도 순창군 순창읍 가남리 21번지 1호 외 1필지 ,,2022-11-10
하늘농장,염소,100,,"전라북도 순창군 구림면 구암리 76번지 11호 12번지, 13번지 ",,2022-11-10
준안농장2,한우,1,,전라북도 순창군 구림면 율북리 230번지 1호  ,,2022-11-10
진흥농장,한우,10,,전라북도 순창군 금과면 방성리 886번지  ,,2022-11-10
현호농장,한우,0,,전라북도 순창군 구림면 구곡리 846번지  ,,2022-11-10
명성농장,염소,20,전라북도 순창군 팔덕면 구곡로 65,전라북도 순창군 팔덕면 월곡리 904번지  ,,2022-11-10
오교농장,한우,10,,전라북도 순창군 유등면 오교리 1235번지  ,,2022-11-10
수연농장,한우,10,전라북도 순창군 풍산면 한사길 18-229,전라북도 순창군 풍산면 한내리 871번지 4호  ,,2022-11-10
배용덕농장2,한우,10,,전라북도 순창군 쌍치면 시산리 262번지 5호  ,,2022-11-10
대축농장,한우,1,,전라북도 순창군 풍산면 대가리 1748번지  ,,2022-11-10
지산농장2,돼지,100,,전라북도 순창군 인계면 지산리 874번지 9호  ,,2022-11-10
승만농장,한우,10,,전라북도 순창군 복흥면 어은리 698번지  ,,2022-11-10
만금농장,한우,10,,전라북도 순창군 유등면 건곡리 716번지 8호  ,,2022-11-10
채준농장,한우,0,,전라북도 순창군 유등면 무수리 1405번지  ,,2022-11-10
빗바위 농장 2농장,한우,0,,전라북도 순창군 구림면 율북리 1063번지  ,,2022-11-10
혜원농장,한우,0,,전라북도 순창군 동계면 동심리 1522번지  ,,2022-11-10
병완농장2,한우,0,,전라북도 순창군 구림면 운남리 1664번지  ,,2022-11-10
승수농장,한우,0,,전라북도 순창군 쌍치면 도고리 573번지  ,,2022-11-10
민준농장,한우,0,,전라북도 순창군 복흥면 대방리 687번지  ,,2022-11-10
주원농장,한우,0,전라북도 순창군 유등면 유적로 184-5,전라북도 순창군 유등면 무수리 127번지  ,,2022-11-10
영진농장,한우,0,,전라북도 순창군 구림면 화암리 1536번지  ,,2022-11-10
대실농장,한우,0,,전라북도 순창군 풍산면 반월리 834번지  ,,2022-11-10
새샘농장,한우,0,전라북도 순창군 팔덕면 광덕로 996-39,전라북도 순창군 팔덕면 월곡리 1428번지  ,,2022-11-10
연농장,한우,0,,전라북도 순창군 구림면 성곡리 126번지 1호  ,,2022-11-10
월명농장,한우,0,,전라북도 순창군 풍산면 삼촌리 1015번지  ,,2022-11-10
해숙농장,한우,0,,전라북도 순창군 구림면 구곡리 824번지  ,063-653-3812,2022-11-10
옥산농장,한우,0,전라북도 순창군 풍산면 향가로 413-72,전라북도 순창군 풍산면 대가리 1879번지  ,,2022-11-10
덕진목장,한우,0,,전라북도 순창군 인계면 마흘리 743번지 외 1필지 ,,2022-11-10
청기농장,염소,0,,"전라북도 순창군 구림면 운북리 52번지 번지, 53번지 ",,2022-11-10
상하농장,한우,0,전라북도 순창군 풍산면 죽곡로 171-11,전라북도 순창군 풍산면 죽곡리 776번지  ,,2022-11-10
영곤농장,염소,0,전라북도 순창군 인계면 세심로 97-28,전라북도 순창군 인계면 마흘리 633번지 1호  ,,2022-11-10
평대농장,한우,0,전라북도 순창군 복흥면 어은길 20-7,전라북도 순창군 복흥면 금월리 138번지  ,,2022-11-10
옥순농장,한우,0,,전라북도 순창군 구림면 구산리 745번지 9호 외 1필지 ,,2022-11-10
후겸농장,한우,0,,전라북도 순창군 금과면 목동리 1019번지  ,,2022-11-10
늘푸른목장,젖소,0,,전라북도 순창군 적성면 내월리 1154번지  ,,2022-11-10
바산농장,한우,0,,전라북도 순창군 구림면 금천리 676번지 3호  ,,2022-11-10
힐링농장,한우,0,,전라북도 순창군 구림면 금창리 695번지 2호  ,,2022-11-10
승선재농장,한우,0,,"전라북도 순창군 구림면 구산리 709번지 외 2필지(710-2, 711) ",,2022-11-10
머물농장,한우,0,,전라북도 순창군 복흥면 동산리 162번지  ,,2022-11-10
진엽농장,염소,0,,전라북도 순창군 구림면 월정리 7번지 외 3필지 ,063-652-9014,2022-11-10
경희농장,한우,0,,전라북도 순창군 팔덕면 장안리 797번지  ,,2022-11-10
땡이농장,한우,0,,전라북도 순창군 구림면 화암리 1681번지  ,,2022-11-10
동일농장,한우,0,,전라북도 순창군 구림면 구산리 88번지 6호  ,,2022-11-10
대문농장,한우,0,전라북도 순창군 구림면 구곡로 354-12,전라북도 순창군 구림면 구곡리 809번지  ,,2022-11-10
수혁농장,한우,0,,전라북도 순창군 적성면 괴정리 914번지 40호  ,,2022-11-10
선미농장,한우,0,,전라북도 순창군 구림면 구산리 667번지  ,,2022-11-10
양원농장,한우,0,,전라북도 순창군 구림면 운남리 182번지  ,,2022-11-10
종열농장,한우,0,전라북도 순창군 구림면 구인로 36-113,전라북도 순창군 구림면 운남리 529번지  ,,2022-11-10
태룡농장,한우,0,,전라북도 순창군 구림면 방화리 891번지  ,,2022-11-10
금풍농장,한우,0,전라북도 순창군 풍산면 향가로 413-70,전라북도 순창군 풍산면 대가리 1877번지  ,,2022-11-10
한우리농장,기타,0,,전라북도 순창군 구림면 월정리 283번지 12호  ,,2022-11-10
주영농장(4),한우,0,전라북도 순창군 팔덕면 신덕길 44-49,전라북도 순창군 팔덕면 장안리 779번지  ,063-652-3026,2022-11-10
상철농장,한우,0,전라북도 순창군 구림면 방화로 166-5,전라북도 순창군 구림면 방화리 946번지  ,,2022-11-10
유민,한우,0,전라북도 순창군 인계면 세심로 3,전라북도 순창군 인계면 마흘리 815번지  ,,2022-11-10
프롬그린,한우,0,"전라북도 순창군 구림면 연산2길 84-24, 프롬그린",전라북도 순창군 구림면 운남리 1666번지  ,,2022-11-10
영이농장,한우,0,전라북도 순창군 구림면 구곡로 354-34,전라북도 순창군 구림면 구곡리 8번지 2호  ,,2022-11-10
에스농장,한우,0,전라북도 순창군 복흥면 추령로 1248-44,전라북도 순창군 복흥면 농암리 885번지  ,,2022-11-10
천년농장,한우,0,전라북도 순창군 동계면 동계로 122-7,전라북도 순창군 동계면 현포리 85번지  ,,2022-11-10
참좋은 한우 농장,한우,0,전라북도 순창군 구림면 안동길 20,전라북도 순창군 구림면 화암리 1242번지  ,,2022-11-10
우리 농장,한우,0,전라북도 순창군 순창읍 성자길 94,전라북도 순창군 순창읍 신남리 26번지 2호  ,063-653-0441,2022-11-10
거창축사,한우,0,전라북도 순창군 복흥면 석보길 31-124,전라북도 순창군 복흥면 석보리 473번지  ,,2022-11-10
병국농장,한우,0,전라북도 순창군 복흥면 석보길 31-120,전라북도 순창군 복흥면 석보리 472번지  ,,2022-11-10
동진농장,육우,0,,전라북도 순창군 동계면 신흥리 716번지  ,063-652-4201,2022-11-10
푸른농장,한우,0,,"전라북도 순창군 풍산면 죽곡리 709번지 710, 산 91번지 ",,2022-11-10
송원목장,한우,0,전라북도 순창군 쌍치면 종곡2길 38-1,전라북도 순창군 쌍치면 종곡리 163번지 1호  ,,2022-11-10
황우농장,한우,0,,"전라북도 순창군 복흥면 석보리 477번지 , 478 ",,2022-11-10
믿음농장,한우,0,전라북도 순창군 팔덕면 창덕로 40-12,전라북도 순창군 팔덕면 창덕리 965번지  ,,2022-11-10
세찬농장,한우,0,전라북도 순창군 구림면 구곡로 354-28,전라북도 순창군 구림면 구곡리 9번지  ,,2022-11-10
하죽농장,한우,0,,전라북도 순창군 풍산면 반월리 903번지  ,,2022-11-10
준안농장,한우,0,,"전라북도 순창군 구림면 율북리 230번지 산94, 산95-5, 산95-6 ",,2022-11-10
대성농장,한우,0,,전라북도 순창군 금과면 대성리 894번지  ,,2022-11-10
주원(2)농장,한우,0,,전라북도 순창군 유등면 무수리 1257번지  ,,2022-11-10
도학농장,한우,0,,"전라북도 순창군 적성면 석산리 232번지 1호 ,232-2 ",,2022-11-10
경중농장,한우,0,전라북도 순창군 구림면 연산2길 51,전라북도 순창군 구림면 운남리 337번지 1호  ,,2022-11-10
복이네 농장,한우,0,전라북도 순창군 쌍치면 만수길 18-8,전라북도 순창군 쌍치면 옥산리 1137번지  ,,2022-11-10
금송농장,한우,0,,전라북도 순창군 복흥면 금월리 685번지  ,,2022-11-10
