농장명,행정동명,소재지주소,축종,사육두수,관리기관명,데이터기준일자
보배목장,채운면,충청남도 논산시 채운면 심암리 30,젖소,72,충청남도 논산시 축수산과,2024-09-30
황산벌한우,광석면,충청남도 논산시 광석면 득윤리 639,한우,72,충청남도 논산시 축수산과,2024-09-30
조**축사,광석면,충청남도 논산시 광석면 오강리 480,한우,72,충청남도 논산시 축수산과,2024-09-30
이**축사,광석면,충청남도 논산시 광석면 오강리 54-6,한우,72,충청남도 논산시 축수산과,2024-09-30
조** 축사,광석면,충청남도 논산시 광석면 신당리 610-61,한우,72,충청남도 논산시 축수산과,2024-09-30
김**축사,은진면,충청남도 논산시 은진면 남산리 36,한우,72,충청남도 논산시 축수산과,2024-09-30
김**축사,양촌면,충청남도 논산시 양촌면 채광리 208-7,한우,75,충청남도 논산시 축수산과,2024-09-30
신**축사,광석면,충청남도 논산시 광석면 율리 43-1,한우,76,충청남도 논산시 축수산과,2024-09-30
심암농장,채운면,충청남도 논산시 채운면 심암리 57-2,한우,144,충청남도 논산시 축수산과,2024-09-30
쌍둥이 농장,양촌면,충청남도 논산시 양촌면 거사리 138-1,한우,90,충청남도 논산시 축수산과,2024-09-30
아남농장,양촌면,충청남도 논산시 양촌면 중산리 723,한우,152,충청남도 논산시 축수산과,2024-09-30
아우라 농장,벌곡면,충청남도 논산시 벌곡면 만목리 47-1,돼지,1500,충청남도 논산시 축수산과,2024-09-30
동아목장,성동면,충청남도 논산시 성동면 화정리 307-3,젖소,80,충청남도 논산시 축수산과,2024-09-30
강청목장,가야곡면,충청남도 논산시 가야곡면 강청리 371-2,젖소,80,충청남도 논산시 축수산과,2024-09-30
야곱농장,성동면,충청남도 논산시 성동면 우곤리 150-1,젖소,40,충청남도 논산시 축수산과,2024-09-30
야촌농장,가야곡면,충청남도 논산시 가야곡면 야촌리 285,한우,35,충청남도 논산시 축수산과,2024-09-30
야훼농장,상월면,충청남도 논산시 상월면 대명리 252-11,한우,15,충청남도 논산시 축수산과,2024-09-30
양암농장,상월면,충청남도 논산시 상월면 대명리 327-5,한우,59,충청남도 논산시 축수산과,2024-09-30
양암농장,상월면,충청남도 논산시 상월면 대명리 334-3,돼지,1000,충청남도 논산시 축수산과,2024-09-30
양암한우농장,상월면,충청남도 논산시 상월면 석종리 60-27,한우,50,충청남도 논산시 축수산과,2024-09-30
마전목장,연무읍,충청남도 논산시 연무읍 마전리 768-20,젖소,84,충청남도 논산시 축수산과,2024-09-30
섭이네목장,광석면,충청남도 논산시 광석면 갈산리 169-1,젖소,85,충청남도 논산시 축수산과,2024-09-30
양유농장,노성면,충청남도 논산시 노성면 병사리 180,한우,8,충청남도 논산시 축수산과,2024-09-30
양재농장,연무읍,충청남도 논산시 연무읍 마전리 92-2,한우,18,충청남도 논산시 축수산과,2024-09-30
양지농장,연무읍,충청남도 논산시 연무읍 봉동리 6,돼지,1830,충청남도 논산시 축수산과,2024-09-30
양지농장2,광석면,충청남도 논산시 광석면 중리 522-11,돼지,1000,충청남도 논산시 축수산과,2024-09-30
어곡농장,벌곡면,충청남도 논산시 벌곡면 어곡리 411,돼지,715,충청남도 논산시 축수산과,2024-09-30
에벤에셀농장,광석면,충청남도 논산시 광석면 중리 161,돼지,2000,충청남도 논산시 축수산과,2024-09-30
동호목장,상월면,충청남도 논산시 상월면 신충리 134-10,젖소,93,충청남도 논산시 축수산과,2024-09-30
연산농장,연산면,충청남도 논산시 연산면 장전리 344-1,돼지,2500,충청남도 논산시 축수산과,2024-09-30
연암농장,노성면,충청남도 논산시 노성면 구암리 234-3,돼지,1810,충청남도 논산시 축수산과,2024-09-30
연암농장2,광석면,충청남도 논산시 광석면 율리 310-9,돼지,1181,충청남도 논산시 축수산과,2024-09-30
연암농장3,광석면,충청남도 논산시 광석면 율리 308-21,돼지,430,충청남도 논산시 축수산과,2024-09-30
연합농장,양촌면,충청남도 논산시 양촌면 모촌리 142,돼지,4000,충청남도 논산시 축수산과,2024-09-30
범호농원,가야곡면,충청남도 논산시 가야곡면 양촌리 380-5,한우,100,충청남도 논산시 축수산과,2024-09-30
지족목장,부적면,충청남도 논산시 부적면 신교리 708-2,한우,100,충청남도 논산시 축수산과,2024-09-30
영섭농장,성동면,충청남도 논산시 성동면 정지리 271-1,한우,70,충청남도 논산시 축수산과,2024-09-30
영이농장,등화동,충청남도 논산시 등화동 108-7,한우,13,충청남도 논산시 축수산과,2024-09-30
영진농장,은진면,충청남도 논산시 은진면 교촌리 376-3,한우,1,충청남도 논산시 축수산과,2024-09-30
영진농장,광석면,충청남도 논산시 광석면 율리 317,한우,47,충청남도 논산시 축수산과,2024-09-30
영화농장,상월면,충청남도 논산시 상월면 지경리 101-1,한우,50,충청남도 논산시 축수산과,2024-09-30
예원농장,가야곡면,충청남도 논산시 가야곡면 강청리 609,한우,92,충청남도 논산시 축수산과,2024-09-30
오산농장,연산면,충청남도 논산시 연산면 오산리 371-18,한우,229,충청남도 논산시 축수산과,2024-09-30
오산농장2,연산면,충청남도 논산시 연산면 오산리 371-15,한우,132,충청남도 논산시 축수산과,2024-09-30
오**농장,은진면,충청남도 논산시 은진면 토양리 175-1,한우,50,충청남도 논산시 축수산과,2024-09-30
오일농장,연무읍,충청남도 논산시 연무읍 양지리 17,돼지,3000,충청남도 논산시 축수산과,2024-09-30
왕덕농장,연산면,충청남도 논산시 연산면 장전리 426,한우,35,충청남도 논산시 축수산과,2024-09-30
김** 축사,광석면,충청남도 논산시 광석면 중리 533-10,한우,100,충청남도 논산시 축수산과,2024-09-30
선진,연산면,충청남도 논산시 연산면 송산리 536-1,한우,100,충청남도 논산시 축수산과,2024-09-30
이** 축사,연무읍,충청남도 논산시 연무읍 신화리 1355-2,한우,100,충청남도 논산시 축수산과,2024-09-30
외성농장,부적면,충청남도 논산시 부적면 외성리 234-6,한우,53,충청남도 논산시 축수산과,2024-09-30
외송농장,연무읍,충청남도 논산시 연무읍 봉동리 1144-4,한우,19,충청남도 논산시 축수산과,2024-09-30
요동농장,양촌면,충청남도 논산시 양촌면 반암리 108,염소,6,충청남도 논산시 축수산과,2024-09-30
용범농장,채운면,충청남도 논산시 채운면 심암리 27,돼지,1000,충청남도 논산시 축수산과,2024-09-30
김**축사2,광석면,충청남도 논산시 광석면 갈산리 465-2,한우,105,충청남도 논산시 축수산과,2024-09-30
용성농장,연무읍,충청남도 논산시 연무읍 소룡리 495-2,돼지,600,충청남도 논산시 축수산과,2024-09-30
강**축사2,광석면,충청남도 논산시 광석면 중리 545-3,한우,107,충청남도 논산시 축수산과,2024-09-30
용호농장,상월면,충청남도 논산시 상월면 월오리 651-3,한우,29,충청남도 논산시 축수산과,2024-09-30
우곤농장,성동면,충청남도 논산시 성동면 우곤리 45,돼지,2000,충청남도 논산시 축수산과,2024-09-30
우리농장,연산면,충청남도 논산시 연산면 어은리 617-3,돼지,1900,충청남도 논산시 축수산과,2024-09-30
우성농장,연무읍,충청남도 논산시 연무읍 황화정리 1409-1,한우,16,충청남도 논산시 축수산과,2024-09-30
우연농장,부적면,충청남도 논산시 부적면 외성리 269-1,한우,102,충청남도 논산시 축수산과,2024-09-30
반암축산,양촌면,충청남도 논산시 양촌면 반암리 254-2,한우,114,충청남도 논산시 축수산과,2024-09-30
이**축사,가야곡면,충청남도 논산시 가야곡면 왕암리 140-8,한우,115,충청남도 논산시 축수산과,2024-09-30
우일농장,노성면,충청남도 논산시 노성면 읍내리 123-1,한우,50,충청남도 논산시 축수산과,2024-09-30
원남농장,성동면,충청남도 논산시 성동면 원남리 653-2,한우,10,충청남도 논산시 축수산과,2024-09-30
도**축사1,연산면,충청남도 논산시 연산면 어은리 512,한우,123,충청남도 논산시 축수산과,2024-09-30
원농장,연무읍,충청남도 논산시 연무읍 마전리 1062-9,돼지,3300,충청남도 논산시 축수산과,2024-09-30
원스농장,은진면,충청남도 논산시 은진면 연서리 산 25-1,산양,30,충청남도 논산시 축수산과,2024-09-30
월성농장,연무읍,충청남도 논산시 연무읍 황화정리 797-8,육우,2,충청남도 논산시 축수산과,2024-09-30
영무목장,광석면,충청남도 논산시 광석면 항월리 170,젖소,130,충청남도 논산시 축수산과,2024-09-30
용강목장,연산면,충청남도 논산시 연산면 신암리 87- 6,젖소,130,충청남도 논산시 축수산과,2024-09-30
월성농장,연무읍,충청남도 논산시 연무읍 황화정리 200- 7,젖소,80,충청남도 논산시 축수산과,2024-09-30
월촌농장,상월면,충청남도 논산시 상월면 대촌리 377,염소,30,충청남도 논산시 축수산과,2024-09-30
유**농장,상월면,충청남도 논산시 상월면 상도리 346-1,한우,23,충청남도 논산시 축수산과,2024-09-30
대한목장,벌곡면,충청남도 논산시 벌곡면 양산리 383,젖소,130,충청남도 논산시 축수산과,2024-09-30
유니농장,연산면,충청남도 논산시 연산면 송산리 536-1,한우,215,충청남도 논산시 축수산과,2024-09-30
유**농장,은진면,충청남도 논산시 은진면 방축리 668,한우,5,충청남도 논산시 축수산과,2024-09-30
유정농장,연무읍,충청남도 논산시 연무읍 황화정리 570-7,한우,11,충청남도 논산시 축수산과,2024-09-30
이**축사,노성면,충청남도 논산시 노성면 호암리 222-4,한우,133,충청남도 논산시 축수산과,2024-09-30
장** 축사,광석면,충청남도 논산시 광석면 산동리 385-11,한우,138,충청남도 논산시 축수산과,2024-09-30
거사목장,양촌면,충청남도 논산시 양촌면 거사리 346-1,젖소,140,충청남도 논산시 축수산과,2024-09-30
최**축사,연산면,충청남도 논산시 연산면 어은리 438,한우,142,충청남도 논산시 축수산과,2024-09-30
유희농장,연산면,충청남도 논산시 연산면 장전리 421,한우,60,충청남도 논산시 축수산과,2024-09-30
율리농장,광석면,충청남도 논산시 광석면 율리 310-49,돼지,1300,충청남도 논산시 축수산과,2024-09-30
한솔목장,광석면,충청남도 논산시 광석면 사월리 184-4,젖소,148,충청남도 논산시 축수산과,2024-09-30
은하수농장,광석면,충청남도 논산시 광석면 천동리 186-3,염소,1,충청남도 논산시 축수산과,2024-09-30
은자목장,광석면,충청남도 논산시 광석면 갈산리 120-1,젖소,150,충청남도 논산시 축수산과,2024-09-30
영광목장,양촌면,충청남도 논산시 양촌면 거사리 346-1,한우,150,충청남도 논산시 축수산과,2024-09-30
은혜농장,광석면,충청남도 논산시 광석면 이사리 388-2,한우,60,충청남도 논산시 축수산과,2024-09-30
한**목장,은진면,충청남도 논산시 은진면 시묘리 188-2,한우,150,충청남도 논산시 축수산과,2024-09-30
이**농장,연산면,충청남도 논산시 연산면 송정리 185-1,사슴,2,충청남도 논산시 축수산과,2024-09-30
이**농장,연산면,충청남도 논산시 연산면 한전리 43,한우,5,충청남도 논산시 축수산과,2024-09-30
이**농장,가야곡면,충청남도 논산시 가야곡면 야촌리 373-2,한우,5,충청남도 논산시 축수산과,2024-09-30
이**농장,연무읍,충청남도 논산시 연무읍 죽평리 84,한우,7,충청남도 논산시 축수산과,2024-09-30
광성목장,연무읍,충청남도 논산시 연무읍 황화정리 152-2,젖소,158,충청남도 논산시 축수산과,2024-09-30
이**농장,성동면,충청남도 논산시 성동면 정지리 296-36,한우,19,충청남도 논산시 축수산과,2024-09-30
상월목장,상월면,충청남도 논산시 상월면 신충리 20-6,젖소,160,충청남도 논산시 축수산과,2024-09-30
이유농장,광석면,충청남도 논산시 광석면 갈산리 732-9,한우,150,충청남도 논산시 축수산과,2024-09-30
이정농장,가야곡면,충청남도 논산시 가야곡면 삼전리 793,염소,3,충청남도 논산시 축수산과,2024-09-30
대일목장,광석면,충청남도 논산시 광석면 중리 86-2,젖소,165,충청남도 논산시 축수산과,2024-09-30
이**농장,가야곡면,충청남도 논산시 가야곡면 등리 172-1,한우,4,충청남도 논산시 축수산과,2024-09-30
박**축사,연무읍,충청남도 논산시 연무읍 신화리 1384-12,한우,172,충청남도 논산시 축수산과,2024-09-30
정**축사,연산면,충청남도 논산시 연산면 송산리 554-4,한우,172,충청남도 논산시 축수산과,2024-09-30
이**농장,광석면,충청남도 논산시 광석면 천동리 244-13,한우,53,충청남도 논산시 축수산과,2024-09-30
논산목장,광석면,충청남도 논산시 광석면 왕전리 514,젖소,180,충청남도 논산시 축수산과,2024-09-30
솔안목장,성동면,충청남도 논산시 성동면 월성리 250,젖소,180,충청남도 논산시 축수산과,2024-09-30
명암목장,양촌면,충청남도 논산시 양촌면 명암리 263,젖소,180,충청남도 논산시 축수산과,2024-09-30
등리한우작목반,가야곡면,충청남도 논산시 가야곡면 등리 342-2,한우,185,충청남도 논산시 축수산과,2024-09-30
이**농장,강산동,충청남도 논산시 강산동 463,한우,5,충청남도 논산시 축수산과,2024-09-30
이**농장,가야곡면,충청남도 논산시 가야곡면 삼전리 536,한우,7,충청남도 논산시 축수산과,2024-09-30
이화농장,벌곡면,충청남도 논산시 벌곡면 만목리 404,돼지,500,충청남도 논산시 축수산과,2024-09-30
일진농장,광석면,충청남도 논산시 광석면 득윤리 355-8,한우,30,충청남도 논산시 축수산과,2024-09-30
일팔농장,연무읍,충청남도 논산시 연무읍 소룡리 638-52,한우,10,충청남도 논산시 축수산과,2024-09-30
도**축사2,연산면,충청남도 논산시 연산면 사포리 586-9,한우,200,충청남도 논산시 축수산과,2024-09-30
임리농장,연산면,충청남도 논산시 연산면 임리 136,한우,4,충청남도 논산시 축수산과,2024-09-30
임마누엘 농장,성동면,충청남도 논산시 성동면 원남리 653,돼지,500,충청남도 논산시 축수산과,2024-09-30
임**농장,가야곡면,충청남도 논산시 가야곡면 함적리 243-1,한우,17,충청남도 논산시 축수산과,2024-09-30
강**축사,광석면,충청남도 논산시 광석면 중리 545-1,한우,215,충청남도 논산시 축수산과,2024-09-30
임**농장,부적면,충청남도 논산시 부적면 반송리 92,산양,20,충청남도 논산시 축수산과,2024-09-30
월랑목장,부적면,충청남도 논산시 부적면 덕평리 1085-16,한우,220,충청남도 논산시 축수산과,2024-09-30
임화농장,양촌면,충청남도 논산시 양촌면 임화리 632,한우,35,충청남도 논산시 축수산과,2024-09-30
차**축사,부적면,충청남도 논산시 부적면 외성리 490-1,한우,225,충청남도 논산시 축수산과,2024-09-30
자연농장,광석면,충청남도 논산시 광석면 중리 162,돼지,2000,충청남도 논산시 축수산과,2024-09-30
장성농장,연무읍,충청남도 논산시 연무읍 황화정리 812-9,젖소,60,충청남도 논산시 축수산과,2024-09-30
박** 축사,연무읍,충청남도 논산시 연무읍 신화리 1384-10,한우,229,충청남도 논산시 축수산과,2024-09-30
장수농장,광석면,충청남도 논산시 광석면 갈산리 714-1,한우,10,충청남도 논산시 축수산과,2024-09-30
장**농장,노성면,충청남도 논산시 노성면 화곡리 224,한우,12,충청남도 논산시 축수산과,2024-09-30
재령농장,성동면,충청남도 논산시 성동면 원남리 39-2,한우,100,충청남도 논산시 축수산과,2024-09-30
저팔계농장,광석면,충청남도 논산시 광석면 중리 163-3,돼지,1914,충청남도 논산시 축수산과,2024-09-30
정돈농장,연무읍,충청남도 논산시 연무읍 봉동리 1662-4,한우,50,충청남도 논산시 축수산과,2024-09-30
정돈농장2,연무읍,충청남도 논산시 연무읍 봉동리 1663-2,한우,161,충청남도 논산시 축수산과,2024-09-30
명천팜스,연무읍,충청남도 논산시 연무읍 봉동리 1294-17,돼지,300,충청남도 논산시 축수산과,2024-09-30
정섭농장,광석면,충청남도 논산시 광석면 오강리 422-2,한우,50,충청남도 논산시 축수산과,2024-09-30
문** 축사,광석면,충청남도 논산시 광석면 중리 549-6,한우,316,충청남도 논산시 축수산과,2024-09-30
문빵글,광석면,충청남도 논산시 광석면 중리 549-7,한우,327,충청남도 논산시 축수산과,2024-09-30
정** 농장,광석면,충청남도 논산시 광석면 중리 533-1,한우,30,충청남도 논산시 축수산과,2024-09-30
제룡농장,연무읍,충청남도 논산시 연무읍 동산리 836,한우,18,충청남도 논산시 축수산과,2024-09-30
천두영농조합법인,광석면,충청남도 논산시 광석면 갈산리 132-1,한우,357,충청남도 논산시 축수산과,2024-09-30
제일농장,채운면,충청남도 논산시 채운면 우기리 129-1,한우,1,충청남도 논산시 축수산과,2024-09-30
도시강윤팜,은진면,충청남도 논산시 은진면 방축리 104-1,한우,384,충청남도 논산시 축수산과,2024-09-30
제일농장,채운면,충청남도 논산시 채운면 화정리 137-1,한우,40,충청남도 논산시 축수산과,2024-09-30
제일농장B,채운면,충청남도 논산시 채운면 삼거리 1030-1,한우,371,충청남도 논산시 축수산과,2024-09-30
조양농장(한** 축사),광석면,충청남도 논산시 광석면 중리 534- 8,한우,20,충청남도 논산시 축수산과,2024-09-30
조** 농장,양촌면,충청남도 논산시 양촌면 석서리 21- 4,한우,30,충청남도 논산시 축수산과,2024-09-30
조**농장,광석면,충청남도 논산시 광석면 이사리 201-3,산양,10,충청남도 논산시 축수산과,2024-09-30
대성한우,연무읍,충청남도 논산시 연무읍 신화리 1353-5,한우,438,충청남도 논산시 축수산과,2024-09-30
종문농장,노성면,충청남도 논산시 노성면 장구리 276-20,한우,4,충청남도 논산시 축수산과,2024-09-30
종현농장,광석면,충청남도 논산시 광석면 갈산리 618-6,한우,40,충청남도 논산시 축수산과,2024-09-30
주현농장,은진면,충청남도 논산시 은진면 시묘리 612-1,돼지,2000,충청남도 논산시 축수산과,2024-09-30
중리농장,광석면,충청남도 논산시 광석면 중리 180,돼지,1300,충청남도 논산시 축수산과,2024-09-30
중산농장,양촌면,충청남도 논산시 양촌면 중산리 639,염소,50,충청남도 논산시 축수산과,2024-09-30
중토농장,연무읍,충청남도 논산시 연무읍 양지리 25,돼지,2111,충청남도 논산시 축수산과,2024-09-30
지산농장,광석면,충청남도 논산시 광석면 갈산리 727-1,한우,26,충청남도 논산시 축수산과,2024-09-30
지혜농장,연산면,충청남도 논산시 연산면 백석리 343,한우,10,충청남도 논산시 축수산과,2024-09-30
진명농장,연무읍,충청남도 논산시 연무읍 신화리 1357-13,한우,250,충청남도 논산시 축수산과,2024-09-30
진보농장,광석면,충청남도 논산시 광석면 항월리 산 38,염소,20,충청남도 논산시 축수산과,2024-09-30
진산농장,양촌면,충청남도 논산시 양촌면 모촌리 126,산양,350,충청남도 논산시 축수산과,2024-09-30
성원종축(주),상월면,충청남도 논산시 상월면 대명리 14-29,한우,521,충청남도 논산시 축수산과,2024-09-30
진환농장,연무읍,충청남도 논산시 연무읍 신화리 1354-2,한우,200,충청남도 논산시 축수산과,2024-09-30
진회농장,광석면,충청남도 논산시 광석면 율리 310-34,돼지,160,충청남도 논산시 축수산과,2024-09-30
차령농장,연산면,충청남도 논산시 연산면 장전리 47-6,한우,70,충청남도 논산시 축수산과,2024-09-30
차령농장,광석면,충청남도 논산시 광석면 왕전리 510-6,한우,450,충청남도 논산시 축수산과,2024-09-30
양화축산,광석면,충청남도 논산시 광석면 율리 310-10,돼지,600,충청남도 논산시 축수산과,2024-09-30
무궁화목장,노성면,충청남도 논산시 노성면 읍내리 346-3,한우,600,충청남도 논산시 축수산과,2024-09-30
차봉농장,성동면,충청남도 논산시 성동면 화정리 454-1,한우,3,충청남도 논산시 축수산과,2024-09-30
창성농장,연무읍,충청남도 논산시 연무읍 고내리 234,한우,17,충청남도 논산시 축수산과,2024-09-30
창세농장,채운면,충청남도 논산시 채운면 용화리 39,한우,20,충청남도 논산시 축수산과,2024-09-30
채연농장,광석면,충청남도 논산시 광석면 산동리 82-4,한우,23,충청남도 논산시 축수산과,2024-09-30
농업회사법인 유한회사 양지,연무읍,충청남도 논산시 연무읍 봉동리 61,돼지,695,충청남도 논산시 축수산과,2024-09-30
청도농장,부적면,충청남도 논산시 부적면 덕평리 349-8,한우,84,충청남도 논산시 축수산과,2024-09-30
청명농장,양촌면,충청남도 논산시 양촌면 석서리 122-2,한우,65,충청남도 논산시 축수산과,2024-09-30
청운농장,연무읍,충청남도 논산시 연무읍 봉동리 1333-48,한우,6,충청남도 논산시 축수산과,2024-09-30
청운농장,연무읍,충청남도 논산시 연무읍 죽본리 250,한우,32,충청남도 논산시 축수산과,2024-09-30
청운농장,벌곡면,충청남도 논산시 벌곡면 어곡리 162-2,돼지,102,충청남도 논산시 축수산과,2024-09-30
청운농장,연무읍,충청남도 논산시 연무읍 죽본리 369-5,돼지,1200,충청남도 논산시 축수산과,2024-09-30
최**농장,양촌면,충청남도 논산시 양촌면 도평리 104-2,한우,1,충청남도 논산시 축수산과,2024-09-30
최**농장,연산면,충청남도 논산시 연산면 신암리 169-5,한우,25,충청남도 논산시 축수산과,2024-09-30
최** 농장,상월면,충청남도 논산시 상월면 학당리 64-7,한우,4,충청남도 논산시 축수산과,2024-09-30
최**농장,가야곡면,충청남도 논산시 가야곡면 조정리 166-2,한우,13,충청남도 논산시 축수산과,2024-09-30
최**농장,연무읍,충청남도 논산시 연무읍 고내리 823-4,한우,9,충청남도 논산시 축수산과,2024-09-30
축복농장,은진면,충청남도 논산시 은진면 성덕리 369,한우,20,충청남도 논산시 축수산과,2024-09-30
충곡농장,부적면,충청남도 논산시 부적면 충곡리 10-10,한우,50,충청남도 논산시 축수산과,2024-09-30
충남농장,광석면,충청남도 논산시 광석면 왕전리 396-1,한우,23,충청남도 논산시 축수산과,2024-09-30
청심,연산면,충청남도 논산시 연산면 장전리 741-4,돼지,989,충청남도 논산시 축수산과,2024-09-30
태경농장,상월면,충청남도 논산시 상월면 학당리 58-2,한우,92,충청남도 논산시 축수산과,2024-09-30
태양농장,채운면,충청남도 논산시 채운면 삼거리 1009-2,한우,6,충청남도 논산시 축수산과,2024-09-30
태양농장,상월면,충청남도 논산시 상월면 지경리 409-3,한우,26,충청남도 논산시 축수산과,2024-09-30
태영농장,상월면,충청남도 논산시 상월면 대촌리 65-4,한우,1,충청남도 논산시 축수산과,2024-09-30
태정농장,연무읍,충청남도 논산시 연무읍 동산리 194,산양,40,충청남도 논산시 축수산과,2024-09-30
태평농장,연무읍,충청남도 논산시 연무읍 마전리 776-17,돼지,2500,충청남도 논산시 축수산과,2024-09-30
평지농장,연무읍,충청남도 논산시 연무읍 소룡리 258,돼지,1126,충청남도 논산시 축수산과,2024-09-30
푸른흑염소농장,상월면,충청남도 논산시 상월면 대우리 229,염소,50,충청남도 논산시 축수산과,2024-09-30
하나농장,광석면,충청남도 논산시 광석면 율리 산 52,돼지,50,충청남도 논산시 축수산과,2024-09-30
하나농장,광석면,충청남도 논산시 광석면 중리 157-1,산양,100,충청남도 논산시 축수산과,2024-09-30
하나농장,광석면,충청남도 논산시 광석면 율리 310-38,돼지,608,충청남도 논산시 축수산과,2024-09-30
농업회사법인 진터 주식회사,연무읍,충청남도 논산시 연무읍 마전리 1062-17,돼지,1230,충청남도 논산시 축수산과,2024-09-30
하나농장2,광석면,충청남도 논산시 광석면 율리 310-55,돼지,450,충청남도 논산시 축수산과,2024-09-30
하나한우농장,광석면,충청남도 논산시 광석면 율리 310-59,한우,10,충청남도 논산시 축수산과,2024-09-30
하늘농장,광석면,충청남도 논산시 광석면 왕전리 510-3,한우,150,충청남도 논산시 축수산과,2024-09-30
하늘농장 5,광석면,충청남도 논산시 광석면 율리 314,돼지,200,충청남도 논산시 축수산과,2024-09-30
하늘농장1,광석면,충청남도 논산시 광석면 율리 310-41,돼지,1200,충청남도 논산시 축수산과,2024-09-30
하늘농장2,광석면,충청남도 논산시 광석면 율리 310-45,돼지,700,충청남도 논산시 축수산과,2024-09-30
하늘농장3,광석면,충청남도 논산시 광석면 율리 310-58,돼지,750,충청남도 논산시 축수산과,2024-09-30
하늘농장4,광석면,충청남도 논산시 광석면 율리 69-3,돼지,750,충청남도 논산시 축수산과,2024-09-30
하늘농장6,광석면,충청남도 논산시 광석면 율리 310-57,한우,246,충청남도 논산시 축수산과,2024-09-30
성희팜스,연산면,충청남도 논산시 연산면 덕암리 496-8,돼지,1600,충청남도 논산시 축수산과,2024-09-30
번영팜,상월면,충청남도 논산시 상월면 상도리 482-21,돼지,1700,충청남도 논산시 축수산과,2024-09-30
하늘농장7,광석면,충청남도 논산시 광석면 율리 310-12,돼지,30,충청남도 논산시 축수산과,2024-09-30
하란농장,연산면,충청남도 논산시 연산면 연산리 423-2,한우,30,충청남도 논산시 축수산과,2024-09-30
하얀농장,양촌면,충청남도 논산시 양촌면 도평리 141-1,한우,4,충청남도 논산시 축수산과,2024-09-30
학당농장,상월면,충청남도 논산시 상월면 학당리 262,한우,2,충청남도 논산시 축수산과,2024-09-30
한강농장,연무읍,충청남도 논산시 연무읍 죽본리 622,돼지,2500,충청남도 논산시 축수산과,2024-09-30
한길농장,연산면,충청남도 논산시 연산면 송정리 313,한우,3,충청남도 논산시 축수산과,2024-09-30
한길농장,채운면,충청남도 논산시 채운면 심암리 61-14,한우,22,충청남도 논산시 축수산과,2024-09-30
논산복돈,광석면,충청남도 논산시 광석면 중리 174,돼지,1842,충청남도 논산시 축수산과,2024-09-30
한라농장,연무읍,충청남도 논산시 연무읍 소룡리 410-1,돼지,1422,충청남도 논산시 축수산과,2024-09-30
한솔농장,광석면,충청남도 논산시 광석면 오강리 30-4,한우,2,충청남도 논산시 축수산과,2024-09-30
한솔농장,연산면,충청남도 논산시 연산면 장전리 47-1,한우,5,충청남도 논산시 축수산과,2024-09-30
한솔농장,양촌면,충청남도 논산시 양촌면 도평리 508,한우,37,충청남도 논산시 축수산과,2024-09-30
한신농장,양촌면,충청남도 논산시 양촌면 석서리 293-1,한우,23,충청남도 논산시 축수산과,2024-09-30
한우농장,은진면,충청남도 논산시 은진면 남산리 514-3,한우,30,충청남도 논산시 축수산과,2024-09-30
(주)해피팜스,연산면,충청남도 논산시 연산면 화악리 587-2,돼지,2000,충청남도 논산시 축수산과,2024-09-30
한일농장,부적면,충청남도 논산시 부적면 반송리 6-3,한우,20,충청남도 논산시 축수산과,2024-09-30
한전농장,연산면,충청남도 논산시 연산면 한전리 271-10,한우,16,충청남도 논산시 축수산과,2024-09-30
한천농장,광석면,충청남도 논산시 광석면 중리 129,한우,60,충청남도 논산시 축수산과,2024-09-30
농업회사법인 디딤돌,광석면,충청남도 논산시 광석면 중리 172,돼지,2000,충청남도 논산시 축수산과,2024-09-30
해성농장,광석면,충청남도 논산시 광석면 중리 68-38,돼지,1700,충청남도 논산시 축수산과,2024-09-30
햇살 염소농장,가야곡면,충청남도 논산시 가야곡면 양촌리 596-2,염소,80,충청남도 논산시 축수산과,2024-09-30
행복한 은혜농장,부적면,충청남도 논산시 부적면 마구평리 346-4,한우,127,충청남도 논산시 축수산과,2024-09-30
행복한농장,벌곡면,충청남도 논산시 벌곡면 양산리 395-1,한우,38,충청남도 논산시 축수산과,2024-09-30
행운농장,연산면,충청남도 논산시 연산면 송정리 392,한우,39,충청남도 논산시 축수산과,2024-09-30
현대농장,연무읍,충청남도 논산시 연무읍 양지리 21-4,돼지,3300,충청남도 논산시 축수산과,2024-09-30
현명농장,연무읍,충청남도 논산시 연무읍 동산리 393,돼지,600,충청남도 논산시 축수산과,2024-09-30
한국 축산 농원,노성면,충청남도 논산시 노성면 읍내리 263-1,돼지,2500,충청남도 논산시 축수산과,2024-09-30
현영농장,채운면,충청남도 논산시 채운면 야화리 34-2,한우,16,충청남도 논산시 축수산과,2024-09-30
현인준효농장,양촌면,충청남도 논산시 양촌면 채광리 89-2,한우,5,충청남도 논산시 축수산과,2024-09-30
현진농장,광석면,충청남도 논산시 광석면 오강리 477-1,한우,6,충청남도 논산시 축수산과,2024-09-30
현진농장,광석면,충청남도 논산시 광석면 오강리 478-1,한우,162,충청남도 논산시 축수산과,2024-09-30
현풍농장,성동면,충청남도 논산시 성동면 원북리 195,돼지,500,충청남도 논산시 축수산과,2024-09-30
형제농장,노성면,충청남도 논산시 노성면 하도리 19-7,한우,58,충청남도 논산시 축수산과,2024-09-30
형진농장,양촌면,충청남도 논산시 양촌면 석서리 121-10,한우,88,충청남도 논산시 축수산과,2024-09-30
