축산업종류,사업장명칭,주사육업종,사업장소재지, 사육두수 ,데이터기준일자
가축사육업,선우농장3,한우,전북특별자치도 부안군 백산면 대수리 892번지 1호  ,23,2025-11-14
가축사육업,산돌흑염소농장,염소,전북특별자치도 부안군 주산면 사산리 609번지 23호  ,100,2025-11-14
가축사육업,박OO농장,한우,전북특별자치도 부안군 주산면 사산리 838번지 9호  ,10,2025-11-14
가축사육업,햇살농장,육계,전북특별자치도 부안군 계화면 궁안리 2367번지 2호  ,60000,2025-11-14
가축사육업,동암농장,육계,전북특별자치도 부안군 계화면 궁안리 2409번지 8호 외 1필지(2409-9) ,94240,2025-11-14
가축사육업,원동우사,한우,전북특별자치도 부안군 줄포면 장동리 129번지 27호  ,20,2025-11-14
가축사육업,윤호농장,한우,전북특별자치도 부안군 백산면 거룡리 962번지  ,100,2025-11-14
가축사육업,유정농장,육계,전북특별자치도 부안군 동진면 안성리 1845번지 3호  ,60000,2025-11-14
가축사육업,이OO농장,한우,전북특별자치도 부안군 보안면 남포리 261번지 1호  ,9,2025-11-14
가축사육업,상기농장,한우,전북특별자치도 부안군 부안읍 내요리 331번지  ,25,2025-11-14
가축사육업,자연농장,한우,전북특별자치도 부안군 부안읍 내요리 1150번지  ,120,2025-11-14
가축사육업,부자농장,한우,전북특별자치도 부안군 백산면 거룡리 810번지  ,100,2025-11-14
가축사육업,후다닭농장,육계,전북특별자치도 부안군 계화면 궁안리 2327번지 6호 외 1필지 ,50000,2025-11-14
가축사육업,서원농장,한우,전북특별자치도 부안군 행안면 삼간리 2100번지 1호  ,100,2025-11-14
가축사육업,백석농장,한우,전북특별자치도 부안군 행안면 대초리 1016번지 3호  ,140,2025-11-14
가축사육업,병수농장,한우,전북특별자치도 부안군 백산면 하청리 631번지 6호  ,5,2025-11-14
가축사육업,봉서농장,한우,전북특별자치도 부안군 백산면 원천리 698번지  ,100,2025-11-14
가축사육업,현진1농장,한우,전북특별자치도 부안군 백산면 대수리 895번지 8호  ,350,2025-11-14
가축사육업,강회농장,한우,전북특별자치도 부안군 보안면 유천리 228번지 19호  ,12,2025-11-14
가축사육업,허OO농장,한우,전북특별자치도 부안군 백산면 대수리 954번지 8호  ,29,2025-11-14
가축사육업,선우농장,한우,전북특별자치도 부안군 백산면 원천리 701번지  ,195,2025-11-14
가축사육업,다원농장,한우,전북특별자치도 부안군 보안면 월천리 996번지  ,150,2025-11-14
가축사육업,대림농장,한우,전북특별자치도 부안군 백산면 대죽리 320번지 1호  ,1,2025-11-14
가축사육업,은빛농장,한우,전북특별자치도 부안군 계화면 궁안리 2370번지 13호  ,200,2025-11-14
가축사육업,유진농장,한우,전북특별자치도 부안군 보안면 월천리 490번지 1호  ,5,2025-11-14
가축사육업,다온농장,한우,전북특별자치도 부안군 백산면 신평리 580번지 1호  ,120,2025-11-14
가축사육업,유정농장,육우,"전북특별자치도 부안군 상서면 감교리 748번지 7호 외 3필지(799-66,799-67,800-15) ",123,2025-11-14
가축사육업,가야축산,한우,전북특별자치도 부안군 백산면 대수리 959번지 12호  ,182,2025-11-14
가축사육업,너래안농장,한우,전북특별자치도 부안군 백산면 대수리 959번지 12호  ,182,2025-11-14
가축사육업,신천농장,한우,전북특별자치도 부안군 주산면 덕림리 1093번지  ,79,2025-11-14
가축사육업,성진농장,한우,"전북특별자치도 부안군 보안면 우동리 464번지 1호 외 3필지(464-3, 464-5, 464-12) ",100,2025-11-14
가축사육업,황재농장,한우,전북특별자치도 부안군 줄포면 장동리 233번지  ,20,2025-11-14
가축사육업,푸른농장,한우,전북특별자치도 부안군 보안면 남포리 740번지 2호  ,100,2025-11-14
가축사육업,장화농장2,한우,전북특별자치도 부안군 부안읍 내요리 1139번지  ,170,2025-11-14
가축사육업,인성농장,한우,전북특별자치도 부안군 계화면 궁안리 2124번지 3호  ,3,2025-11-14
가축사육업,신화농장,한우,전북특별자치도 부안군 행안면 대초리 1121번지 1호  ,169,2025-11-14
가축사육업,원천농장,한우,전북특별자치도 부안군 보안면 남포리 785번지 4호  ,50,2025-11-14
가축사육업,용정농장,한우,전북특별자치도 부안군 주산면 갈촌리 734번지 1호  ,10,2025-11-14
가축사육업,부안 기러기농장2,기러기,전북특별자치도 부안군 부안읍 내요리 55번지  ,1000,2025-11-14
가축사육업,구담농장,한우,전북특별자치도 부안군 주산면 소주리 545번지 2호  ,11,2025-11-14
가축사육업,노을지는농장,한우,전북특별자치도 부안군 주산면 동정리 757번지  ,120,2025-11-14
가축사육업,둥이농장,한우,전북특별자치도 부안군 백산면 대수리 959번지 13호  ,93,2025-11-14
가축사육업,윤OO,한우,전북특별자치도 부안군 백산면 죽림리 803번지  ,15,2025-11-14
가축사육업,우진농장,한우,전북특별자치도 부안군 계화면 궁안리 2053번지 1호  ,10,2025-11-14
가축사육업,대초농장,한우,전북특별자치도 부안군 행안면 대초리 1124번지 4호  ,120,2025-11-14
가축사육업,행복한농장,한우,전북특별자치도 부안군 주산면 동정리 750번지  ,50,2025-11-14
가축사육업,도은농장,한우,전북특별자치도 부안군 행안면 대초리 1091번지 1호  ,50,2025-11-14
가축사육업,YS농장,한우,전북특별자치도 부안군 부안읍 신흥리 698번지 3호  ,143,2025-11-14
가축사육업,고잔농장,한우,전북특별자치도 부안군 상서면 고잔리 516번지 3호  ,30,2025-11-14
가축사육업,광산농장,한우,전북특별자치도 부안군 부안읍 내요리 566번지 3호  ,5,2025-11-14
가축사육업,에덴농장,육계,전북특별자치도 부안군 행안면 대초리 1005번지 9호  ,60000,2025-11-14
가축사육업,산돌농원(제1농장),육계,전북특별자치도 부안군 주산면 사산리 609번지 11호  ,67000,2025-11-14
가축사육업,대성농장,한우,전북특별자치도 부안군 줄포면 줄포리 992번지  ,165,2025-11-14
가축사육업,산돌농장,한우,전북특별자치도 부안군 주산면 사산리 932번지  ,199,2025-11-14
가축사육업,나래농장2,육계,전북특별자치도 부안군 계화면 양산리 2535번지 6호  ,62000,2025-11-14
가축사육업,나래1농장,육계,전북특별자치도 부안군 계화면 양산리 2535번지 3호  ,64000,2025-11-14
가축사육업,나봄2농장,육계,전북특별자치도 부안군 계화면 양산리 2535번지 5호  ,64000,2025-11-14
가축사육업,나봄1농장,육계,전북특별자치도 부안군 계화면 양산리 2535번지 1호  ,74000,2025-11-14
가축사육업,부자농장,한우,전북특별자치도 부안군 상서면 장동리 1034번지 7호  ,300,2025-11-14
가축사육업,현진2농장,한우,전북특별자치도 부안군 백산면 대수리 895번지 11호  ,100,2025-11-14
가축사육업,웰피그-홍성수농장2,한우,전북특별자치도 부안군 보안면 유천리 1292번지 5호 외 1필지(1292-4) ,390,2025-11-14
가축사육업,현우농장,한우,전북특별자치도 부안군 상서면 감교리 845번지 5호  ,20,2025-11-14
가축사육업,김OO농장,한우,전북특별자치도 부안군 보안면 신복리 367번지  ,3,2025-11-14
가축사육업,은혜농장,한우,전북특별자치도 부안군 부안읍 내요리 1157번지  ,50,2025-11-14
가축사육업,웰피그-홍성수농장3,한우,전북특별자치도 부안군 보안면 유천리 1292번지 1호  ,195,2025-11-14
가축사육업,유OO농장,한우,전북특별자치도 부안군 주산면 동정리 806번지  ,100,2025-11-14
가축사육업,상승농장,한우,전북특별자치도 부안군 주산면 돈계리 780번지 1호  ,100,2025-11-14
가축사육업,현아농장,한우,전북특별자치도 부안군 행안면 대초리 1124번지 5호  ,10,2025-11-14
가축사육업,SH농장,한우,전북특별자치도 부안군 행안면 대초리 1030번지 6호  ,114,2025-11-14
가축사육업,유림농장,육계,전북특별자치도 부안군 동진면 안성리 1845번지 2호  ,60000,2025-11-14
가축사육업,현수농장,한우,전북특별자치도 부안군 주산면 소산리 531번지  ,90,2025-11-14
가축사육업,부안청보리 한우농장,한우,전북특별자치도 부안군 부안읍 신운리 65번지 10호  ,60,2025-11-14
가축사육업,김OO농장,한우,전북특별자치도 부안군 부안읍 모산리 1147번지 1호  ,5,2025-11-14
가축사육업,동산농장,육계,전북특별자치도 부안군 행안면 대초리 1005번지 6호  ,65000,2025-11-14
가축사육업,경인농장,한우,전북특별자치도 부안군 주산면 사산리 1173번지 35호  ,80,2025-11-14
가축사육업,수연농장,한우,전북특별자치도 부안군 줄포면 대동리 1208번지 5호  ,64,2025-11-14
가축사육업,서석농장,한우,전북특별자치도 부안군 행안면 삼간리 2156번지 3호  ,30,2025-11-14
가축사육업,들녘농장,한우,전북특별자치도 부안군 백산면 대수리 703번지  ,10,2025-11-14
가축사육업,승이목장,한우,전북특별자치도 부안군 보안면 상림리 891번지 5호 외 1필지(891-6) ,10,2025-11-14
가축사육업,황OO농장1,한우,전북특별자치도 부안군 행안면 대초리 1128번지 7호  ,10,2025-11-14
가축사육업,황OO농장2,한우,전북특별자치도 부안군 행안면 대초리 1128번지 7호 주2동 ,10,2025-11-14
가축사육업,추OO농장,한우,전북특별자치도 부안군 백산면 원천리 569번지 외 1필지 ,10,2025-11-14
가축사육업,금호농장,한우,전북특별자치도 부안군 백산면 죽림리 1052번지 6호  ,10,2025-11-14
가축사육업,금호농장2,한우,전북특별자치도 부안군 백산면 죽림리 1051번지 6호  ,10,2025-11-14
가축사육업,장화농장5,한우,전북특별자치도 부안군 부안읍 내요리 1148번지  ,108,2025-11-14
가축사육업,금강농장,한우,전북특별자치도 부안군 상서면 감교리 813번지 25호  ,10,2025-11-14
가축사육업,은성농장,한우,전북특별자치도 부안군 부안읍 내요리 1238번지 3호  ,20,2025-11-14
가축사육업,인호농장,한우,"전북특별자치도 부안군 주산면 돈계리 180번지 1호 외 2필지(181, 183) ",5,2025-11-14
가축사육업,윤순농장,한우,전북특별자치도 부안군 백산면 죽림리 1068번지 8호  ,20,2025-11-14
가축사육업,현민한우농장,한우,전북특별자치도 부안군 행안면 신기리 991번지 4호  ,24,2025-11-14
가축사육업,한우사랑농장,한우,전북특별자치도 부안군 보안면 상림리 486번지 19호  ,27,2025-11-14
가축사육업,보리목장2,한우,전북특별자치도 부안군 주산면 백석리 913번지 2호  ,128,2025-11-14
가축사육업,재연농장,한우,"전북특별자치도 부안군 백산면 하청리 289번지 , 주2동 ",2,2025-11-14
가축사육업,대성농장,한우,전북특별자치도 부안군 행안면 대초리 1011번지 5호  ,94,2025-11-14
가축사육업,도겸목장,한우,전북특별자치도 부안군 계화면 궁안리 2290번지 4호  ,256,2025-11-14
가축사육업,장화농장6,한우,전북특별자치도 부안군 계화면 궁안리 2290번지 5호  ,87,2025-11-14
가축사육업,가야축산,한우,전북특별자치도 부안군 백산면 죽림리 1087번지 12호  ,1,2025-11-14
가축사육업,가야축산,한우,전북특별자치도 부안군 백산면 죽림리 1087번지 13호  ,228,2025-11-14
가축사육업,태화농장,한우,전북특별자치도 부안군 행안면 역리 532번지  ,7,2025-11-14
가축사육업,새만금농장,염소,전북특별자치도 부안군 보안면 월천리 986-12 ,0,2025-11-14
가축사육업,민지농장,한우,전북특별자치도 부안군 주산면 사산리 1008번지  ,30,2025-11-14
가축사육업,대현농장,한우,전북특별자치도 부안군 계화면 궁안리 2053번지 4호  ,157,2025-11-14
가축사육업,민주농장,한우,전북특별자치도 부안군 부안읍 모산리 1063번지 5호  ,60,2025-11-14
가축사육업,백산제일농장,한우,"전북특별자치도 부안군 백산면 대죽리 230번지 ,231,232 ",77,2025-11-14
가축사육업,민철농장,한우,전북특별자치도 부안군 백산면 대수리 957번지 11호  ,69,2025-11-14
가축사육업,민철1농장,한우,전북특별자치도 부안군 백산면 대수리 957번지 10호  ,0,2025-11-14
가축사육업,대성농장,한우,"전북특별자치도 부안군 줄포면 줄포리 991번지 , 1099-3 ",116,2025-11-14
가축사육업,한울농장,한우,전북특별자치도 부안군 동진면 동전리 1416번지  ,141,2025-11-14
가축사육업,입석리농장,염소,전북특별자치도 부안군 보안면 상입석리 산 58번지 1호  ,20,2025-11-14
가축사육업,종가집한우농장,한우,전북특별자치도 부안군 주산면 백석리 914번지 5호  ,91,2025-11-14
가축사육업,승현농장,한우,"전북특별자치도 부안군 줄포면 우포리 108번지 11호 외 2필지(108-15, 108-16) ",35,2025-11-14
가축사육업,클로버농장,한우,전북특별자치도 부안군 부안읍 신흥리 107번지  ,89,2025-11-14
가축사육업,태양농장,한우,전북특별자치도 부안군 행안면 대초리 1037번지 1호  ,206,2025-11-14
가축사육업,송승용농장,한우,전북특별자치도 부안군 줄포면 장동리 889번지 1호  ,249,2025-11-14
가축사육업,김규철농장,한우,전북특별자치도 부안군 주산면 덕림리 252번지 1호 외 1필지(252-3) ,64,2025-11-14
가축사육업,초연농장2,한우,전북특별자치도 부안군 상서면 감교리 799번지 22호  ,112,2025-11-14
가축사육업,리안농장,한우,전북특별자치도 부안군 계화면 궁안리 2290번지 6호  ,190,2025-11-14
가축사육업,OK농장,한우,"전북특별자치도 부안군 하서면 석상리 502번지 2호 외 1필지(502-1),주1동 ",14,2025-11-14
가축사육업,우림축산,한우,전북특별자치도 부안군 행안면 삼간리 2342번지 6호 외 1필지(2342-7) ,716,2025-11-14
가축사육업,가야축산,한우,전북특별자치도 부안군 백산면 대수리 959번지 11호  ,170,2025-11-14
가축사육업,철이농장,한우,전북특별자치도 부안군 부안읍 내요리 1239번지 7호  ,9,2025-11-14
가축사육업,김OO 한우농장,한우,"전북특별자치도 부안군 보안면 신복리 364번지 외 2필지(365, 367-8) ",34,2025-11-14
가축사육업,태양농장,한우,"전북특별자치도 부안군 보안면 영전리 485번지 1호 외 4필지(485-5,485-6,485-7,485-22) ",512,2025-11-14
가축사육업,부영농장,한우,전북특별자치도 부안군 보안면 남포리 720번지 5호 외 1필지(720-6) ,204,2025-11-14
가축사육업,남지농장,한우,전북특별자치도 부안군 부안읍 내요리 1238번지 9호  ,9,2025-11-14
가축사육업,민아농장,한우,전북특별자치도 부안군 보안면 월천리 123번지 1호 외 1필지(122-7) ,41,2025-11-14
가축사육업,시온농장,한우,"전북특별자치도 부안군 줄포면 신리 612번지 5호 외 2필지(612-6,613) 주1동, 주3동 ",360,2025-11-14
가축사육업,고OO농장,한우,전북특별자치도 부안군 행안면 대초리 1153번지 1호  ,137,2025-11-14
가축사육업,장금이네,한우,전북특별자치도 부안군 보안면 남포리 234번지 3호  ,9,2025-11-14
가축사육업,해성농장,한우,전북특별자치도 부안군 백산면 죽림리 1050번지 3호  ,238,2025-11-14
가축사육업,농업회사법인 한스팜(주) 부안지점,종계/산란계,"전북특별자치도 부안군 주산면 백석리 424번지 15호 외 6필지(424-2,424-3,424-5,425-21,425-22,425-23) ",151678,2025-11-14
가축사육업,용기농장,한우,전북특별자치도 부안군 백산면 대죽리 693번지 1호  ,9,2025-11-14
가축사육업,이유농장,한우,전북특별자치도 부안군 백산면 죽림리 799번지  ,208,2025-11-14
가축사육업,주산농장,한우,전북특별자치도 부안군 백산면 대수리 879번지 2호  ,200,2025-11-14
가축사육업,백OO농장,한우,전북특별자치도 부안군 보안면 영전리 493번지 1호  ,5,2025-11-14
가축사육업,전OO농장,한우,전북특별자치도 부안군 보안면 하입석리 794번지 2호 외 2필지(794-3. 795-2) ,61,2025-11-14
가축사육업,상승농장1,한우,"전북특별자치도 부안군 부안읍 신흥리 364번지 8호 외 3필지(365-9, 364-14, 365-26) ",352,2025-11-14
가축사육업,상승농장2,한우,전북특별자치도 부안군 부안읍 신흥리 281번지 1호  ,176,2025-11-14
가축사육업,신풍농장,한우,"전북특별자치도 부안군 줄포면 신리 612번지 3호 외 2필지(520-35, 613-4) ",31,2025-11-14
가축사육업,이OO농장,한우,전북특별자치도 부안군 보안면 월천리 475번지 1호 외 1필지(477-1) ,76,2025-11-14
가축사육업,하나농축산농장,한우,전북특별자치도 부안군 하서면 언독리 929번지 7호  ,208,2025-11-14
가축사육업,다온농장,한우,전북특별자치도 부안군 부안읍 내요리 105번지  ,38,2025-11-14
가축사육업,리안목장,젖소,"전북특별자치도 부안군 줄포면 파산리 552번지 3호 외 11필지(546-1, 546-9, 547, 549, 552-1, 552-2, 552-4, 553-2, 5 54, 555, 산90)동 ",292,2025-11-14
가축사육업,최OO농장,한우,전북특별자치도 부안군 보안면 우동리 589번지  ,28,2025-11-14
가축사육업,우인농장,한우,전북특별자치도 부안군 주산면 사산리 449번지 3호  ,299,2025-11-14
가축사육업,원천농장,한우,전북특별자치도 부안군 보안면 남포리 246번지 8호 외 1필지(246-9) ,9,2025-11-14
가축사육업,서림축산,한우,"전북특별자치도 부안군 부안읍 내요리 592번지 외 4필지(596, 597, 599, 601-5) ",25,2025-11-14
가축사육업,김OO농장,한우,전북특별자치도 부안군 보안면 월천리 523번지 1호  ,5,2025-11-14
가축사육업,인성2농장,한우,전북특별자치도 부안군 주산면 백석리 914번지 2호 외 1필지(914-3) ,257,2025-11-14
가축사육업,신리농장,한우,전북특별자치도 부안군 줄포면 신리 790번지 31호  ,5,2025-11-14
가축사육업,성원2농장,한우,전북특별자치도 부안군 상서면 감교리 815번지 1호 외 1필지(주산면 사산리 846-8) ,145,2025-11-14
가축사육업,역귀농장,한우,전북특별자치도 부안군 부안읍 내요리 322번지 1호 외 1필지(323) ,105,2025-11-14
가축사육업,대용농장,한우,전북특별자치도 부안군 상서면 고잔리 512번지 5호  ,216,2025-11-14
가축사육업,장수염소,염소,전북특별자치도 부안군 보안면 신복리 3번지 13호  ,20,2025-11-14
가축사육업,도담,한우,전북특별자치도 부안군 상서면 통정리 154번지 6호 외 1필지(154-4) ,28,2025-11-14
가축사육업,한OO,염소,전북특별자치도 부안군 동진면 안성리 853번지 외 1필지(854-2) ,30,2025-11-14
가축사육업,신안목장2,한우,전북특별자치도 부안군 행안면 신기리 999번지 2호 외 1필지(999-1) ,375,2025-11-14
가축사육업,감불농장,한우,전북특별자치도 부안군 보안면 우동리 838번지 9호  ,150,2025-11-14
가축사육업,고OO,한우,전북특별자치도 부안군 행안면 대초리 1149번지 9호 외 1필지(1149-8) ,239,2025-11-14
가축사육업,정우농장,한우,"전북특별자치도 부안군 줄포면 장동리 570번지 1호 외 6필지(569-2, 571, 571-2, 572-1, 573, 574-1) ",188,2025-11-14
가축사육업,다운농장,한우,전북특별자치도 부안군 백산면 죽림리 1068번지 3호  ,170,2025-11-14
가축사육업,부광농장,한우,전북특별자치도 부안군 부안읍 옹중리 884번지 9호  ,100,2025-11-14
가축사육업,OK농장,염소,"전북특별자치도 부안군 하서면 석상리 502번지 2호 외 1필지(502-1), 주2동 ",30,2025-11-14
가축사육업,창호농장,한우,전북특별자치도 부안군 보안면 우동리 731번지 3호  ,5,2025-11-14
가축사육업,순수농장,염소,전북특별자치도 부안군 주산면 돈계리 359번지  ,0,2025-11-14
가축사육업,정미농장,한우,전북특별자치도 부안군 줄포면 난산리 709번지 7호 주2동 ,100,2025-11-14
가축사육업,상현농장,한우,"전북특별자치도 부안군 부안읍 신흥리 272번지 외 5필지(272-2,272-6,272-7,704-3,719-1) ",143,2025-11-14
가축사육업,푸른농장,염소,전북특별자치도 부안군 상서면 장동리 538번지 5호  ,300,2025-11-14
가축사육업,배OO 염소농장,염소,"전북특별자치도 부안군 주산면 사산리 558번지 36호 , 558-35, 소산리 577-4 ",300,2025-11-14
가축사육업,농업회사법인 가농유한회사 계화농장,육계,전북특별자치도 부안군 계화면 창북리 산 4225번지 1호  ,210000,2025-11-14
가축사육업,대수농장,한우,"전북특별자치도 부안군 백산면 하청리 626번지 4호 626-5,626-6,120,121 ",83,2025-11-14
가축사육업,이OO농장,한우,전북특별자치도 부안군 변산면 마포리 474번지 12호  ,2,2025-11-14
가축사육업,가족농장,한우,"전북특별자치도 부안군 백산면 하청리 289번지 , 주1동 ",31,2025-11-14
가축사육업,하늘농장,한우,"전북특별자치도 부안군 보안면 하입석리 1095번지 5호 외 2필지(1095-6, 1095-9) ",88,2025-11-14
가축사육업,우리농장,한우,전북특별자치도 부안군 주산면 백석리 447번지 5호  ,5,2025-11-14
가축사육업,이안목장,젖소,"전북특별자치도 부안군 진서면 석포리 445번지 7호 , 445-10, 448-2, 448-3, 449-1 ",27,2025-11-14
가축사육업,상배농장,한우,"전북특별자치도 부안군 백산면 죽림리 800-1, 801 ",199,2025-11-14
가축사육업,영농조합법인 대통농산 백산지점,산란육성계,전북특별자치도 부안군 백산면 하청리 483번지 6호 외 6필지 ,47000,2025-11-14
종축업,별이,종계업,전북특별자치도 부안군 상서면 감교리 807번지 12호  ,22000,2025-11-14
종축업,농업회사법인 유한회사 월광,종계업,전북특별자치도 부안군 보안면 월천리 995번지 1호  ,23000,2025-11-14
종축업,성룡농장,종계업,전북특별자치도 부안군 보안면 월천리 274번지  ,6600,2025-11-14
종축업,농업회사법인피아이씨코리아(주)지점,종돈업,전북특별자치도 부안군 주산면 백석리 429번지 1호 대한양돈 ,410,2025-11-14
종축업,보경농장,종계업,전북특별자치도 부안군 보안면 부곡리 86번지 1호 외 6필지 ,28500,2025-11-14
종축업,신흥농장,종계업,전북특별자치도 부안군 부안읍 신흥리 279번지 22호 외 10필 ,22000,2025-11-14
종축업,진서농장,종계업,"전북특별자치도 부안군 진서면 진서리 63번지 1호 외 4필지(63-4, 63-5,63-6,63-8) ",38000,2025-11-14
종축업,서원농장,종계업,"전북특별자치도 부안군 보안면 상림리 219번지 1호 외 3필(219-2, 219-3, 532) ",29000,2025-11-14
종축업,가농보안농장,종계업,전북특별자치도 부안군 보안면 월천리 1011번지 외 2필 ,110000,2025-11-14
종축업,평교 종계장,종계업,전북특별자치도 부안군 부안읍 신흥리 산 82번지 1호  ,14000,2025-11-14
종축업,다산2농장,종오리업,전북특별자치도 부안군 진서면 진서리 1273번지 5호  ,5500,2025-11-14
종축업,다산1농장,종오리업,전북특별자치도 부안군 진서면 진서리 1273번지 6호  ,5500,2025-11-14
종축업,증산농장,종계업,전북특별자치도 부안군 동진면 증산리 85번지 1호 증산농장 ,31000,2025-11-14
종축업,진서1농장,종오리업,전북특별자치도 부안군 진서면 운호리 238번지 11호 진서종계장 ,10800,2025-11-14
종축업,진서2농장,종오리업,전북특별자치도 부안군 진서면 운호리 238번지 11호 진서종계장 ,7800,2025-11-14
종축업,천우농장,종오리업,"전북특별자치도 부안군 계화면 궁안리 1064번지 외 2필지(1065, 1065-1) ",10500,2025-11-14
