사업장명칭,사업장소재지(지번),주사육업종,사육두수,데이터기준일자
광현농장2,전라남도 영암군 서호면 소산리 ,한우,5,2025-05-01
순호축산,전라남도 영암군 덕진면 장선리 ,한우,15,2025-05-01
정우농장,전라남도 영암군 신북면 이천리 ,한우,2,2025-05-01
송원농장,전라남도 영암군 덕진면 노송리 ,한우,69,2025-05-01
활성산흑염소농장,전라남도 영암군 금정면 연소리 ,한우,18,2025-05-01
규태농장,전라남도 영암군 군서면 모정리 ,한우,130,2025-05-01
영지축산,전라남도 영암군 시종면 신연리 ,한우,200,2025-05-01
영지축산,전라남도 영암군 시종면 신연리 ,한우,100,2025-05-01
광현농장,전라남도 영암군 서호면 소산리 ,한우,2,2025-05-01
정학축산,전라남도 영암군 서호면 소산리 ,한우,15,2025-05-01
준우농장,전라남도 영암군 시종면 신학리 ,한우,90,2025-05-01
부자축산,전라남도 영암군 서호면 소산리 ,한우,100,2025-05-01
대호농장,전라남도 영암군 금정면 용흥리 ,한우,13,2025-05-01
정식축사,전라남도 영암군 삼호읍 동호리 ,한우,2,2025-05-01
연한농장,전라남도 영암군 서호면 엄길리 ,한우,30,2025-05-01
믿음농장,전라남도 영암군 덕진면 백계리 ,한우,200,2025-05-01
도화동농장,전라남도 영암군 미암면 남산리 ,한우,2,2025-05-01
천하농장,전라남도 영암군 미암면 춘동리 ,한우,42,2025-05-01
가온축산,전라남도 영암군 도포면 원항리 ,한우,130,2025-05-01
경민축산,전라남도 영암군 도포면 수산리 ,한우,53,2025-05-01
강인축산,전라남도 영암군 시종면 월악리 ,한우,20,2025-05-01
종석축사,전라남도 영암군 군서면 동호리 ,한우,7,2025-05-01
평화농장,전라남도 영암군 학산면 신덕리 ,한우,80,2025-05-01
광현농장,전라남도 영암군 시종면 월롱리 ,한우,3,2025-05-01
성원농장,전라남도 영암군 서호면 쌍풍리 ,한우,5,2025-05-01
송간목장,전라남도 영암군 시종면 태간리 ,한우,3,2025-05-01
농민축산,전라남도 영암군 도포면 수산리 ,한우,128,2025-05-01
황토축산,전라남도 영암군 도포면 영호리 ,한우,60,2025-05-01
용인농장,전라남도 영암군 시종면 신연리 ,한우,10,2025-05-01
닛시농장,전라남도 영암군 시종면 신연리 ,한우,10,2025-05-01
군서축산,전라남도 영암군 군서면 서구림리 ,한우,50,2025-05-01
선해축산,전라남도 영암군 서호면 화송리 ,한우,63,2025-05-01
한아름목장,전라남도 영암군 미암면 신포리 ,한우,35,2025-05-01
금은농장,전라남도 영암군 덕진면 덕진리 ,한우,2,2025-05-01
귀천농장,전라남도 영암군 시종면 금지리 ,한우,10,2025-05-01
대원농장,전라남도 영암군 삼호읍 망산리 ,한우,25,2025-05-01
양완농장,전라남도 영암군 신북면 이천리 ,한우,1,2025-05-01
필현농장,전라남도 영암군 미암면 선황리 ,한우,30,2025-05-01
그린축산,전라남도 영암군 덕진면 금강리 ,한우,61,2025-05-01
믿음농장,전라남도 영암군 서호면 성재리 ,한우,5,2025-05-01
신덕축사,전라남도 영암군 삼호읍 서호리 ,한우,350,2025-05-01
강산농장,전라남도 영암군 도포면 수산리 ,한우,26,2025-05-01
성심농장,전라남도 영암군 서호면 성재리 ,한우,20,2025-05-01
거대한우농장,전라남도 영암군 미암면 신한리 ,한우,17,2025-05-01
야곱축사,전라남도 영암군 신북면 월지리 ,한우,10,2025-05-01
형선농장,전라남도 영암군 신북면 월지리 ,한우,30,2025-05-01
수영농장,전라남도 영암군 학산면 용산리 ,한우,22,2025-05-01
신세계축산,전라남도 영암군 군서면 서구림리 ,한우,20,2025-05-01
소보소농장,전라남도 영암군 학산면 금계리 ,한우,30,2025-05-01
남해농장,전라남도 영암군 시종면 옥야리 ,한우,22,2025-05-01
인송농장,전라남도 영암군 군서면 서구림리 ,한우,4,2025-05-01
군서농장,전라남도 영암군 군서면 성양리 ,한우,288,2025-05-01
성대농장,전라남도 영암군 군서면 성양리 ,한우,5,2025-05-01
우림농장,전라남도 영암군 신북면 양계리 ,한우,150,2025-05-01
왕인농장,전라남도 영암군 학산면 학계리 ,한우,2,2025-05-01
소 잘자라는 농장,전라남도 영암군 시종면 신흥리 ,한우,210,2025-05-01
선진축사,전라남도 영암군 미암면 선황리 ,한우,56,2025-05-01
기찬인력농장,전라남도 영암군 영암읍 송평리 ,한우,54,2025-05-01
황소농장,전라남도 영암군 신북면 금수리 ,한우,6,2025-05-01
사계절농장,전라남도 영암군 신북면 갈곡리 ,한우,17,2025-05-01
풍천농장,전라남도 영암군 덕진면 용산리 ,한우,26,2025-05-01
늘픔농장,전라남도 영암군 삼호읍 동호리 ,한우,72,2025-05-01
쉼터농장,전라남도 영암군 덕진면 영등리 ,한우,23,2025-05-01
우수농장,전라남도 영암군 서호면 쌍풍리 ,한우,33,2025-05-01
도담농장,전라남도 영암군 시종면 구산리 ,한우,1,2025-05-01
학산실업,전라남도 영암군 도포면 원항리 ,한우,89,2025-05-01
현주농장,전라남도 영암군 시종면 와우리 ,한우,2,2025-05-01
연소자연농장,전라남도 영암군 시종면 신연리 ,한우,82,2025-05-01
현순농장,전라남도 영암군 금정면 와운리 ,한우,78,2025-05-01
장성농장,전라남도 영암군 군서면 도장리 ,한우,111,2025-05-01
성은농장,전라남도 영암군 군서면 도장리 ,한우,78,2025-05-01
수산축산,전라남도 영암군 학산면 용산리 ,한우,33,2025-05-01
늘푸른 농장,전라남도 영암군 군서면 도장리 ,한우,40,2025-05-01
덕인한우,전라남도 영암군 신북면 모산리 ,한우,205,2025-05-01
은빛농장,전라남도 영암군 군서면 동호리 ,한우,96,2025-05-01
문용농장,전라남도 영암군 미암면 춘동리 ,한우,33,2025-05-01
세준농장,전라남도 영암군 덕진면 금강리 ,한우,105,2025-05-01
강민축산,전라남도 영암군 신북면 갈곡리 ,한우,141,2025-05-01
만수축산,전라남도 영암군 도포면 영호리 ,한우,32,2025-05-01
환이팜,전라남도 영암군 삼호읍 동호리 ,한우,81,2025-05-01
사랑축산,전라남도 영암군 덕진면 영등리 ,한우,48,2025-05-01
반석농장,전라남도 영암군 시종면 만수리 ,한우,20,2025-05-01
연우목장,전라남도 영암군 미암면 신포리 ,한우,28,2025-05-01
주원농장,전라남도 영암군 군서면 월곡리 ,한우,38,2025-05-01
가람농장,전라남도 영암군 군서면 성양리 ,한우,9,2025-05-01
신성농장,전라남도 영암군 학산면 용산리 ,한우,18,2025-05-01
유곡농장,전라남도 영암군 신북면 유곡리 ,한우,14,2025-05-01
태양축산,전라남도 영암군 시종면 만수리 ,한우,74,2025-05-01
초원농장,전라남도 영암군 군서면 서구림리 ,한우,46,2025-05-01
마산농장,전라남도 영암군 군서면 마산리 ,한우,8,2025-05-01
대신축산,전라남도 영암군 영암읍 대신리 ,한우,80,2025-05-01
대림농장,전라남도 영암군 도포면 수산리 ,한우,22,2025-05-01
용우농장,전라남도 영암군 도포면 봉호리 ,한우,32,2025-05-01
으뜸농장,전라남도 영암군 삼호읍 망산리 ,한우,22,2025-05-01
견우농장,전라남도 영암군 군서면 마산리 ,한우,78,2025-05-01
팜축산,전라남도 영암군 군서면 해창리 ,한우,145,2025-05-01
보은농장,전라남도 영암군 군서면 마산리 ,한우,21,2025-05-01
믿음농장,전라남도 영암군 도포면 성산리 ,한우,243,2025-05-01
도룡농장,전라남도 영암군 도포면 구학리 ,한우,56,2025-05-01
나비농장,전라남도 영암군 군서면 동구림리 ,한우,124,2025-05-01
들푸른축산,전라남도 영암군 서호면 화송리 ,한우,80,2025-05-01
에덴농장,전라남도 영암군 삼호읍 망산리 ,한우,20,2025-05-01
야곱농장,전라남도 영암군 시종면 신연리 ,한우,3,2025-05-01
진주축산,전라남도 영암군 군서면 동호리 ,한우,95,2025-05-01
새순농장,전라남도 영암군 시종면 신연리 ,한우,10,2025-05-01
문가네,전라남도 영암군 덕진면 장선리 ,한우,31,2025-05-01
서향축산,전라남도 영암군 시종면 월악리 ,한우,39,2025-05-01
동신농장,전라남도 영암군 영암읍 송평리 ,한우,40,2025-05-01
종일농장,전라남도 영암군 덕진면 금강리 ,한우,118,2025-05-01
영지축산,전라남도 영암군 시종면 신연리 ,한우,115,2025-05-01
형제축산,전라남도 영암군 미암면 선황리 ,한우,5,2025-05-01
친한들농장,전라남도 영암군 도포면 성산리 ,한우,89,2025-05-01
유민축산,전라남도 영암군 신북면 월평리 ,한우,38,2025-05-01
푸른농장,전라남도 영암군 미암면 호포리 ,한우,216,2025-05-01
새광축산,전라남도 영암군 학산면 용산리 ,한우,16,2025-05-01
달지기축산,전라남도 영암군 학산면 상월리 ,한우,34,2025-05-01
승현농장,전라남도 영암군 덕진면 백계리 ,한우,7,2025-05-01
양장축산,전라남도 영암군 군서면 양장리 ,한우,119,2025-05-01
은인농장,전라남도 영암군 덕진면 노송리 ,한우,62,2025-05-01
대성농장,전라남도 영암군 영암읍 송평리 ,한우,198,2025-05-01
오가네농장,전라남도 영암군 학산면 상월리 ,한우,58,2025-05-01
드림농장,전라남도 영암군 신북면 모산리 ,한우,76,2025-05-01
버들농장,전라남도 영암군 학산면 상월리 ,한우,43,2025-05-01
금호축산2,전라남도 영암군 덕진면 금강리 ,한우,127,2025-05-01
그린축산2,전라남도 영암군 덕진면 금강리 ,한우,27,2025-05-01
자연농원,전라남도 영암군 서호면 소산리 ,한우,19,2025-05-01
승주농장,전라남도 영암군 시종면 신학리 ,한우,64,2025-05-01
다산축산,전라남도 영암군 군서면 도장리 ,한우,22,2025-05-01
선우농장,전라남도 영암군 덕진면 운암리 ,한우,59,2025-05-01
철탑목장,전라남도 영암군 도포면 구학리 ,한우,111,2025-05-01
광호농장,전라남도 영암군 금정면 연보리 ,한우,19,2025-05-01
준원농장,전라남도 영암군 군서면 동호리 ,한우,65,2025-05-01
대호농장,전라남도 영암군 신북면 갈곡리 ,한우,2,2025-05-01
천인농장,전라남도 영암군 도포면 구학리 ,한우,19,2025-05-01
태양축산2,전라남도 영암군 시종면 만수리 ,한우,25,2025-05-01
운학농장,전라남도 영암군 시종면 신연리 ,한우,42,2025-05-01
사부자3농장,전라남도 영암군 덕진면 영보리 ,한우,81,2025-05-01
사부자2농장,전라남도 영암군 덕진면 영보리 ,한우,116,2025-05-01
형민농장,전라남도 영암군 영암읍 망호리 ,한우,547,2025-05-01
영암축협(은율농장),전라남도 영암군 서호면 소산리 ,한우,200,2025-05-01
성심농장,전라남도 영암군 미암면 춘동리 ,한우,57,2025-05-01
우영농장,전라남도 영암군 도포면 영호리 ,한우,27,2025-05-01
안식농장,전라남도 영암군 금정면 용흥리 ,한우,22,2025-05-01
동학축사,전라남도 영암군 학산면 상월리 ,한우,70,2025-05-01
금강1농장,전라남도 영암군 서호면 금강리 ,한우,3,2025-05-01
미광농원,전라남도 영암군 신북면 월평리 ,한우,58,2025-05-01
한길농장,전라남도 영암군 서호면 쌍풍리 ,한우,118,2025-05-01
천손1목장,전라남도 영암군 서호면 쌍풍리 ,한우,145,2025-05-01
금강제이농장,전라남도 영암군 서호면 금강리 ,한우,1,2025-05-01
현우농장,전라남도 영암군 시종면 구산리 ,한우,59,2025-05-01
천만농장,전라남도 영암군 덕진면 금강리 ,한우,13,2025-05-01
늘해랑농장,전라남도 영암군 서호면 금강리 ,한우,38,2025-05-01
세진농장,전라남도 영암군 도포면 성산리 ,한우,71,2025-05-01
반갑소2농장,전라남도 영암군 덕진면 장선리 ,한우,78,2025-05-01
화우농장,전라남도 영암군 덕진면 금강리 ,한우,87,2025-05-01
신우농장,전라남도 영암군 도포면 원항리 ,한우,160,2025-05-01
아린농장,전라남도 영암군 서호면 소산리 ,한우,160,2025-05-01
동우농장,전라남도 영암군 미암면 호포리 ,한우,63,2025-05-01
준성농장,전라남도 영암군 시종면 와우리 ,한우,69,2025-05-01
성민농장,전라남도 영암군 시종면 신흥리 ,한우,3,2025-05-01
대광축산,전라남도 영암군 도포면 원항리 ,한우,6,2025-05-01
다담축산,전라남도 영암군 도포면 영호리 ,한우,2,2025-05-01
반석축산,전라남도 영암군 덕진면 노송리 ,한우,20,2025-05-01
삼휘축산 제2농장,전라남도 영암군 서호면 몽해리 ,한우,90,2025-05-01
은월농장,전라남도 영암군 서호면 쌍풍리 ,한우,14,2025-05-01
지호축사,전라남도 영암군 시종면 금지리 ,한우,33,2025-05-01
2행운농장,전라남도 영암군 신북면 행정리 ,한우,46,2025-05-01
우하농장,전라남도 영암군 도포면 수산리 ,한우,78,2025-05-01
기현농장,전라남도 영암군 서호면 소산리 ,한우,13,2025-05-01
구시월드 대양농장,전라남도 영암군 신북면 장산리 ,한우,93,2025-05-01
수향농장,전라남도 영암군 신북면 월지리 ,한우,13,2025-05-01
